candidate_id,block_id,x,y,h,right_endpoint,p_star,E_theta_sign,DeltaD_sign,post_P0_flag,finite_zone_flag,E_theta,Q_R2Q,Q_delta_D,Q_exc,epsilon,D_start,D_end,DeltaD,bridge_excursion_raw,bridge_excursion_argmax,threshold_relevant_flag,forbidden_flag,row_regime,scale_denominator,DeltaD_recomputed,DeltaD_recompute_error,Q_delta_D_recomputed,Q_delta_D_recompute_error,Q_exc_recomputed,Q_exc_recompute_error,line_slope_D,Q_R2Q_recomputed,formula_reconstruction_error,endpoint_path_valid_flag,endpoint_delta_valid_flag,normalization_valid_flag,bridge_excursion_valid_flag,formula_reconstruction_valid_flag,failure_type,status
hexc_00351,352,109712341,109712340,1,109712341,109712341,positive,negative,False,True,17.51337241663912,0.0539020807162376,0.0530715971584078,0.0,0.0008304835578298,-5542.050932505572,-5560.24095485721,-18.190022351638618,0.0,109712340,False,False,positive_harmless,342.7449582371743,-18.190022351638618,0.0,0.0530715971584078,0.0,0.0,0.0,-18.190022351638618,0.0539020807162376,0.0,True,True,True,True,True,,pass
hexc_00352,353,179664509,179664508,1,179664509,179664509,positive,negative,False,True,18.00660183085661,0.0530489105874725,0.0517182132568102,0.0,0.0013306973306622,-6935.19098110272,-6953.874232868577,-18.683251765856767,0.0,179664508,False,False,positive_harmless,361.2509131567218,-18.683251765856767,0.0,0.05171821325681022,-2.0816681711721685e-17,0.0,0.0,-18.683251765856767,0.053048910587472395,1.0408340855860843e-16,True,True,True,True,True,,pass
hexc_00353,354,30784619,30784618,1,30784619,30784619,positive,negative,False,True,16.242525740093644,0.0583295511087164,0.0569085386889664,0.0,0.0014210124197499,-2864.378913451751,-2881.298089126845,-16.91917567509381,0.0,30784618,False,False,positive_harmless,297.3046938977919,-16.91917567509381,0.0,0.056908538688966434,-3.469446951953614e-17,0.0,0.0,-16.91917567509381,0.0583295511087163,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00354,355,33843947,33843946,1,33843947,33843947,positive,negative,False,True,16.337270723016555,0.0578346580287957,0.056603455113919,1.5128947513897902e-15,0.0012312029148751,-3051.444148621361,-3068.458069279377,-17.01392065801656,4.547473508864641e-13,33843947,False,False,positive_harmless,300.58095612316697,-17.013920658016104,-4.547473508864641e-13,0.05660345511391907,-6.938893903907228e-17,1.5128947513897902e-15,0.0,-17.01392065801656,0.057834658028795616,8.326672684688674e-17,True,True,True,True,True,,pass
hexc_00355,356,33821509,33821502,7,33821509,33821677,positive,negative,False,True,45.00982232048878,0.0654611569085146,0.0635973076915966,0.0155337822934355,-0.0136699330765176,-2990.306803429872,-3040.8795143503608,-50.57271092048859,12.35249588295892,33821506,False,False,positive_harmless,795.2020731086848,-50.57271092048859,0.0,0.06359730769159669,-8.326672684688674e-17,0.015533782293435537,-3.8163916471489756e-17,-7.224672988641227,0.0654611569085145,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00356,357,30978317,30978316,1,30978317,30978317,positive,negative,False,True,16.24879806610611,0.058206963587266,0.0568882399079218,0.0,0.0013187236793441,-2885.255563445091,-2902.1810114461973,-16.92544800110636,0.0,30978316,False,False,positive_harmless,297.5210347253059,-16.92544800110636,0.0,0.056888239907921884,-8.326672684688674e-17,0.0,0.0,-16.92544800110636,0.0582069635872659,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00357,358,2275027,2275026,1,2275027,2275027,positive,negative,False,True,13.63750247842863,0.0701677034244439,0.0668084927615614,0.0,0.0033592106628824,-757.6113157285585,-771.925468141987,-14.314152413428587,0.0,2275026,False,False,positive_harmless,214.25647880600428,-14.314152413428587,0.0,0.06680849276156148,-8.326672684688674e-17,0.0,0.0,-14.314152413428587,0.0701677034244438,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00358,359,109548913,109548912,1,109548913,109548913,positive,negative,False,True,17.511881701546663,0.0540412935367529,0.0530757949033395,0.0,0.0009654986334133,-5477.477879723199,-5495.666411359746,-18.18853163654694,0.0,109548912,False,False,positive_harmless,342.6897641320582,-18.18853163654694,0.0,0.053075794903339586,-8.326672684688674e-17,0.0,0.0,-18.18853163654694,0.054041293536752806,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00359,360,33488180,33487676,504,33488180,33488281,negative,negative,False,True,-1.5258205110753806,0.0702213435707402,0.0592280253357018,0.0045249017385928,0.0064684164964455,-2940.6852775255284,-3339.8705776397314,-399.1853001142031,30.49695221594129,33487967,False,False,subthreshold_negative,6739.804304662162,-399.1853001142031,0.0,0.059228025335701866,-6.245004513516506e-17,0.004524901738592834,-3.382710778154774e-17,-0.7920343256234188,0.0702213435707401,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00360,361,33862651,33862647,4,33862651,33862799,positive,negative,False,True,30.67564639008905,0.0585493445209605,0.05636261671122,0.0143296944521975,-0.012142966642457,-2962.844684874971,-2996.72991999506,-33.885235120088964,8.615019920022405,33862648,False,False,positive_harmless,601.2005314391919,-33.885235120088964,0.0,0.05636261671122004,-4.163336342344337e-17,0.014329694452197547,-4.683753385137379e-17,-8.471308780022241,0.05854934452096049,6.938893903907228e-18,True,True,True,True,True,,pass
hexc_00361,362,3441017,3441016,1,3441017,3441017,positive,negative,False,True,14.051277625191709,0.0664152882950914,0.0650122065361843,5.018378956711261e-16,0.0014030817589065,-961.1014688082256,-975.8293963684172,-14.727927560191688,1.1368683772161605e-13,3441017,False,False,positive_harmless,226.54095815059657,-14.727927560191574,-1.1368683772161603e-13,0.06501220653618439,-9.71445146547012e-17,5.018378956711262e-16,-9.860761315262648e-32,-14.727927560191688,0.06641528829509129,1.1102230246251565e-16,True,True,True,True,True,,pass
hexc_00362,363,17998027,17998026,1,17998027,17998027,positive,negative,False,True,15.70577269874159,0.0607228067308972,0.0587009310494316,3.258870007946012e-15,0.0020218756814622,-2160.845606387388,-2177.228029021129,-16.3824226337415,9.094947017729282e-13,17998027,False,False,positive_harmless,279.08284146201987,-16.38242263374059,-9.094947017729282e-13,0.05870093104943167,-6.938893903907228e-17,3.2588700079460117e-15,3.944304526105059e-31,-16.3824226337415,0.06072280673089706,1.3877787807814457e-16,True,True,True,True,True,,pass
hexc_00363,364,12783557,12783556,1,12783557,12783557,positive,negative,False,True,15.36367029369691,0.0625314742892232,0.059903416631445,0.0,0.0026280576577781,-1808.8740009551136,-1824.9143211838104,-16.040320228696828,0.0,12783556,False,False,positive_harmless,267.7697054808187,-16.040320228696828,0.0,0.05990341663144509,-9.020562075079397e-17,0.0,0.0,-16.040320228696828,0.06253147428922311,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00364,365,1196653,1196652,1,1196653,1196653,positive,negative,False,True,12.995039051118322,0.071617662491785,0.0698029763271531,0.0,0.0018146861646318,-562.114525096951,-575.7862140830692,-13.671688986118284,0.0,1196652,False,False,positive_harmless,195.86111804232684,-13.671688986118284,0.0,0.06980297632715313,-2.7755575615628914e-17,0.0,0.0,-13.671688986118284,0.0716176624917849,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00365,366,178000301,178000300,1,178000301,178000301,positive,negative,False,True,17.99729579926617,0.0530150818740687,0.0517431093034384,0.0,0.0012719725706302,-6878.1802258523885,-6896.854171586654,-18.673945734265544,0.0,178000300,False,False,positive_harmless,360.8972476848159,-18.673945734265544,0.0,0.05174310930343849,-9.020562075079397e-17,0.0,0.0,-18.673945734265544,0.0530150818740686,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00366,367,444929,444928,1,444929,444929,positive,negative,False,True,12.005669997857035,0.0781852146270972,0.0749778951791259,0.0,0.0032073194479712,-333.92764158740084,-346.6099615202579,-12.68231993285707,0.0,444928,False,False,positive_harmless,169.14745209315862,-12.68231993285707,0.0,0.07497789517912591,-1.3877787807814457e-17,0.0,0.0,-12.68231993285707,0.0781852146270971,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00367,368,108530371,108530370,1,108530371,108530371,positive,negative,False,True,17.50254060882601,0.0550780849806609,0.053102113858876,0.0,0.0019759711217848,-5303.178859881066,-5321.358050424893,-18.17919054382673,0.0,108530370,False,False,positive_harmless,342.34400898125557,-18.179190543826735,3.552713678800501e-15,0.05310211385887609,-9.020562075079397e-17,0.0,0.0,-18.17919054382673,0.055078084980660795,1.0408340855860843e-16,True,True,True,True,True,,pass
hexc_00368,369,33877069,33877068,1,33877069,33877069,positive,negative,False,True,16.33824891278976,0.0580315698450999,0.0566003223470189,0.0,0.0014312474980809,-3011.8762068006404,-3028.8911056484303,-17.014898847789937,0.0,33877068,False,False,positive_harmless,300.61487536185524,-17.014898847789937,0.0,0.056600322347018964,-6.245004513516506e-17,0.0,0.0,-17.014898847789937,0.0580315698450998,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00369,370,179411671,179411668,3,179411671,179411909,positive,negative,False,True,35.01038711128105,0.0609062405598658,0.0597233888789916,0.0099538981554082,-0.0087710464745341,-6947.102704779431,-6984.466391760712,-37.36368698128172,6.227281169120943,179411670,False,False,positive_harmless,625.6123050382492,-37.36368698128081,-9.094947017729282e-13,0.059723388878991666,-6.938893903907228e-17,0.009953898155408265,-6.591949208711867e-17,-12.454562327093905,0.060906240559865696,1.0408340855860843e-16,True,True,True,True,True,,pass
hexc_00370,371,30801703,30801702,1,30801703,30801703,positive,negative,False,True,16.243080538623037,0.0590182314704876,0.0569067426414861,0.0,0.0021114888290014,-2822.5015861562874,-2839.4213166299105,-16.919730473623076,0.0,30801702,False,False,positive_harmless,297.3238264614405,-16.919730473623076,0.0,0.056906742641486124,-2.7755575615628914e-17,0.0,0.0,-16.919730473623076,0.059018231470487494,1.0408340855860843e-16,True,True,True,True,True,,pass
hexc_00371,372,179380241,179380240,1,179380241,179380241,positive,negative,False,True,18.005018362169785,0.0524959052411155,0.0517224477549528,0.0,0.0007734574861626,-7026.888233466923,-7045.569901764093,-18.68166829716938,0.0,179380240,False,False,positive_harmless,361.1907229464107,-18.68166829716938,0.0,0.05172244775495286,-6.245004513516506e-17,0.0,0.0,-18.68166829716938,0.0524959052411154,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00372,373,1198289,1198288,1,1198289,1198289,positive,negative,False,True,12.996405263957271,0.0723746919761434,0.0697963238732166,0.0,0.0025783681029267,-551.311527318278,-564.9845825172353,-13.673055198957286,0.0,1198288,False,False,positive_harmless,195.89936031293087,-13.673055198957286,0.0,0.06979632387321665,-4.163336342344337e-17,0.0,0.0,-13.673055198957286,0.07237469197614331,8.326672684688674e-17,True,True,True,True,True,,pass
hexc_00373,374,30339893,30339892,1,30339893,30339893,positive,negative,False,True,16.22797400518101,0.0584872273607094,0.0569556874751023,0.0,0.001531539885607,-2827.828271259479,-2844.73289519966,-16.904623940180954,0.0,30339892,False,False,positive_harmless,296.80308832319264,-16.904623940180954,0.0,0.05695568747510233,-2.7755575615628914e-17,0.0,0.0,-16.904623940180954,0.058487227360709305,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00374,375,33866071,33866070,1,33866071,33866071,positive,negative,False,True,16.337924215703186,0.0578606794756717,0.0566013621888936,0.0,0.001259317286778,-3001.1506146471734,-3018.1651887978765,-17.014574150703083,0.0,33866070,False,False,positive_harmless,300.60361610946694,-17.014574150703083,0.0,0.056601362188893646,-4.85722573273506e-17,0.0,0.0,-17.014574150703083,0.0578606794756716,1.0408340855860843e-16,True,True,True,True,True,,pass
hexc_00375,376,15937,15936,1,15937,15937,positive,negative,False,True,8.676398728859631,0.1034376505744083,0.0998908439790589,1.5177236024125767e-16,0.0035468065953491,-61.51748361399508,-70.8705322778547,-9.353048663859632,1.4210854715202004e-14,15937,False,False,positive_harmless,93.63269235987632,-9.353048663859624,-7.105427357601002e-15,0.09989084397905897,-6.938893903907228e-17,1.5177236024125767e-16,0.0,-9.353048663859632,0.10343765057440815,1.5265566588595902e-16,True,True,True,True,True,,pass
hexc_00376,377,187427707,187426768,939,187427707,187427707,negative,negative,False,True,-24.65274645334739,0.0744485929586305,0.0648749065102214,0.0071608480192961,0.0024128384291128,-6973.156389759036,-7694.512170917369,-721.3557811583332,79.62276008677782,187427058,False,False,subthreshold_negative,11119.180280355069,-721.3557811583332,0.0,0.06487490651022147,-6.938893903907228e-17,0.007160848019296187,-8.673617379884035e-17,-0.7682170193379481,0.07444859295863031,1.942890293094024e-16,True,True,True,True,True,,pass
hexc_00377,378,108563563,108563562,1,108563563,108563563,positive,negative,False,True,17.502846393512364,0.054274460944475,0.0531012518834482,0.0,0.0011732090610267,-5415.195997014931,-5433.375493343443,-18.17949632851196,0.0,108563562,False,False,positive_harmless,342.35532466191347,-18.17949632851196,0.0,0.05310125188344822,-2.0816681711721685e-17,0.0,0.0,-18.17949632851196,0.0542744609444749,1.0408340855860843e-16,True,True,True,True,True,,pass
hexc_00378,379,604681513,604678930,2583,604681513,604681513,negative,negative,True,False,-197.01518438104904,0.1005708971627918,0.0892902943009101,0.0026467580587345,0.008633844803147,-12496.870222247828,-14352.27164916333,-1855.401426915501,54.9981240102843,604680994,False,False,subthreshold_negative,20779.430076271892,-1855.4014269155014,4.547473508864641e-13,0.08929029430091014,-4.163336342344337e-17,0.0026467580587345783,-7.849623728795052e-17,-0.718312592688928,0.10057089716279159,2.0816681711721685e-16,True,True,True,True,True,,pass
hexc_00379,380,3280747,3280746,1,3280747,3280747,positive,negative,False,True,14.00358169833306,0.0681975726185681,0.0652143264684215,5.050336217792108e-16,0.002983246150146,-912.1546007156722,-926.8348323490052,-14.680231633333053,1.1368683772161605e-13,3280747,False,False,positive_harmless,225.10746377855475,-14.680231633332937,-1.1546319456101628e-13,0.06521432646842157,-6.938893903907228e-17,5.05033621779211e-16,-1.9721522630525295e-31,-14.680231633333053,0.068197572618568,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00380,381,22053061,22053060,1,22053061,22053061,positive,negative,False,True,15.908961971084082,0.0603424434897043,0.0580092972325014,0.0,0.0023331462572028,-2384.148258981196,-2400.73387088728,-16.58561190608407,0.0,22053060,False,False,positive_harmless,285.9129949395677,-16.58561190608407,0.0,0.058009297232501464,-6.245004513516506e-17,0.0,0.0,-16.58561190608407,0.0603424434897042,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00381,382,604365031,604363228,1803,604365031,604365031,negative,negative,True,False,-144.9856360139354,0.0869939928500895,0.0741699091988454,0.0064837278787602,0.0063403557724837,-12482.25168233056,-13769.832655665285,-1287.5809733347232,112.55675978502586,604364403,False,False,subthreshold_negative,17359.88337106884,-1287.580973334725,1.8189894035458565e-12,0.07416990919884546,-5.551115123125783e-17,0.00648372787876027,-7.025630077706069e-17,-0.7141325420603013,0.0869939928500893,2.0816681711721685e-16,True,True,True,True,True,,pass
hexc_00382,383,31019393,31019392,1,31019393,31019393,positive,negative,False,True,16.250123147500577,0.0578361073290868,0.0568839534723354,0.0,0.0009521538567513,-2926.3045070754947,-2943.231280157995,-16.926773082500404,0.0,31019392,False,False,positive_harmless,297.56674860393525,-16.926773082500404,0.0,0.056883953472335484,-8.326672684688674e-17,0.0,0.0,-16.926773082500404,0.0578361073290867,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00383,384,30977831,30977830,1,30977831,30977831,positive,negative,False,True,16.248782377590423,0.0578287310274751,0.0568882906617377,1.528457235071048e-15,0.0009404403657358,-2961.880106149917,-2978.805538462508,-16.9254323125906,4.547473508864641e-13,30977831,False,False,positive_harmless,297.5204935094739,-16.925432312591056,4.547473508864641e-13,0.056888290661737714,-1.3877787807814457e-17,1.5284572350710479e-15,1.9721522630525295e-31,-16.9254323125906,0.05782873102747503,6.938893903907228e-17,True,True,True,True,True,,pass
hexc_00384,385,7048859,7048858,1,7048859,7048859,positive,negative,False,True,14.76837631771867,0.0650198321388196,0.0621176044423331,0.0,0.0029022276964864,-1338.1439254980028,-1353.5889517507214,-15.445026252718662,0.0,7048858,False,False,positive_harmless,248.64169169719102,-15.445026252718662,0.0,0.06211760444233315,-4.85722573273506e-17,0.0,0.0,-15.445026252718662,0.0650198321388195,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00385,386,4995779,4995778,1,4995779,4995779,positive,negative,False,True,14.42410391386088,0.0665766157119201,0.0634744203320034,0.0,0.0031021953799166,-1124.0119707389742,-1139.1127245878351,-15.100753848860904,0.0,4995778,False,False,positive_harmless,237.90298154557854,-15.100753848860904,0.0,0.06347442033200341,-1.3877787807814457e-17,0.0,0.0,-15.100753848860904,0.06657661571192,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00386,387,12802553,12802552,1,12802553,12802553,positive,negative,False,True,15.365155162126715,0.061787082836556,0.0598980909394628,8.489848247425777e-16,0.0018889918970923,-1821.6032131323968,-1837.645018229524,-16.0418050971266,2.273736754432321e-13,12802553,False,False,positive_harmless,267.81830348048265,-16.04180509712728,6.821210263296962e-13,0.05989809093946281,-6.938893903907228e-18,8.489848247425779e-16,-1.9721522630525295e-31,-16.0418050971266,0.06178708283655595,4.85722573273506e-17,True,True,True,True,True,,pass
hexc_00387,388,30333337,30333336,1,30333337,30333337,positive,negative,False,True,16.22775789669213,0.0585540342059468,0.0569563882724318,1.5321901211109224e-15,0.0015976459335134,-2813.876458713657,-2830.78086654535,-16.904407831692424,4.547473508864641e-13,30333337,False,False,positive_harmless,296.795642147038,-16.90440783169288,4.547473508864641e-13,0.05695638827243182,-1.3877787807814457e-17,1.5321901211109224e-15,0.0,-16.904407831692424,0.05855403420594674,6.245004513516506e-17,True,True,True,True,True,,pass
hexc_00388,389,12783647,12783646,1,12783647,12783647,positive,negative,False,True,15.363677333966155,0.0620305679197299,0.0599033913782841,0.0,0.0021271765414457,-1818.1271710935123,-1834.1674983624785,-16.040327268966166,0.0,12783646,False,False,positive_harmless,267.7699358901577,-16.040327268966166,0.0,0.05990339137828413,-3.469446951953614e-17,0.0,0.0,-16.040327268966166,0.0620305679197298,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00389,390,179409773,179409772,1,179409773,179409773,positive,negative,False,True,18.00518298213642,0.0528986214654153,0.0517220074973868,0.0,0.0011766139680284,-6885.748782473307,-6904.430615390443,-18.68183291713558,0.0,179409772,False,False,positive_harmless,361.19698018448787,-18.68183291713558,0.0,0.051722007497386875,-7.632783294297951e-17,0.0,0.0,-18.68183291713558,0.0528986214654152,1.0408340855860843e-16,True,True,True,True,True,,pass
hexc_00390,391,12807943,12807942,1,12807943,12807943,positive,negative,False,True,15.36557608330525,0.0627475897600344,0.0598965814179306,0.0,0.0028510083421037,-1803.9792948492216,-1820.0215208675268,-16.0422260183052,0.0,12807942,False,False,positive_harmless,267.8320805384528,-16.0422260183052,0.0,0.05989658141793067,-6.938893903907228e-17,0.0,0.0,-16.0422260183052,0.06274758976003429,1.1102230246251565e-16,True,True,True,True,True,,pass
hexc_00391,392,3439379,3439378,1,3439379,3439379,positive,negative,False,True,14.050801489797482,0.0675932165846349,0.0650142180560311,0.0,0.0025789985286037,-935.1771432420852,-949.9045946668828,-14.72745142479755,0.0,3439378,False,False,positive_harmless,226.5266254852901,-14.72745142479755,0.0,0.06501421805603114,-4.163336342344337e-17,0.0,0.0,-14.72745142479755,0.0675932165846348,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00392,393,30801247,30801246,1,30801247,30801247,positive,negative,False,True,16.243065734137215,0.0584941961271208,0.0569067905665278,1.5294708707654757e-15,0.0015874055605914,-2834.7507523440386,-2851.670468013176,-16.919715669137076,4.547473508864641e-13,30801247,False,False,positive_harmless,297.32331591177694,-16.91971566913753,4.547473508864641e-13,0.05690679056652781,-6.938893903907228e-18,1.5294708707654757e-15,0.0,-16.919715669137076,0.05849419612712073,6.938893903907228e-17,True,True,True,True,True,,pass
hexc_00393,394,3277457,3277456,1,3277457,3277457,positive,negative,False,True,14.002578374778016,0.0667620359967211,0.0652185917202014,0.0,0.0015434442765196,-925.6770647051547,-940.3562930149328,-14.679228309778068,0.0,3277456,False,False,positive_harmless,225.077357891357,-14.679228309778068,0.0,0.06521859172020142,-1.3877787807814457e-17,0.0,0.0,-14.679228309778068,0.06676203599672101,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00394,395,33870359,33870358,1,33870359,33870359,positive,negative,False,True,16.33805082408824,0.0592817646450739,0.0566009567212113,0.0,0.0026808079238625,-2938.669588201893,-2955.6842889609816,-17.014700759088555,0.0,33870358,False,False,positive_harmless,300.60800637866686,-17.014700759088555,0.0,0.05660095672121137,-6.938893903907228e-17,0.0,0.0,-17.014700759088555,0.0592817646450738,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00395,396,1196399,1196398,1,1196399,1196399,positive,negative,False,True,12.994826769896724,0.073189163234131,0.0698040100946836,0.0,0.0033851531394474,-547.5716677879067,-561.2431444928034,-13.67147670489669,0.0,1196398,False,False,positive_harmless,195.85517631941798,-13.67147670489669,0.0,0.06980401009468361,-1.3877787807814457e-17,0.0,0.0,-13.67147670489669,0.073189163234131,0.0,True,True,True,True,True,,pass
hexc_00396,397,7049759,7049758,1,7049759,7049759,positive,negative,False,True,14.76850398980699,0.0639775221679599,0.0621171120270466,0.0,0.0018604101409132,-1352.8982343907082,-1368.3433883155153,-15.445153924807071,0.0,7049758,False,False,positive_harmless,248.64571807655895,-15.445153924807073,1.7763568394002505e-15,0.06211711202704665,-4.85722573273506e-17,0.0,0.0,-15.445153924807071,0.06397752216795981,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00397,398,39691853,39691852,1,39691853,39691853,positive,negative,False,True,16.49665651049233,0.0570431336777607,0.0560975362341721,0.0,0.0009455974435885,-3283.0558324113044,-3300.2291388567965,-17.173306445492017,0.0,39691852,False,False,positive_harmless,306.1329890461536,-17.173306445492017,0.0,0.05609753623417211,-6.938893903907228e-18,0.0,0.0,-17.173306445492017,0.0570431336777606,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00398,399,3266671,3266670,1,3266671,3266671,positive,negative,False,True,13.999281981502422,0.0678918946863361,0.0652326090198635,5.053232106820984e-16,0.002659285666472,-918.098477521904,-932.7744094384062,-14.67593191650235,1.1368683772161605e-13,3266671,False,False,positive_harmless,224.97845996062324,-14.675931916502236,-1.1368683772161603e-13,0.0652326090198635,0.0,5.053232106820984e-16,0.0,-14.67593191650235,0.067891894686336,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00399,400,31019929,31019925,4,31019929,31019993,positive,negative,False,True,30.5002807892536,0.058517488803213,0.0566424072579121,0.0144020784216403,-0.0125269968763395,-2890.081568495655,-2923.7914380149086,-33.70986951925352,8.571178519813657,31019926,False,False,positive_harmless,595.1348318541795,-33.709869519253516,-7.105427357601002e-15,0.056642407257912177,-7.632783294297951e-17,0.014402078421640383,-8.326672684688674e-17,-8.42746737981338,0.058517488803212905,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00400,401,617429,617428,1,617429,617429,positive,negative,False,True,12.333319361116503,0.0738358982563811,0.0731812306661782,3.197449012234574e-16,0.0006546675902025,-427.0892447059859,-440.0992140021024,-13.00996929611648,5.684341886080803e-14,617429,False,False,positive_harmless,177.77740518552426,-13.009969296116537,5.684341886080802e-14,0.07318123066617822,-2.7755575615628914e-17,3.1974490122345744e-16,-4.930380657631324e-32,-13.00996929611648,0.07383589825638101,8.326672684688674e-17,True,True,True,True,True,,pass
hexc_00401,402,1518623,1518622,1,1518623,1518623,positive,negative,False,True,13.233314561175357,0.0714560474941763,0.0686616011102512,0.0,0.002794446383925,-619.2389894452058,-633.1489539413811,-13.909964496175348,0.0,1518622,False,False,positive_harmless,202.5872433973664,-13.909964496175348,0.0,0.06866160111025123,-2.7755575615628914e-17,0.0,0.0,-13.909964496175348,0.0714560474941762,1.1102230246251565e-16,True,True,True,True,True,,pass
hexc_00402,403,30418939,30418938,1,30418939,30418939,positive,negative,False,True,16.230575965817664,0.0579128565004976,0.0569472511815487,0.0,0.0009656053189489,-2882.618795578818,-2899.526021479636,-16.907225900817593,0.0,30418938,False,False,positive_harmless,296.89274811381335,-16.907225900817593,0.0,0.05694725118154868,1.3877787807814457e-17,0.0,0.0,-16.907225900817593,0.0579128565004976,0.0,True,True,True,True,True,,pass
hexc_00403,404,180628367,180627380,987,180628367,180628367,negative,negative,False,True,-74.42642537397955,0.0719233861912456,0.0624818185687814,0.002885187462367,0.0065563801600971,-6832.847920999569,-7542.369597122237,-709.5216761226675,32.76317961157383,180627518,False,False,subthreshold_negative,11355.650209534304,-709.5216761226675,0.0,0.062481818568781454,-5.551115123125783e-17,0.002885187462367023,-2.2985086056692694e-17,-0.7188669464262082,0.0719233861912455,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00404,405,33844781,33844780,1,33844781,33844781,positive,negative,False,True,16.337295365228773,0.059041266201577,0.0566033761901026,0.0,0.0024378900114743,-2941.3138524064457,-2958.3277977066746,-17.013945300228897,0.0,33844780,False,False,positive_harmless,300.5818105811831,-17.013945300228897,0.0,0.056603376190102694,-9.71445146547012e-17,0.0,0.0,-17.013945300228897,0.059041266201576896,1.0408340855860843e-16,True,True,True,True,True,,pass
hexc_00405,406,1189151,1189150,1,1189151,1189151,positive,negative,False,True,12.988750165086293,0.0720468489481977,0.0698336149384409,0.0,0.0022132340097567,-548.9858336235459,-562.6512337236322,-13.665400100086345,0.0,1189150,False,False,positive_harmless,195.68513118120177,-13.665400100086345,0.0,0.06983361493844092,-2.7755575615628914e-17,0.0,0.0,-13.665400100086345,0.0720468489481976,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00406,407,3439063,3439062,1,3439063,3439063,positive,negative,False,True,14.050709608525468,0.0681046044048134,0.0650146062393565,5.018757753027013e-16,0.0030899981654563,-931.5411403830864,-946.268499926612,-14.727359543525496,1.1368683772161605e-13,3439063,False,False,positive_harmless,226.52385972016083,-14.727359543525608,1.1191048088221578e-13,0.06501460623935655,-5.551115123125783e-17,5.018757753027013e-16,0.0,-14.727359543525496,0.0681046044048133,1.1102230246251565e-16,True,True,True,True,True,,pass
hexc_00407,408,910277,910276,1,910277,910277,positive,negative,False,True,12.721504227778484,0.0749287563478817,0.0711609148989283,0.0,0.0037678414489533,-474.7528539381148,-488.1510081008933,-13.398154162778496,0.0,910276,False,False,positive_harmless,188.27967827294285,-13.398154162778496,0.0,0.07116091489892835,-5.551115123125783e-17,0.0,0.0,-13.398154162778496,0.0749287563478816,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00408,409,40841363,40841362,1,40841363,40841363,positive,negative,False,True,16.52520592484683,0.0586737489929136,0.0560078684785423,0.0,0.0026658805143712,-3224.956806493803,-3242.1586623536496,-17.201855859846546,0.0,40841362,False,False,positive_harmless,307.13284270828643,-17.201855859846546,0.0,0.05600786847854237,-6.938893903907228e-17,0.0,0.0,-17.201855859846546,0.0586737489929135,1.0408340855860843e-16,True,True,True,True,True,,pass
hexc_00409,410,1517917,1517916,1,1517917,1517917,positive,negative,False,True,13.232849558236008,0.0705537248388434,0.068663792212565,0.0,0.0018899326262783,-640.2520056387106,-654.1615051319466,-13.909499493236012,0.0,1517916,False,False,positive_harmless,202.57400654737893,-13.909499493236012,0.0,0.06866379221256502,-2.7755575615628914e-17,0.0,0.0,-13.909499493236012,0.0705537248388433,9.71445146547012e-17,True,True,True,True,True,,pass
hexc_00410,411,179435749,179435746,3,179435749,179436077,positive,negative,False,True,35.010655503905085,0.0608113493141144,0.0597229713209217,0.0099538285623943,-0.0088654505692016,-6829.732111882448,-6867.096067256354,-37.36395537390581,6.227325901223594,179435748,False,False,positive_harmless,625.621173017839,-37.36395537390581,0.0,0.059722971320921726,-2.7755575615628914e-17,0.009953828562394303,-3.469446951953614e-18,-12.454651791301936,0.0608113493141144,0.0,True,True,True,True,True,,pass
