rows,theta_endpoints,theta_candidate_crossings,theta_positive_candidate_crossings,theta_negative_candidate_crossings,covered_crossings,uncovered_crossings,finite_certificate_crossings,tail_crossings,negative_crossings_transferred_to_R2Q,positive_crossings_harmless,positive_Cplus_max,positive_Cplus_tail_max,Q_theta_max,Q_theta_positive_max,Q_theta_negative_max,Q_R2Q_negative_max,Q_R2Q_positive_max,Q_R2Q_positive_Cplus_max,near_forbidden_rows_Q_gt_0p75,near_forbidden_negative_rows,near_forbidden_positive_rows,forbidden_rows_Q_gt_1,forbidden_negative_rows,forbidden_positive_rows,tail_theta_crossings,tail_uncovered_crossings,tail_negative_transferred_frac,tail_positive_harmless_frac,pass_theta_first_crossing_empirical,pass_negative_transfer,pass_positive_harmlessness,pass_no_uncovered_tail_crossings,B3_empirical_pass_imported
1468,1468,1468,1320,148,1468,0,1326,142,148,1320,0.2157084836048593,0.0585344103602869,0.1638184076850698,0.1638184076850698,0.0285688313843675,1.8193520399038576,0.2157084836048593,0.2157084836048593,3,3,0,1,1,0,142,0,1.0,1.0,True,True,True,True,True
