rows,theta_endpoint_positive_rows,theta_endpoint_negative_rows,theta_endpoint_positive_frac,theta_endpoint_negative_frac,theta_local_positive_rows,theta_local_negative_rows,theta_local_positive_frac,theta_local_negative_frac,theta_endpoint_sign_cross_rows,theta_endpoint_norm_abs_max,theta_local_norm_abs_max,theta_pstar_norm_abs_max,prime_log_sum_check_abs_max,prime_log_sum_check_mean_abs,prime_log_sum_check_nonzero_rows_gt_1e_9,near_forbidden_rows_Q_gt_0p75,near_forbidden_theta_endpoint_positive_rows,near_forbidden_theta_endpoint_negative_rows,near_forbidden_theta_local_positive_rows,near_forbidden_theta_local_negative_rows,forbidden_rows_Q_gt_1,corr_Qmax_abs_theta_local_norm,corr_Qmax_theta_local_norm,corr_postQ_abs_theta_end_norm,corr_postQ_theta_end_norm,corr_dworst_theta_pstar_norm,max_positive_theta_end_norm,min_negative_theta_end_norm,max_positive_theta_local_norm,min_negative_theta_local_norm
1468,0,1468,0.0,1.0,1320,148,0.8991825613079019,0.1008174386920981,0,0.05704671903951806,0.16381840768506986,0.05704671903951806,2.387474523857236e-06,1.446162108018665e-08,952,3,0,3,0,3,1,-0.24141645245359264,-0.3187512047555825,-0.05263149554328823,0.05263149554328823,-0.24352368545949835,-0.001303740520634366,-0.05704671903951806,0.16381840768506986,-0.028568831384367565
