candidate_id,x,source,selected_block_id,y,h,right_endpoint,post_P0_flag,finite_certificate_flag,right_endpoint_control_flag,containing_block_control_flag,x_minus_right_endpoint,partial_interval_used_flag,x_inside_full_block_flag,finite_certificate_outside_block_flag,partial_length,remainder_length,remainder_over_h,E_theta_partial,E_theta_full,E_theta_remainder,theta_additivity_delta,partial_sign,full_sign,sign_known_flag,sign_preserved_flag,sign_mismatch_flag,Q_R2Q_full,channel_full,positive_harmless_flag,negative_transfer_flag,near_forbidden_flag,forbidden_flag,boundary_slack_proxy,O2p4_Q_bdy,O2p4_boundary_local_proxy,boundary_repaid_flag,dangerous_sign_mismatch_flag,invalid_interval_flag,missing_selected_block_flag,missing_y_h_flag,missing_E_theta_flag,partial_full_additivity_failure_flag,boundary_repayment_unknown_for_mismatch_flag,near_forbidden_partial_full_unresolved_flag,forbidden_partial_full_unresolved_flag,partial_full_pass_flag,status
cand_00178,30851221,theta,theta_local:179:30850871:350,30850871.0,350.0,30851221.0,False,True,True,True,0.0,False,True,False,350.0,0.0,0.0,12.138297093206972,12.138297093206972,0.0,0.0,positive,positive,True,True,False,0.0668106572193494,positive_harmless,True,False,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00179,7112887,theta,theta_local:180:7112886:1,7112886.0,1.0,7112887.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,14.777418767184288,14.777418767184288,0.0,0.0,positive,positive,True,True,False,0.0641352518065375,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00180,180635669,theta,theta_local:181:180633960:1709,180633960.0,1709.0,180635669.0,False,True,True,True,0.0,False,True,False,1709.0,0.0,0.0,-264.0889231567578,-264.0889231567578,0.0,0.0,negative,negative,True,True,False,0.0931836500249432,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00181,30787789,theta,theta_local:182:30787786:3,30787786.0,3.0,30787789.0,False,True,True,True,0.0,False,True,False,3.0,0.0,0.0,31.485257351625947,31.485257351625947,0.0,0.0,positive,positive,True,True,False,0.0676460987104531,positive_harmless,True,False,False,False,0.0,0.0143150739133784,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00182,109726069,theta,theta_local:183:109724532:1537,109724532.0,1537.0,109726069.0,False,True,True,True,0.0,False,True,False,1537.0,0.0,0.0,-204.0286805520348,-204.0286805520348,0.0,0.0,negative,negative,True,True,False,0.0924099628241718,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00183,604356173,theta,theta_local:184:604335487:20686,604335487.0,20686.0,604356173.0,True,False,True,True,0.0,False,True,False,20686.0,0.0,0.0,-365.2446493016978,-365.2446493016978,0.0,0.0,negative,negative,True,True,False,0.2819169646022565,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00184,187500319,theta,theta_local:185:187498570:1749,187498570.0,1749.0,187500319.0,False,True,True,True,0.0,False,True,False,1749.0,0.0,0.0,-263.1556726067745,-263.1556726067745,0.0,0.0,negative,negative,True,True,False,0.09346455550884,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00185,22052341,theta,theta_local:186:22052337:4,22052337.0,4.0,22052341.0,False,True,True,True,0.0,False,True,False,4.0,0.0,0.0,29.817858553351044,29.817858553351044,0.0,0.0,positive,positive,True,True,False,0.0607248084445193,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00186,338531,theta,theta_local:187:338530:1,338530.0,1.0,338531.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,11.732370947643444,11.732370947643444,0.0,0.0,positive,positive,True,True,False,0.079871308359875,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00187,31027859,theta,theta_local:188:31027175:684,31027175.0,684.0,31027859.0,False,True,True,True,0.0,False,True,False,684.0,0.0,0.0,-97.48691281590504,-97.48691281590504,0.0,0.0,negative,negative,True,True,False,0.072244005949339,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00188,39649783,theta,theta_local:189:39649782:1,39649782.0,1.0,39649783.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,16.495596033142387,16.495596033142387,0.0,0.0,positive,positive,True,True,False,0.0574888285914167,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00189,31026221,theta,theta_local:190:31025775:446,31025775.0,446.0,31026221.0,False,True,True,True,0.0,False,True,False,446.0,0.0,0.0,88.76041429147188,88.76041429147188,0.0,0.0,positive,positive,True,True,False,0.0841518906254193,positive_harmless,True,False,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00190,109772783,theta,theta_local:191:109770459:2324,109770459.0,2324.0,109772783.0,False,True,True,True,0.0,False,True,False,2324.0,0.0,0.0,-157.8722686231877,-157.8722686231877,0.0,0.0,negative,negative,True,True,False,0.1148387219870256,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00191,3459179,theta,theta_local:192:3459178:1,3459178.0,1.0,3459179.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,14.056541835640791,14.056541835640791,0.0,0.0,positive,positive,True,True,False,0.068254632757475,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00192,1199993,theta,theta_local:193:1199992:1,1199992.0,1.0,1199993.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,12.997826281407882,12.997826281407882,0.0,0.0,positive,positive,True,True,False,0.0715987515628432,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00193,33878263,theta,theta_local:194:33877658:605,33877658.0,605.0,33878263.0,False,True,True,True,0.0,False,True,False,605.0,0.0,0.0,1.8396280710575184,1.8396280710575184,0.0,0.0,positive,positive,True,True,False,0.0805833243274027,positive_harmless,True,False,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00194,33865589,theta,theta_local:195:33865210:379,33865210.0,379.0,33865589.0,False,True,True,True,0.0,False,True,False,379.0,0.0,0.0,-66.91772891101186,-66.91772891101186,0.0,0.0,negative,negative,True,True,False,0.057783925386995,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00195,39648137,theta,theta_local:196:39647291:846,39647291.0,846.0,39648137.0,False,True,True,True,0.0,False,True,False,846.0,0.0,0.0,-58.70055013602325,-58.70055013602325,0.0,0.0,negative,negative,True,True,False,0.0817237377621316,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00196,30786463,theta,theta_local:197:30786460:3,30786460.0,3.0,30786463.0,False,True,True,True,0.0,False,True,False,3.0,0.0,0.0,31.48517121172168,31.48517121172168,0.0,0.0,positive,positive,True,True,False,0.06834819426233,positive_harmless,True,False,False,False,0.0,0.0150168785247423,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00197,40839499,theta,theta_local:198:40839496:3,40839496.0,3.0,40839499.0,False,True,True,True,0.0,False,True,False,3.0,0.0,0.0,32.05032051862896,32.05032051862896,0.0,0.0,positive,positive,True,True,False,0.0664294699592638,positive_harmless,True,False,False,False,0.0,0.0148041297952774,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00198,39635782,theta,theta_local:199:39635564:218,39635564.0,218.0,39635782.0,False,True,True,True,0.0,False,True,False,218.0,0.0,0.0,26.93335827774129,26.93335827774129,0.0,0.0,positive,positive,True,True,False,0.0588053295328899,positive_harmless,True,False,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00199,17590933,theta,theta_local:200:17590930:3,17590930.0,3.0,17590933.0,False,True,True,True,0.0,False,True,False,3.0,0.0,0.0,30.365788199920942,30.365788199920942,0.0,0.0,positive,positive,True,True,False,0.0690704028270101,positive_harmless,True,False,False,False,0.0,0.0121006843929728,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00200,7051567,theta,theta_local:201:7051566:1,7051566.0,1.0,7051567.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,14.768760419593791,14.768760419593791,0.0,0.0,positive,positive,True,True,False,0.0648470887681662,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00201,673,theta,theta_local:202:672:1,672.0,1.0,673.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,5.511745329644728,5.511745329644728,0.0,0.0,positive,positive,True,True,False,0.1551610461475472,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00202,12784609,theta,theta_local:203:12784608:1,12784608.0,1.0,12784609.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,15.363752583525644,15.363752583525644,0.0,0.0,positive,positive,True,True,False,0.0615986076879811,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00203,445141,theta,theta_local:204:445140:1,445140.0,1.0,445141.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,12.006146364893356,12.006146364893356,0.0,0.0,positive,positive,True,True,False,0.078849161619478,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00204,12807857,theta,theta_local:205:12807856:1,12807856.0,1.0,12807857.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,15.365569368699422,15.365569368699422,0.0,0.0,positive,positive,True,True,False,0.0621526059796389,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00205,180640297,theta,theta_local:206:180639336:961,180639336.0,961.0,180640297.0,False,True,True,True,0.0,False,True,False,961.0,0.0,0.0,-238.54340509111228,-238.54340509111228,0.0,0.0,negative,negative,True,True,False,0.0697019970406704,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00206,1518191,theta,theta_local:207:1518190:1,1518190.0,1.0,1518191.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,13.233030052474517,13.233030052474517,0.0,0.0,positive,positive,True,True,False,0.0719532466962552,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00207,604822567,theta,theta_local:208:604819805:2762,604819805.0,2762.0,604822567.0,True,False,True,True,0.0,False,True,False,2762.0,0.0,0.0,-456.8694624263994,-456.8694624263994,0.0,0.0,negative,negative,True,True,False,0.1030306737173388,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00208,40865926,theta,theta_local:209:40865652:274,40865652.0,274.0,40865926.0,False,True,True,True,0.0,False,True,False,274.0,0.0,0.0,23.938660520016867,23.938660520016867,0.0,0.0,positive,positive,True,True,False,0.0613874169888523,positive_harmless,True,False,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00209,30339269,theta,theta_local:210:30339268:1,30339268.0,1.0,30339269.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,16.227953437988603,16.227953437988603,0.0,0.0,positive,positive,True,True,False,0.058274726799016,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00210,1507291,theta,theta_local:211:1507290:1,1507290.0,1.0,1507291.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,13.225824557839376,13.225824557839376,0.0,0.0,positive,positive,True,True,False,0.071217737590593,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00211,338609,theta,theta_local:212:338608:1,338608.0,1.0,338609.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,11.73260132836337,11.73260132836337,0.0,0.0,positive,positive,True,True,False,0.0799255305017518,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00212,17594719,theta,theta_local:213:17594718:1,17594718.0,1.0,17594719.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,15.683109358164144,15.683109358164144,0.0,0.0,positive,positive,True,True,False,0.0598206042552528,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00213,231107,theta,theta_local:214:231106:1,231106.0,1.0,231107.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,11.350636085721526,11.350636085721526,0.0,0.0,positive,positive,True,True,False,0.081042286548022,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00214,604883911,theta,theta_local:215:604879711:4200,604879711.0,4200.0,604883911.0,True,False,True,True,0.0,False,True,False,4200.0,0.0,0.0,-418.75836712238106,-418.75836712238106,0.0,0.0,negative,negative,True,True,False,0.1286153186276067,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00215,12837191,theta,theta_local:216:12837190:1,12837190.0,1.0,12837191.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,15.367857062822154,15.367857062822154,0.0,0.0,positive,positive,True,True,False,0.062888385067126,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00216,3236683,theta,theta_local:217:3236682:1,3236682.0,1.0,3236683.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,13.99005959793064,13.99005959793064,0.0,0.0,positive,positive,True,True,False,0.0666226148249239,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00217,12784091,theta,theta_local:218:12784090:1,12784090.0,1.0,12784091.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,15.3637120652357,15.3637120652357,0.0,0.0,positive,positive,True,True,False,0.0613983378884961,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00218,604167899,theta,theta_local:219:604161649:6250,604161649.0,6250.0,604167899.0,True,False,True,True,0.0,False,True,False,6250.0,0.0,0.0,-386.3863224858651,-386.3863224858651,0.0,0.0,negative,negative,True,True,False,0.1550942530280692,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00219,1513319,theta,theta_local:220:1513318:1,1513318.0,1.0,1513319.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,13.229815809938929,13.229815809938929,0.0,0.0,positive,positive,True,True,False,0.0718988838707155,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00220,3452881,theta,theta_local:221:3452880:1,3452880.0,1.0,3452881.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,14.05471951299229,14.05471951299229,0.0,0.0,positive,positive,True,True,False,0.0679598564990468,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00221,3281627,theta,theta_local:222:3281626:1,3281626.0,1.0,3281627.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,14.003849893960211,14.003849893960211,0.0,0.0,positive,positive,True,True,False,0.0684583966021968,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00222,604848841,theta,theta_local:223:604844050:4791,604844050.0,4791.0,604848841.0,True,False,True,True,0.0,False,True,False,4791.0,0.0,0.0,-382.9342517927116,-382.9342517927116,0.0,0.0,negative,negative,True,True,False,0.1356230693499753,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00223,30417889,theta,theta_local:224:30417888:1,30417888.0,1.0,30417889.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,16.230541447252687,16.230541447252687,0.0,0.0,positive,positive,True,True,False,0.0595665514274872,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00224,30422683,theta,theta_local:225:30422680:3,30422680.0,3.0,30422683.0,False,True,True,True,0.0,False,True,False,3.0,0.0,0.0,31.461398013179057,31.461398013179057,0.0,0.0,positive,positive,True,True,False,0.0672912160005141,positive_harmless,True,False,False,False,0.0,0.0138862969347507,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00225,39648883,theta,theta_local:226:39648882:1,39648882.0,1.0,39648883.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,16.495573334147675,16.495573334147675,0.0,0.0,positive,positive,True,True,False,0.0582681497791033,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00226,17642329,theta,theta_local:227:17642326:3,17642326.0,3.0,17642329.0,False,True,True,True,0.0,False,True,False,3.0,0.0,0.0,30.371623145248783,30.371623145248783,0.0,0.0,positive,positive,True,True,False,0.0713316310686374,positive_harmless,True,False,False,False,0.0,0.0143818164696295,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00227,604708931,theta,theta_local:228:604704593:4338,604704593.0,4338.0,604708931.0,True,False,True,True,0.0,False,True,False,4338.0,0.0,0.0,-435.4909596411353,-435.4909596411353,0.0,0.0,negative,negative,True,True,False,0.1280136512189761,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00228,12421837,theta,theta_local:229:12421836:1,12421836.0,1.0,12421837.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,15.334966530134755,15.334966530134755,0.0,0.0,positive,positive,True,True,False,0.0618751942454069,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00229,30405923,theta,theta_local:230:30405922:1,30405922.0,1.0,30405923.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,16.23014798292479,16.23014798292479,0.0,0.0,positive,positive,True,True,False,0.0593788171181867,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00230,17591797,theta,theta_local:231:17591796:1,17591796.0,1.0,17591797.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,15.682943271814093,15.682943271814093,0.0,0.0,positive,positive,True,True,False,0.0608439203610845,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00231,7103281,theta,theta_local:232:7103277:4,7103277.0,4.0,7103281.0,False,True,True,True,0.0,False,True,False,4.0,0.0,0.0,27.552134414332773,27.552134414332773,0.0,0.0,positive,positive,True,True,False,0.0636678531151053,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00232,108545317,theta,theta_local:233:108544444:873,108544444.0,873.0,108545317.0,False,True,True,True,0.0,False,True,False,873.0,0.0,0.0,-132.8930425093655,-132.8930425093655,0.0,0.0,negative,negative,True,True,False,0.072593883103974,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00233,33928207,theta,theta_local:234:33928206:1,33928206.0,1.0,33928207.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,16.33975729127334,16.33975729127334,0.0,0.0,positive,positive,True,True,False,0.0577100468058422,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00234,12805417,theta,theta_local:235:12804850:567,12804850.0,567.0,12805417.0,False,True,True,True,0.0,False,True,False,567.0,0.0,0.0,-26.94325242094044,-26.94325242094044,0.0,0.0,negative,negative,True,True,False,0.0752600730877132,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00235,7114039,theta,theta_local:236:7114038:1,7114038.0,1.0,7114039.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,14.777580713623388,14.777580713623388,0.0,0.0,positive,positive,True,True,False,0.0641316326651891,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00236,1189109,theta,theta_local:237:1189108:1,1189108.0,1.0,1189109.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,12.988714845146502,12.988714845146502,0.0,0.0,positive,positive,True,True,False,0.0718770358244725,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00237,109610882,theta,theta_local:238:109610360:522,109610360.0,522.0,109610882.0,False,True,True,True,0.0,False,True,False,522.0,0.0,0.0,-77.7013201168142,-77.7013201168142,0.0,0.0,negative,negative,True,True,False,0.0613897943072523,negative_transferred_repaid,False,True,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00238,1185979,theta,theta_local:239:1185978:1,1185978.0,1.0,1185979.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,12.986079151806315,12.986079151806315,0.0,0.0,positive,positive,True,True,False,0.0720020312883792,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00239,3458053,theta,theta_local:240:3458052:1,3458052.0,1.0,3458053.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,14.056216271886404,14.056216271886404,0.0,0.0,positive,positive,True,True,False,0.0681051918998026,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00240,40846425,theta,theta_local:241:40846297:128,40846297.0,128.0,40846425.0,False,True,True,True,0.0,False,True,False,128.0,0.0,0.0,64.7786110793472,64.7786110793472,0.0,0.0,positive,positive,True,True,False,0.0576405602980837,positive_harmless,True,False,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00241,30338299,theta,theta_local:242:30338298:1,30338298.0,1.0,30338299.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,16.227921465711795,16.227921465711795,0.0,0.0,positive,positive,True,True,False,0.0582182910904303,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00242,30781189,theta,theta_local:243:30781182:7,30781182.0,7.0,30781189.0,False,True,True,True,0.0,False,True,False,7.0,0.0,0.0,44.727242683927344,44.727242683927344,0.0,0.0,positive,positive,True,True,False,0.0666639054628127,positive_harmless,True,False,False,False,0.0,0.0168424031322666,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00243,7108399,theta,theta_local:244:7108398:1,7108398.0,1.0,7108399.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,14.776787600614824,14.776787600614824,0.0,0.0,positive,positive,True,True,False,0.0646375517059872,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00244,7114351,theta,theta_local:245:7114350:1,7114350.0,1.0,7114351.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,14.77762456960429,14.77762456960429,0.0,0.0,positive,positive,True,True,False,0.0631548657549673,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00245,12808387,theta,theta_local:246:12808371:16,12808371.0,16.0,12808387.0,False,True,True,True,0.0,False,True,False,16.0,0.0,0.0,49.4624408087016,49.4624408087016,0.0,0.0,positive,positive,True,True,False,0.0624388750646292,positive_harmless,True,False,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00246,30364069,theta,theta_local:247:30364068:1,30364068.0,1.0,30364069.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,16.22877052654409,16.22877052654409,0.0,0.0,positive,positive,True,True,False,0.0580503951554774,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00247,22048823,theta,theta_local:248:22048822:1,22048822.0,1.0,22048823.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,15.90876977974763,15.90876977974763,0.0,0.0,positive,positive,True,True,False,0.0588375187079942,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00248,1197167,theta,theta_local:249:1197166:1,1197166.0,1.0,1197167.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,12.99546849026404,12.99546849026404,0.0,0.0,positive,positive,True,True,False,0.0733451964419051,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00249,12777763,theta,theta_local:250:12777762:1,12777762.0,1.0,12777763.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,15.363216952468896,15.363216952468896,0.0,0.0,positive,positive,True,True,False,0.0613798520197853,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00250,12802759,theta,theta_local:251:12802758:1,12802758.0,1.0,12802759.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,15.365171252537955,15.365171252537955,0.0,0.0,positive,positive,True,True,False,0.0619768263150305,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00251,39640132,theta,theta_local:252:39639838:294,39639838.0,294.0,39640132.0,False,True,True,True,0.0,False,True,False,294.0,0.0,0.0,38.41162530909082,38.41162530909082,0.0,0.0,positive,positive,True,True,False,0.0623250464295579,positive_harmless,True,False,False,False,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00252,153059,theta,theta_local:253:153058:1,153058.0,1.0,153059.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,10.938578746956969,10.938578746956969,0.0,0.0,positive,positive,True,True,False,0.0867976721097067,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00253,109611739,theta,theta_local:254:109611738:1,109611738.0,1.0,109611739.0,False,True,True,True,0.0,False,True,False,1.0,0.0,0.0,17.51245503440681,17.51245503440681,0.0,0.0,positive,positive,True,True,False,0.0542307354806207,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
cand_00254,33472333,theta,theta_local:255:33472329:4,33472329.0,4.0,33472333.0,False,True,True,True,0.0,False,True,False,4.0,0.0,0.0,30.652459490191177,30.652459490191177,0.0,0.0,positive,positive,True,True,False,0.0583129230101737,positive_harmless,True,False,False,False,0.0,0.0,True,True,False,False,False,False,False,False,False,False,False,True,endpoint_identical
