block_id,p_star,y,h,R_pp,R_bdy,R_leak_plus,R_o2p4_total,Q_pp,Q_bdy,Q_leak_plus,Q_o2p4_total,O2_subtotal_before_o2p4,O2_total_with_o2p4,O2_margin_remaining,dominant_component,is_tail,h_bin,p_scale_bin,mu_bin_if_available,depth_bin_if_available,shell_pattern,boundary_local_proxy,Q_leak_plus_diagnostic
11,211,210,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.60-0.65,10000,True,0.32866821033502963
12,3279709,3278912,797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,257<=h<=1024,p<100M,0.25-0.50,0.60-0.65,11111,False,0.01223216410840775
13,42899,42898,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.60-0.65,10000,True,0.0827398173502555
14,1195669,1195386,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,65<=h<=256,p<100M,0.50-1.00,0.60-0.65,11111,False,0.009125527910729994
15,43133,43132,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.60-0.65,10000,True,0.08265548908519357
16,58309,58308,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.60-0.65,10000,True,0.07817639156656737
17,59333,59332,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.55-0.60,10000,True,0.07792893102118863
18,3241093,3239129,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,1025<=h<=8192,p<100M,0.10-0.25,0.55-0.60,11111,False,0.0056978910972304755
19,1515197,1513853,1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,1025<=h<=8192,p<100M,0.10-0.25,0.55-0.60,11111,False,0.003388536768664277
20,58511,58510,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.55-0.60,10000,True,0.0781271400832242
