block_id,p_star,y,h,R_pp,R_bdy,R_leak_plus,R_o2p4_total,Q_pp,Q_bdy,Q_leak_plus,Q_o2p4_total,O2_subtotal_before_o2p4,O2_total_with_o2p4,O2_margin_remaining,dominant_component,is_tail,h_bin,p_scale_bin,mu_bin_if_available,depth_bin_if_available,shell_pattern,boundary_local_proxy,Q_leak_plus_diagnostic
351,33843569,33843568,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.25-0.50,0.50-0.55,10000,True,0.03131886273259007
352,109712341,109712340,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,10000,True,0.027466024953761856
353,179664509,179664508,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,10000,True,0.026059011155036938
354,30784619,30784618,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03166395206311343
355,33843947,33843946,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03131882238028696
356,33821677,33821502,7,0.0,12.8660260475813,0.0,12.8660260475813,0.0,0.016179568040214136,0.0,0.016179568040214136,0.0301511056,0.046330673640214134,0.9536693263597859,bdy,False,5<=h<=16,p<100M,0.25-0.50,0.50-0.55,11111,True,0.025735650145384415
357,30978317,30978316,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.031640927789895155
358,2275027,2275026,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.043937255144764764
359,109548913,109548912,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,10000,True,0.027470448671150255
360,33488281,33487676,504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,257<=h<=1024,p<100M,0.25-0.50,0.50-0.55,11111,False,0.007396373758814441
361,33862799,33862647,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,11110,True,0.022463256485410962
362,3441017,3441016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.04155470009736737
363,17998027,17998026,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.033731352047307483
364,12783557,12783556,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03515648478163128
365,1196653,1196652,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.04806386111654842
366,178000301,178000300,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,10000,True,0.026084547987297837
367,444929,444928,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.055654646045354465
368,108530371,108530370,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,>=1.00,0.50-0.55,10000,True,0.027498192837467562
369,33877069,33877068,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.031315288587721056
370,179411909,179411668,3,0.0,10.640693313350678,0.0,10.640693313350678,0.0,0.017008446329552483,0.0,0.017008446329552483,0.0301511056,0.047159551929552485,0.9528404480704475,bdy,False,h<=4,100M<=p<500M,0.25-0.50,0.50-0.55,10100,True,0.03054363102401855
371,30801703,30801702,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.0316619145117156
372,179380241,179380240,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,10000,True,0.026063353728813826
373,1198289,1198288,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.04805447838461833
374,30339893,30339892,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03171746503347514
375,33866071,33866070,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03131646151685074
376,15937,15936,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.10054011412527034
377,187427707,187426768,939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,257<=h<=1024,100M<=p<500M,0.10-0.25,0.50-0.55,11111,False,0.005095635367951596
378,108563563,108563562,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,10000,True,0.027497283954951643
379,604681513,604678930,2583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,True,1025<=h<=8192,p>=500M,0.10-0.25,0.50-0.55,11111,False,0.0015250147877404275
380,3280747,3280746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.04181932228146368
381,22053061,22053060,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03292554638066752
382,604365031,604363228,1803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,True,1025<=h<=8192,p>=500M,0.10-0.25,0.50-0.55,11111,False,0.009310439837329185
383,31019393,31019392,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.0316360669324926
384,30977831,30977830,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03164098534751365
385,7048859,7048858,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03786107434944163
386,4995779,4995778,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03957008657293666
387,12802553,12802552,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.035150105326555214
388,30333337,30333336,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03171826077909359
389,12783647,12783646,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03515645453035459
390,179409773,179409772,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,10000,True,0.026062902217261073
391,12807943,12807942,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.035148297234568006
392,3439379,3439378,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.04155732932299209
393,30801247,30801246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03166196888007132
394,3277457,3277456,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.04182491594850815
395,33870359,33870358,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03131600415146615
396,1196399,1196398,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.048065319245713306
397,7049759,7049758,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03786046125604197
398,39691853,39691852,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.030750823702632813
399,3266671,3266670,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.04184330169815346
400,31019993,31019925,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,11110,True,0.022692205218116178
401,617429,617428,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.10-0.25,0.50-0.55,10000,True,0.052952969843913705
402,1518623,1518622,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.04646808662702143
403,30418939,30418938,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03170788655339441
404,180628367,180627380,987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,257<=h<=1024,100M<=p<500M,0.10-0.25,0.50-0.55,11111,False,0.0047302550688327755
405,33844781,33844780,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03131873335088499
406,1189151,1189150,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.048107086720866936
407,3439063,3439062,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.04155783672125225
408,910277,910276,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.04999924400800897
409,40841363,40841362,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.030650716128914693
410,1517917,1517916,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.04647112300420707
411,179436077,179435746,3,0.0,10.581867456172755,0.0,10.581867456172755,0.0,0.016914177320963245,0.0,0.016914177320963245,0.0301511056,0.04706528292096324,0.9529347170790368,bdy,False,h<=4,100M<=p<500M,0.25-0.50,0.50-0.55,10100,True,0.030543198077839295
412,1511563,1511562,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.04649852758021559
413,108593347,108593346,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,>=1.00,0.50-0.55,10000,True,0.02749646866711826
414,179407799,179407294,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,257<=h<=1024,100M<=p<500M,0.25-0.50,0.50-0.55,11111,False,0.005166256399940062
415,17640599,17640598,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03381250271693891
416,30371023,30371022,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.031713689330257616
417,4991237,4991236,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.039574753992919404
418,30400031,30400030,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.0317101750883337
419,109592159,109592158,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.25-0.50,0.50-0.55,10000,True,0.027469277329849343
420,1512517,1512516,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.046494404122199254
421,179641801,179641800,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,>=1.00,0.50-0.55,10000,True,0.026059357757640417
422,187430753,187430752,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,>=1.00,0.50-0.55,10000,True,0.02594335681094536
423,1197103,1197102,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.048061278739393906
424,178907011,178906839,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,11110,True,0.0187001989899679
425,108843373,108842535,838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,257<=h<=1024,100M<=p<500M,0.10-0.25,0.50-0.55,11111,False,0.0046154264116643196
426,1198103,1198102,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.04805554434155241
427,108829177,108829176,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,10000,True,0.027490022371039553
428,109588771,109588770,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.25-0.50,0.50-0.55,10000,True,0.027469369076268735
429,108831299,108831195,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,11110,True,0.019718295413114175
430,1190983,1190982,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.048096500459850956
431,39691187,39691186,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03075088268318122
432,604813747,604812190,1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,True,1025<=h<=8192,p>=500M,0.10-0.25,0.50-0.55,11111,False,0.0011570065499335294
433,40864661,40864660,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.030648721413863038
434,30360431,30360430,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03171497350518568
435,30360047,30360046,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03171502007125699
436,109496869,109496868,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,>=1.00,0.50-0.55,10000,True,0.027471859023679747
437,187505317,187505316,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,>=1.00,0.50-0.55,10000,True,0.025942273447493027
438,12837337,12837336,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03513845274556695
439,12830437,12830436,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03514076126105675
440,39623959,39623958,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03075684232578402
441,17992691,17992690,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.033732549515672325
442,39646073,39646072,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03075488065250697
443,604711937,604711166,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,True,257<=h<=1024,p>=500M,0.25-0.50,0.50-0.55,11111,False,0.004340839390627173
444,178895413,178895308,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,10000,True,0.026070778540358452
445,179382319,179382099,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,11110,True,0.018694978048205267
446,3242093,3242092,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.04188547073207017
447,1192097,1192096,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.04809007284516842
448,179438731,179438730,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,>=1.00,0.50-0.55,10000,True,0.02606245956508535
449,178913689,178913595,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,11110,True,0.018700125525393095
450,1511597,1511596,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.0464983805684463
451,1199767,1199766,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.04804601517400614
452,179433593,179433592,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,>=1.00,0.50-0.55,10000,True,0.02606253809855058
453,180641999,180641716,3,0.0,10.539210483934557,0.0,10.539210483934557,0.0,0.016834125977533268,0.0,0.016834125977533268,0.0301511056,0.04698523157753327,0.9530147684224667,bdy,False,h<=4,100M<=p<500M,0.25-0.50,0.50-0.55,10100,True,0.03052168048360668
454,604143557,604142790,767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,True,257<=h<=1024,p>=500M,0.25-0.50,0.50-0.55,11111,False,0.00764492710588733
455,230891,230890,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.06172399085364424
456,30775091,30775090,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.031665089012442665
457,12783817,12783816,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.0351563973897418
458,109709861,109709668,3,0.0,9.98275505198269,0.0,9.98275505198269,0.0,0.016815886718691983,0.0,0.016815886718691983,0.0301511056,0.04696699231869198,0.953033007681308,bdy,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,10100,True,0.0321880972648142
459,40861831,40861830,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.030648963640133923
460,178299217,178299027,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,11110,True,0.018706898650167725
461,33487507,33487506,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.031357109716758425
462,17594867,17594866,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03382302558918265
463,604208581,604207847,503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,True,257<=h<=1024,p>=500M,0.50-1.00,0.50-0.55,11111,False,0.0004359489502038772
464,109593397,109593396,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,10000,True,0.027469243805858336
465,40864853,40864852,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.030648704980848904
466,33862469,33862468,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.031316845764808
467,30400417,30400416,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03171012835200931
468,31039963,31039962,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.031633635555592475
469,30802151,30802150,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03166186109811087
470,33904141,33904140,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,0.50-1.00,0.50-0.55,10000,True,0.03131240327951543
471,187509061,187509060,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.25-0.50,0.50-0.55,10000,True,0.025942219062905853
472,33388783,33388782,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.03136779884996238
473,109490539,109490538,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,100M<=p<500M,0.50-1.00,0.50-0.55,10000,True,0.02747203061496367
474,39691573,39691572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301511056,0.0301511056,0.9698488944,none,False,h<=4,p<100M,>=1.00,0.50-0.55,10000,True,0.030750848499118535
