q_max_series,series_terms_including_tail_bucket,series_prime_terms,tilde_density_mass_truncated,delta_conditional_mean,delta_tail_support_notation,epsilon2_support_notation,V2_formula,V2_support_formula_2eps_minus_4delta_tail_sq,V2_formula_abs_delta,sqrt_V2_formula,Q_exc_max,Q_exc_tail_max,Q_exc_max_over_sqrt_V2_formula,Q_exc_tail_max_over_sqrt_V2_formula,sqrt_V2_minus_Q_exc_max,relative_gap_sqrt_V2_vs_Q_exc_max,empirical_Longa_shell2_var_w,empirical_Longa_shell2_std_w,empirical_Longa_shell2_var_over_V2_formula,dominant_q_by_variance,top5_variance_share_abs_order,worst_Q_block_id,worst_Q_p_star,worst_Q_h,pass_Q_exc_matches_sqrt_V2_within_1pct,pass_tail_below_sqrt_V2
1999993,148932,148931,1.0,0.016654656424565092,0.008327328212282546,0.0003518783903338706,0.00042637920004743376,0.0004263792000474339,1.6263032587282567e-19,0.020648951548382154,0.0205672364492246,0.0069214615088821,0.9960426514166548,0.3351967528552023,8.171509915755326e-05,0.0039573485833451745,0.00042619672108959,0.020644532474473478,0.99957202659552,5,0.758037663199219,60,3291137,8,True,True
