block_id,source_row,p_star,y,h,shell_sym_all_2,shell_sym_all_3,R3_q3,R3_non3,R3_rebuilt,R3_over_R2,R3_q3_over_R2,R3_non3_over_R2
185,185,187500319,187498570,1749,244.0479417499992,86.48449905083783,60.18099782222222,27.003280273060053,87.18427809528227,0.35437503971835116,0.24659498207885383,0.11064744115204217
188,188,31027859,31027175,684,105.49169095000008,33.389033803652104,25.192045599999997,8.196988203652147,33.38903380365215,0.31650866056813437,0.23880597014925353,0.0777026904188812
190,190,31026421,31025775,446,96.04467385000008,32.76588521100152,20.993371333333332,11.773817746287836,32.76718907962117,0.3411525480546102,0.2185792349726774,0.122586888729258
191,191,109772783,109770459,2324,365.2846611999983,120.07128805722652,83.97348533333333,37.10553221234622,121.07901754567955,0.3287060772351617,0.22988505747126542,0.10157977093932898
194,194,33878389,33877658,605,110.2151995000001,32.67921069514678,18.194255155555553,14.780323971516655,32.97457912707221,0.29650366594987426,0.1650793650793649,0.13410422553848067
195,195,33865589,33865210,379,55.10759975000004,16.431757967148158,8.397348533333332,8.781810492626,17.179159025959333,0.2981758966402478,0.15238095238095226,0.15935752114890459
196,196,39648137,39647291,846,140.13075365000003,48.1265569022416,33.58939413333333,14.537162768908248,48.12655690224158,0.34344036300872055,0.23970037453183513,0.10373998847688524
199,199,39635819,39635564,218,44.08607980000003,14.273210903664484,9.796906622222222,4.684503005409205,14.481409627631427,0.3237577704440048,0.22222222222222207,0.10625809839887831
206,206,180640297,180639336,961,118.0877137500001,37.36969872726754,26.59160368888889,11.47787408282309,38.06947777171198,0.3164571278463549,0.225185185185185,0.09719786858709575
208,208,604822567,604819805,2762,355.8376440999984,121.29440358948936,78.37525297777778,44.31870870060059,122.69396167837836,0.34087007263178404,0.22025565388397347,0.1245475554243104
209,209,40866037,40865652,274,51.95859405000004,14.430239727931056,9.796906622222222,5.333112150153282,15.130018772375504,0.2777257543582638,0.18855218855218842,0.10264157927408887
215,215,604883911,604879711,4200,587.2895630499992,202.01661700986097,135.75713462222222,66.9592614320825,202.7163960543047,0.34398128235195996,0.23115877271373284,0.11401404970376068
219,219,604167899,604161649,6250,911.6371501500084,301.6238659282377,194.53857435555554,107.08529737878719,301.62387173434274,0.3308595595063299,0.21339474189214921,0.11746482398305781
223,223,604848841,604844050,4791,684.9087397500019,225.87114539884016,149.7527155111111,76.8182089321725,226.5709244432836,0.32978283425217386,0.21864623243933523,0.11215831317937607
228,228,604708931,604704593,4338,606.1835972499997,198.40421564661185,125.96022799999999,72.44398764661113,198.40421564661114,0.32730053493147687,0.20779220779220786,0.11950832713926782
233,233,108545317,108544444,873,124.38572515000013,39.97777228651245,27.991161777777776,12.686389553179119,40.677551330956895,0.32140160969678927,0.22503516174402227,0.10199232699636761
235,235,12805417,12804850,567,100.76818240000009,33.051796234027066,22.39292942222222,11.566844580216253,33.95977400243847,0.32799833684433943,0.22222222222222202,0.11478667476904142
238,238,109610987,109610360,522,75.57613680000006,27.59876409037068,18.194255155555553,9.404776227259623,27.599031382815177,0.3651782858841583,0.2407407407407405,0.12444108187413484
241,241,40846543,40846297,128,34.63906270000002,9.943327547973244,8.397348533333332,2.245758059084357,10.64310659241769,0.2870553292417245,0.24242424242424226,0.06483310701950246
243,243,30781319,30781182,7,6.2980114,1.3995580888889152,2.7991161777777775,5.317686509194389e-14,2.799116177777831,0.2222222222222264,0.4444444444444444,8.443437414537529e-15
246,246,12808469,12808371,16,9.4470171,4.114700781333488,2.7991161777777775,2.5294870275919914,5.3286032053697685,0.4355555555555719,0.2962962962962963,0.2677551020408327
252,252,39640253,39639838,294,59.83110830000005,17.429483214709748,11.19646471111111,6.932797548043085,18.129262259154196,0.2913113881714562,0.18713450292397646,0.11587279168022831
258,258,179145961,179143998,1963,296.0065357999988,94.09130330276116,68.57834635555555,26.912515036094497,95.49086139165004,0.31786900599497353,0.23167848699763685,0.09091865138504353
268,268,30796769,30796057,712,124.38572515000013,42.986138388028806,26.59160368888889,16.39532094318972,42.986924632078605,0.3455873922525326,0.21378340365682116,0.1318103096108348
269,269,178899467,178898710,757,100.76818240000009,35.19259327455727,25.192045599999997,10.663736412728994,35.855782012728994,0.34924310865169717,0.24999999999999975,0.10582443940885239
271,271,187425023,187423758,1265,196.8128562499996,63.48143061786658,43.38630075555555,21.10281168631093,64.48911244186648,0.3225471741400364,0.22044444444444486,0.10722272969559106
272,272,39651113,39650618,347,72.42713110000005,21.355357720761337,15.395138977777776,5.960219426040448,21.355358403818222,0.2948530115223813,0.21256038647342979,0.08229263447990477
274,274,109547591,109546815,776,110.2151995000001,40.504177370085415,29.390719866666664,11.122429706951449,40.513149573618115,0.3675008306824811,0.2666666666666664,0.10091557024266366
275,275,109494199,109492961,1238,188.94034199999965,65.43225345472516,44.78585884444444,22.0459526991695,66.83181154361394,0.34631171279834605,0.23703703703703746,0.11668208316871545
276,276,108562291,108561847,313,50.38409120000004,17.78293781861718,13.995580888888888,3.787356929728299,17.782937818617185,0.352947475980616,0.2777777777777775,0.0751696982028386
279,279,40863643,40862800,843,149.57777074999996,45.89573796387016,32.18983604444444,14.405680963870125,46.595517008314566,0.3068352853083965,0.21520467836257315,0.09630896951892251
285,285,187503637,187502433,1204,177.91882204999973,56.2194537285647,37.7880684,19.131164373009064,56.919232773009064,0.31598373393437595,0.21238938053097378,0.10752749007990126
293,293,179406523,179405418,1105,163.74829639999984,55.89908471234863,34.98895222222222,22.309690579015225,57.29864280123744,0.34137200777832755,0.21367521367521383,0.1362438026501218
297,297,604724143,604718720,5423,798.2729449500051,263.69480733605343,184.74166773333332,79.65291864716336,264.39458638049666,0.3303316353187547,0.231426692965153,0.09978155861483183
299,299,39651863,39651244,619,105.49169095000008,31.573222691727626,23.79248751111111,9.488196049060969,33.28068356017208,0.29929582517254744,0.22553897180762833,0.08994259134170189
301,301,604360789,604358714,2075,284.9850158499989,96.31685892714296,69.97790444444443,27.03873352714296,97.0166379715874,0.3379716601585786,0.24554941682013598,0.09487773750664395
304,304,604870961,604869251,1710,233.0264217999993,74.5135857034201,48.984533111111105,26.22883265540694,75.21336576651805,0.3197645362609277,0.21021021021021083,0.11255733342512758
