rows,post_P0_rows,post_P0_K_prime_max,post_P0_rayleigh_over_h_max,post_P0_rayleigh_over_h_q99,post_P0_weight_l2_sq_max,post_P0_weight_l2_sq_q99,post_P0_product_reconstruction_error_max,rho_1_over_16_pass_count,rho_0p063_pass_count,rho_1_over_15_pass_count,W0_1000_pass_count,W0_1024_pass_count,W0_1040_pass_count,W0_1100_pass_count,independent_constants_close,best_independent_rho,best_independent_W0,best_independent_product,direct_product_max,direct_product_margin_to_65,threshold_relevant_rows,threshold_relevant_product_actual_max,forbidden_rows,forbidden_product_actual_max,best_theorem_form_recommended,rayleighweight_failures,pass_rayleighweight_empirical
1468,142,64.24988591171167,0.06250000001022,0.037037037037037,3033676.629773508,798218.4038845487,8.697043085703626e-12,141,142,142,120,120,120,120,False,nan,nan,nan,64.24988591171059,0.7501140882894077,3,5.2493680971415095,1,4.242257262838288,direct_rayleigh_product_bound,0,True
