accumulation_available_rows,negative_subthreshold_accumulation_risk_count,negative_subthreshold_accumulation_risk_repaid_count,negative_subthreshold_accumulation_risk_unrepaid_count,pass_no_unrepaid_accumulation_proxy
145,0,0,0,True
