scope,object,R0,R2,R3,R4,norm,signs,cos_to_target_plus_minus_plus_minus,cos_to_direct_fit,cos_to_canonical_amp,margin_min_abs_component
global,b_C,33982247728.391525,67962347878.91724,22505075940.630836,67962210728.07397,104398344910.39323,++++,-0.38045255892778324,0.04853443170604031,-0.0430789619262365,22505075940.630836
global,G_C1,1168711450.0173378,2337352630.86765,773972772.8939956,2337348130.4850693,3590450377.137779,++++,-0.38045596672739473,0.0485295046734798,-0.043084005321943585,773972772.8939956
global,r_C = b_C/a1 - G_C1,10157.711985588074,16724.831156253815,24543.164342164993,16508.3052110672,35465.33725845033,++++,0.020692598377622,0.5401763479299752,0.4738632170999082,10157.711985588074
global,a_direct = G_CC^-1 b_C,12.505485612899065,0.840624364092946,59.51740747503936,-21.980567328166217,64.67272185669823,+++-,0.7202637632790672,0.9999999999999998,0.9909480803919306,0.840624364092946
global,a_schur = G_CC^-1 r_C,0.4177662612488078,-0.1359042109222659,2.299008780408493,-0.8342635552207134,2.484841173103235,+-+-,0.7418870163028932,0.9973697320643301,0.9980706943195704,0.1359042109222659
global,a_can_sign,1.0,-1.0,1.0,-1.0,2.0,+-+-,1.0,0.7202637632790672,0.7574508641341511,1.0
global,a_can_amp,0.191352,-0.148199,1.221515,-0.439357,1.3204968762473466,+-+-,0.7574508641341511,0.9909480803919306,0.9999999999999999,0.148199
