rows,post_P0_rows,C_N_used,path_reconstruction_abs_error_max,path_reconstruction_l2_error_max,component_identity_failures,K_total_max,C_total_max,K_unreduced_max,K_comp_max,K_prime_max,post_P0_K_total_max,post_P0_C_total_max,post_P0_K_unreduced_max,post_P0_C_unreduced_max,post_P0_K_comp_max,post_P0_K_prime_max,post_P0_cancellation_fraction_min,post_P0_cancellation_fraction_mean,post_P0_cos_comp_prime_min,post_P0_cos_comp_prime_mean,post_P0_source_smallness_rows,post_P0_source_cancellation_rows,post_P0_source_mixed_safe_rows,post_P0_component_bound_failures,component_audit_failures,best_proof_source_post_P0,pass_hexc_dn_residual_component_empirical
1468,142,1.29340026,1.7241982277482748e-06,2.3426637040535004e-06,0,73.62931311611258,8.580752479597146,73.915350645076,0.010516759050602615,73.9100313047598,64.13704142037267,8.008560508629042,64.2506254824152,8.015648787366821,0.00774483441003735,64.2498859117116,-0.016149220199091152,0.0015721075171889387,-0.7902608628450173,-0.05566872372374199,142,0,0,0,0,smallness_driven,True
