rank_metric,rank,candidate_id,block_id,x,y,h,p_star,row_regime,post_P0_by_pstar,threshold_relevant_flag,forbidden_flag,finite_zone_flag,C_bridge,C_bridge_sq,B_abs_max,B_L2_exported,B_sq_over_h,kappa_L2,Q_energy_L2,Q_exc,bridge_energy_fraction
B_abs_max,18,hexc_00038,39,39690667,39682692,7975,39690667,finite_negative,False,False,False,True,3.893281737544136,15.157642687894686,188.65092151155025,347.6811764188016,15.157642687894905,0.5425974551015359,0.0127176592353945,0.0069005695359736,0.0001527009753997944
B_abs_max,19,hexc_00056,57,179620853,179616870,3983,179620853,finite_negative,False,False,False,True,6.295776388796371,39.63680033772587,185.7346871182781,397.33282741948506,39.636800337725916,0.4674536668025826,0.0174281563213137,0.0081468555780067,6.583213712460457e-05
B_abs_max,20,hexc_00094,95,178011341,178005997,5344,178011341,finite_negative,False,False,False,True,3.640097843201652,13.250312308081318,182.22731859912344,266.1008624081996,13.250312308081504,0.684805441628313,0.0100861785425775,0.0069070699511918,2.9439060702704254e-05
B_abs_max,21,hexc_00127,128,187449539,187440181,9358,187449539,finite_negative,False,False,False,True,3.369238417105729,11.351767511301118,179.56893819121797,325.9291953335223,11.351767511301274,0.550944624667525,0.0092850972633347,0.0051155744267494,4.033259760632396e-05
B_abs_max,22,hexc_00048,49,33902159,33888759,13400,33902159,finite_negative,False,False,False,True,2.2053770129128165,4.863687769084257,173.36115126700133,255.29084610641544,4.863687769084291,0.6790731195850866,0.0073355940311066,0.0049814047227133,6.635068265301411e-05
B_abs_max,23,hexc_00090,91,179602723,179595316,7407,179602723,finite_negative,False,False,False,True,3.2430311152531206,10.5172508144999,171.42269419336662,279.10800200460443,10.517250814500105,0.6141805070516825,0.0089775509937013,0.0055138368213938,3.22875205657725e-05
B_abs_max,24,hexc_00002,3,30974597,30910184,64413,30974597,finite_negative,False,False,False,True,1.4559801260994336,2.1198781275965226,169.26185381026153,369.5236255408819,2.11987812759657,0.4580542138882419,0.0048937729783674,0.0022416133345536,1.7827582935812384e-05
B_abs_max,25,hexc_00218,219,604167899,604161649,6250,604167899,post_P0_negative_tail,True,False,False,False,4.484403745293162,20.109876950799336,163.4324342131622,354.5232445729002,20.10987695079942,0.4609921541535309,0.0109690693227573,0.0050566548961573,1.78865548816049e-05
B_L2_exported,1,hexc_00000,1,180530237,179845447,684790,180530237,forbidden_negative,False,True,True,True,2.059215174853389,4.240367136346474,667.0135370697717,1704.0425497324798,4.240367136346575,0.3914300949670945,0.0056973529810874,0.0022301154184481,4.980267198828744e-06
B_L2_exported,2,hexc_00023,24,180619079,180557417,61662,180619079,finite_negative,False,False,False,True,3.858204569994385,14.88574250392556,459.0970686143192,958.0629698913689,14.885742503925757,0.4791929998780465,0.0106741713544671,0.0051149881925594,9.100077814527191e-05
B_L2_exported,3,hexc_00006,7,30774449,30670319,104130,30774449,threshold_relevant_negative,False,True,False,True,2.2898667182106016,5.2434895871685905,363.3590972929378,738.9212209105052,5.243489587168652,0.4917426743343476,0.0077023825323383,0.0037875901851982,3.305358838670055e-05
B_L2_exported,4,hexc_00040,41,604672261,604520611,151650,604672261,threshold_relevant_negative,True,True,False,False,1.4656777515477335,2.1482112713820194,234.02143940953465,570.7681134270679,2.1482112713820922,0.4100114107713354,0.0035848230548423,0.0014698183580815,6.803174577721107e-06
B_L2_exported,5,hexc_00183,184,604356173,604335487,20686,604356173,post_P0_negative_tail,True,False,False,False,3.217020248908076,10.34921928188458,311.51713925927834,462.692068297118,10.349219281884606,0.673270973513283,0.0078687452329321,0.0052977977633042,2.4265633807775945e-05
B_L2_exported,6,hexc_00024,25,109813367,109790208,23159,109813367,finite_negative,False,False,False,True,2.9385108976466805,8.6348462955883,238.2995725304463,447.1849789064136,8.634846295588305,0.5328881419791891,0.0085726096604516,0.0045682420338709,6.209563255379281e-05
