q,N_total,d_emp,g,g2,total_abs_weighted_discrepancy,max_interval_abs_component
179916427,1,6.058182787491064e-06,3.089287782594958e-17,9.543699003690473e-34,1.0793828405613305e-33,5.396914202806656e-34
179916433,1,6.058182787491064e-06,3.0892875765467816e-17,9.543697730606286e-34,1.0793826965767794e-33,5.396913482883896e-34
179917267,1,6.058182787491064e-06,3.089258936050876e-17,9.54352077397019e-34,1.0793626829576928e-33,5.396813414788469e-34
179917597,1,6.058182787491064e-06,3.08924760359053e-17,9.543450756289833e-34,1.0793547640278662e-33,5.396773820139327e-34
179917603,1,6.058182787491064e-06,3.089247397546373e-17,9.54344948324704e-34,1.0793546200479941e-33,5.396773100239975e-34
179917999,1,6.058182787491064e-06,3.08923379867763e-17,9.543365462892218e-34,1.079345117429648e-33,5.396725587148239e-34
179918227,1,6.058182787491064e-06,3.0892259690666606e-17,9.543317087955849e-34,1.0793396462725822e-33,5.396698231362914e-34
179918551,1,6.058182787491064e-06,3.089214842828595e-17,9.5432483451525e-34,1.0793318715300739e-33,5.3966593576503635e-34
179918587,1,6.058182787491064e-06,3.0892136065836304e-17,9.543240707101441e-34,1.079331007674115e-33,5.396655038370573e-34
179919013,1,6.058182787491064e-06,3.0891989777412407e-17,9.543150324077527e-34,1.0793207854442373e-33,5.396603927221188e-34
179919079,1,6.058182787491064e-06,3.089196711310167e-17,9.54313632116955e-34,1.0793192017293094e-33,5.396596008646544e-34
179919097,1,6.058182787491064e-06,3.089196093193034e-17,9.543132502199104e-34,1.0793187698075586e-33,5.396593849037798e-34
179919163,1,6.058182787491064e-06,3.089193826765134e-17,9.543118499323813e-34,1.0793171860963285e-33,5.396585930481638e-34
179919247,1,6.058182787491064e-06,3.089190942224143e-17,9.54310067751969e-34,1.0793151704680542e-33,5.396575852340263e-34
179919253,1,6.058182787491064e-06,3.089190736185655e-17,9.543099404535269e-34,1.0793150264947835e-33,5.39657513247392e-34
179919367,1,6.058182787491064e-06,3.089186821458306e-17,9.543075217871673e-34,1.0793122910072501e-33,5.396561455036249e-34
179919403,1,6.058182787491064e-06,3.0891855852301623e-17,9.54306757999382e-34,1.079311427170882e-33,5.3965571358544044e-34
179919559,1,6.058182787491064e-06,3.0891802282501166e-17,9.543034482611443e-34,1.0793076838899378e-33,5.39653841944969e-34
179919739,1,6.058182787491064e-06,3.089174047136609e-17,9.542996293502377e-34,1.0793033647397836e-33,5.39651682369892e-34
179919979,1,6.058182787491064e-06,3.089165805680791e-17,9.54294537498745e-34,1.0792976059065203e-33,5.396488029532602e-34
179920123,1,6.058182787491064e-06,3.0891608608231306e-17,9.542914824041505e-34,1.0792941506249956e-33,5.396470753124994e-34
179920207,1,6.058182787491064e-06,3.089157976328312e-17,9.54289700271283e-34,1.0792921350504964e-33,5.396460675252484e-34
179920483,1,6.058182787491064e-06,3.089148498730923e-17,9.542838447211515e-34,1.0792855124816882e-33,5.39642756240844e-34
179920591,1,6.058182787491064e-06,3.0891447901177314e-17,9.542815534311522e-34,1.0792829210555476e-33,5.396414605277736e-34
179920681,1,6.058182787491064e-06,3.089141699611839e-17,9.542796440280722e-34,1.0792807615397049e-33,5.396403807698519e-34
179920723,1,6.058182787491064e-06,3.0891402573773435e-17,9.54278752974936e-34,1.0792797537674927e-33,5.396398768837461e-34
179920759,1,6.058182787491064e-06,3.0891390211771513e-17,9.542779892159328e-34,1.079278889963675e-33,5.396394449818378e-34
179921101,1,6.058182787491064e-06,3.089127277312333e-17,9.542707335435108e-34,1.0792706838705186e-33,5.3963534193525904e-34
179921221,1,6.058182787491064e-06,3.089123156673882e-17,9.54268187709881e-34,1.0792678045580714e-33,5.396339022790347e-34
179921233,1,6.058182787491064e-06,3.08912274461049e-17,9.542679331269847e-34,1.0792675166273512e-33,5.396337583136761e-34
179921239,1,6.058182787491064e-06,3.0891225385788256e-17,9.542678058355688e-34,1.0792673726620301e-33,5.396336863310151e-34
179921449,1,6.058182787491064e-06,3.08911532748354e-17,9.542633506493737e-34,1.0792623338908696e-33,5.396311669454348e-34
179921563,1,6.058182787491064e-06,3.08911141289953e-17,9.542609321306132e-34,1.0792595985702686e-33,5.396297992851342e-34
179922013,1,6.058182787491064e-06,3.089095960666887e-17,9.542513854208478e-34,1.0792488013367208e-33,5.396244006683606e-34
179922091,1,6.058182787491064e-06,3.089093282291685e-17,9.542497306699618e-34,1.0792469298299709e-33,5.39623464914985e-34
179922163,1,6.058182787491064e-06,3.089090809948437e-17,9.542482032107891e-34,1.0792452022888772e-33,5.396226011444386e-34
179922181,1,6.058182787491064e-06,3.089090191863089e-17,9.542478213464737e-34,1.0792447704041429e-33,5.396223852020721e-34
179922283,1,6.058182787491064e-06,3.0890866893829524e-17,9.542456574522929e-34,1.0792423230614025e-33,5.396211615307018e-34
179922553,1,6.058182787491064e-06,3.089077418140757e-17,9.542399295267166e-34,1.0792358448346946e-33,5.396179224173472e-34
179922559,1,6.058182787491064e-06,3.089077212113627e-17,9.5423980223997e-34,1.0792357008746529e-33,5.396178504373267e-34
179923057,1,6.058182787491064e-06,3.089060111933666e-17,9.542292375139632e-34,1.079223752274887e-33,5.396118761374443e-34
179923423,1,6.058182787491064e-06,3.089047544422051e-17,9.542214731699903e-34,1.0792149708792802e-33,5.396074854396398e-34
179923519,1,6.058182787491064e-06,3.0890442480382584e-17,9.54219436633825e-34,1.0792126675771834e-33,5.396063337885922e-34
179923771,1,6.058182787491064e-06,3.089035595055907e-17,9.5421409075224e-34,1.0792066214384209e-33,5.396033107192098e-34
179923837,1,6.058182787491064e-06,3.0890333288046323e-17,9.542126906465827e-34,1.0792050379328818e-33,5.396025189664414e-34
179924023,1,6.058182787491064e-06,3.0890269421099135e-17,9.542087449080923e-34,1.0792005753419947e-33,5.3960028767099805e-34
179924119,1,6.058182787491064e-06,3.0890236457590986e-17,9.542067084058834e-34,1.079198272078305e-33,5.395991360391527e-34
179924401,1,6.058182787491064e-06,3.089013962759093e-17,9.542007262120637e-34,1.0791915062767481e-33,5.395957531383742e-34
179924473,1,6.058182787491064e-06,3.0890114905110694e-17,9.541991988509418e-34,1.0791897788465503e-33,5.39594889423275e-34
179924491,1,6.058182787491064e-06,3.0890108724495264e-17,9.541988170111385e-34,1.0791893469895396e-33,5.3959467349477e-34
179924911,1,6.058182787491064e-06,3.0889964510662e-17,9.54189907469958e-34,1.0791792703873083e-33,5.395896351936544e-34
179924947,1,6.058182787491064e-06,3.0889952149523284e-17,9.541891437998383e-34,1.0791784066840183e-33,5.395892033420093e-34
179925001,1,6.058182787491064e-06,3.088993360782912e-17,9.541879982960911e-34,1.0791771111307032e-33,5.395885555653516e-34
179925169,1,6.058182787491064e-06,3.0889875922665155e-17,9.541844345176485e-34,1.079173080532821e-33,5.395865402664109e-34
179925439,1,6.058182787491064e-06,3.088978321470445e-17,9.541787070514369e-34,1.07916660282565e-33,5.395833014128248e-34
179925517,1,6.058182787491064e-06,3.088975643248239e-17,9.54177052458087e-34,1.079164731497071e-33,5.39582365748535e-34
179925523,1,6.058182787491064e-06,3.08897543723129e-17,9.54176925181824e-34,1.0791645875488862e-33,5.3958229377444286e-34
179925583,1,6.058182787491064e-06,3.088973377062939e-17,9.541756524203618e-34,1.0791631480683629e-33,5.395815740341818e-34
179925703,1,6.058182787491064e-06,3.0889692567324195e-17,9.541731069038037e-34,1.0791602691145196e-33,5.395801345572598e-34
179925817,1,6.058182787491064e-06,3.088965342426062e-17,9.541706886709357e-34,1.0791575341172602e-33,5.3957876705863e-34
179925919,1,6.058182787491064e-06,3.088961840158259e-17,9.5416852499539e-34,1.0791550870217928e-33,5.395775435108968e-34
179925997,1,6.058182787491064e-06,3.0889591619574876e-17,9.541668704241103e-34,1.0791532157181755e-33,5.395766078590876e-34
179926399,1,6.058182787491064e-06,3.088945358977978e-17,9.54158343075159e-34,1.0791435713715444e-33,5.39571785685772e-34
179926807,1,6.058182787491064e-06,3.0889313500784476e-17,9.541496885497461e-34,1.0791337831896041e-33,5.3956689159480145e-34
179926909,1,6.058182787491064e-06,3.088927847868455e-17,9.541475249337246e-34,1.0791313361614583e-33,5.395656680807289e-34
179927047,1,6.058182787491064e-06,3.0889231095938286e-17,9.541445976982808e-34,1.07912802548736e-33,5.395640127436803e-34
179927053,1,6.058182787491064e-06,3.088922903582136e-17,9.541444704274292e-34,1.079127881545296e-33,5.3956394077264825e-34
179927173,1,6.058182787491064e-06,3.088918783352604e-17,9.541419250148532e-34,1.0791250027090544e-33,5.395625013545276e-34
179927287,1,6.058182787491064e-06,3.088914869142185e-17,9.541395068807683e-34,1.0791222678235182e-33,5.395611339117592e-34
179927383,1,6.058182787491064e-06,3.088911572970761e-17,9.541374705632701e-34,1.079119964768732e-33,5.395599823843668e-34
179927533,1,6.058182787491064e-06,3.088906422713472e-17,9.541342888280538e-34,1.0791163662579307e-33,5.395581831289657e-34
179927617,1,6.058182787491064e-06,3.088903538575017e-17,9.54132507062126e-34,1.0791143510984355e-33,5.395571755492172e-34
179927623,1,6.058182787491064e-06,3.088903332565282e-17,9.541323797932905e-34,1.0791142071586514e-33,5.395571035793253e-34
179927719,1,6.058182787491064e-06,3.088900036412324e-17,9.541303434948056e-34,1.0791119041253705e-33,5.395559520626849e-34
179927743,1,6.058182787491064e-06,3.0888992123749085e-17,9.54129834421033e-34,1.0791113283680093e-33,5.395556641840046e-34
179927833,1,6.058182787491064e-06,3.088896122237538e-17,9.541279253974101e-34,1.0791091692813281e-33,5.3955458464066405e-34
179927899,1,6.058182787491064e-06,3.0888938561397466e-17,9.541265254497873e-34,1.0791075859545263e-33,5.395537929772633e-34
179928319,1,6.058182787491064e-06,3.088879435575867e-17,9.541176167523485e-34,1.0790975103065587e-33,5.395487551532794e-34
179928337,1,6.058182787491064e-06,3.088878817553957e-17,9.54117234953353e-34,1.0790970784957024e-33,5.3954853924785105e-34
179928403,1,6.058182787491064e-06,3.088876551475208e-17,9.541158350253374e-34,1.0790954951910758e-33,5.3954774759553815e-34
179928781,1,6.058182787491064e-06,3.0888635730722344e-17,9.541078173052571e-34,1.0790864272296174e-33,5.395432136148082e-34
179928943,1,6.058182787491064e-06,3.088858010924571e-17,9.541043811652897e-34,1.0790825409895762e-33,5.395412704947888e-34
179929129,1,6.058182787491064e-06,3.088851624773558e-17,9.541004359866248e-34,1.079078079031848e-33,5.39539039515924e-34
179929153,1,6.058182787491064e-06,3.088850800755515e-17,9.540999269327988e-34,1.0790775032970468e-33,5.395387516485234e-34
179929327,1,6.058182787491064e-06,3.0888448266345654e-17,9.540962363027117e-34,1.0790733292312215e-33,5.395366646156103e-34
179929573,1,6.058182787491064e-06,3.0888363804931405e-17,9.540910185457965e-34,1.0790674280001798e-33,5.395337140000899e-34
179929657,1,6.058182787491064e-06,3.088833496452783e-17,9.540892368808726e-34,1.0790654129549164e-33,5.3953270647745855e-34
179929777,1,6.058182787491064e-06,3.0888293764021374e-17,9.540866916524817e-34,1.0790625343269891e-33,5.395312671634937e-34
179929987,1,6.058182787491064e-06,3.0888221663333416e-17,9.540822375232197e-34,1.0790574967512082e-33,5.3952874837560385e-34
179930131,1,6.058182787491064e-06,3.088817222300758e-17,9.540791832781771e-34,1.0790540424305196e-33,5.395270212152604e-34
179930137,1,6.058182787491064e-06,3.088817016299658e-17,9.540790560182323e-34,1.079053898500793e-33,5.395269492503961e-34
179930251,1,6.058182787491064e-06,3.088813102282673e-17,9.540766380833111e-34,1.0790511638405056e-33,5.395255819202537e-34
179930341,1,6.058182787491064e-06,3.088810012274519e-17,9.540747291927314e-34,1.0790490049042963e-33,5.395245024521484e-34
179930383,1,6.058182787491064e-06,3.0888085702723e-17,9.540738383787612e-34,1.07904799740258e-33,5.395239987012897e-34
179930407,1,6.058182787491064e-06,3.088807746271486e-17,9.540733293426738e-34,1.0790474216878414e-33,5.395237108439203e-34
179930683,1,6.058182787491064e-06,3.0887982702858196e-17,9.54067475452067e-34,1.0790408009959376e-33,5.39520400497969e-34
179930713,1,6.058182787491064e-06,3.0887972402900057e-17,9.540668391623155e-34,1.0790400813585744e-33,5.39520040679287e-34
179931067,1,6.058182787491064e-06,3.088785086378302e-17,9.540593309833013e-34,1.0790315896829788e-33,5.395157948414894e-34
179931229,1,6.058182787491064e-06,3.088779524442635e-17,9.54055895061607e-34,1.079027703689805e-33,5.395138518449023e-34
179931319,1,6.058182787491064e-06,3.088776434484867e-17,9.540539862229046e-34,1.079025544812266e-33,5.395127724061333e-34
179931439,1,6.058182787491064e-06,3.088772314548389e-17,9.54051441112061e-34,1.0790226663172826e-33,5.3951133315864095e-34
179932057,1,6.058182787491064e-06,3.088751097006063e-17,9.540383339256157e-34,1.0790078422201147e-33,5.39503921110057e-34
179932141,1,6.058182787491064e-06,3.0887482130851484e-17,9.540365523836697e-34,1.0790058273139377e-33,5.395029136569691e-34
179932171,1,6.058182787491064e-06,3.0887471831143716e-17,9.540359161196966e-34,1.0790051077057297e-33,5.395025538528647e-34
179932429,1,6.058182787491064e-06,3.088738325386962e-17,9.540304442714256e-34,1.078998919099898e-33,5.394994595499495e-34
179932483,1,6.058182787491064e-06,3.0887364714488375e-17,9.540292990058216e-34,1.0789976238159219e-33,5.394988119079605e-34
179932579,1,6.058182787491064e-06,3.0887331755629606e-17,9.54027262982325e-34,1.0789953210936496e-33,5.394976605468246e-34
179932747,1,6.058182787491064e-06,3.088727407775369e-17,9.540236999542752e-34,1.0789912913444543e-33,5.394956456722272e-34
179932759,1,6.058182787491064e-06,3.08872699579116e-17,9.540234454529086e-34,1.078991003505946e-33,5.394955017529734e-34
179933311,1,6.058182787491064e-06,3.0887080446066166e-17,9.54011738481763e-34,1.0789777630383195e-33,5.394888815191601e-34
179933989,1,6.058182787491064e-06,3.088684767846886e-17,9.539973595129372e-34,1.078961500567963e-33,5.39480750283981e-34
179934151,1,6.058182787491064e-06,3.08867920618218e-17,9.539939238702181e-34,1.0789576148903065e-33,5.394788074451531e-34
179934169,1,6.058182787491064e-06,3.088678588220362e-17,9.539935421330927e-34,1.0789571831494241e-33,5.39478591574712e-34
179934793,1,6.058182787491064e-06,3.088657165658662e-17,9.539803086974602e-34,1.0789422162656855e-33,5.3947110813284215e-34
179935117,1,6.058182787491064e-06,3.088646042493377e-17,9.53973437581e-34,1.0789344451014855e-33,5.394672225507426e-34
179935333,1,6.058182787491064e-06,3.0886386270832354e-17,9.539688568710614e-34,1.0789292643642206e-33,5.3946463218211115e-34
179935621,1,6.058182787491064e-06,3.088628739911254e-17,9.53962749300578e-34,1.0789223567629076e-33,5.394611783814545e-34
179935849,1,6.058182787491064e-06,3.088620912600438e-17,9.539579141752763e-34,1.0789168882844074e-33,5.394584441422037e-34
179935963,1,6.058182787491064e-06,3.088616998956188e-17,9.539554966241128e-34,1.0789141540581481e-33,5.394570770290744e-34
179936149,1,6.058182787491064e-06,3.0886106135525916e-17,9.539515522149717e-34,1.0789096929707422e-33,5.3945484648537145e-34
179936173,1,6.058182787491064e-06,3.0886097896309897e-17,9.539510432604386e-34,1.0789091173482401e-33,5.394545586741206e-34
179936227,1,6.058182787491064e-06,3.0886079358085896e-17,9.539498981139796e-34,1.0789078221990166e-33,5.3945391109950755e-34
179936233,1,6.058182787491064e-06,3.088607729828426e-17,9.539497708755904e-34,1.0789076782936654e-33,5.3945383914683285e-34
179936293,1,6.058182787491064e-06,3.088605670027923e-17,9.539484984928636e-34,1.0789062392414909e-33,5.394531196207448e-34
179936353,1,6.058182787491064e-06,3.0886036102294806e-17,9.53947226112258e-34,1.0789048001917122e-33,5.394524000958563e-34
179936569,1,6.058182787491064e-06,3.088596194972149e-17,9.539426455596437e-34,1.0788996196323812e-33,5.39449809816191e-34
179936947,1,6.058182787491064e-06,3.088583218336076e-17,9.539346296587232e-34,1.0788905537283726e-33,5.394452768641868e-34
179937223,1,6.058182787491064e-06,3.0885737433836163e-17,9.539287768318685e-34,1.078883934239563e-33,5.39441967119782e-34
179937271,1,6.058182787491064e-06,3.088572095570248e-17,9.539277589535192e-34,1.0788827830293004e-33,5.394413915146505e-34
179937553,1,6.058182787491064e-06,3.08856241469334e-17,9.539217789456354e-34,1.0788760197000156e-33,5.394380098500078e-34
179937559,1,6.058182787491064e-06,3.08856220871773e-17,9.539216517119343e-34,1.0788758757999685e-33,5.394379378999842e-34
179937631,1,6.058182787491064e-06,3.088559737012018e-17,9.539201249091747e-34,1.0788741490012716e-33,5.3943707450063615e-34
179937841,1,6.058182787491064e-06,3.088552527887306e-17,9.539156717519069e-34,1.0788691125248095e-33,5.394345562624041e-34
179937871,1,6.058182787491064e-06,3.0885514980144077e-17,9.539150355887042e-34,1.0788683930305682e-33,5.394341965152849e-34
179937883,1,6.058182787491064e-06,3.0885510860653924e-17,9.539147811235716e-34,1.078868105233042e-33,5.394340526165211e-34
179938279,1,6.058182787491064e-06,3.08853749179413e-17,9.539063838217975e-34,1.0788586079684715e-33,5.394293039842358e-34
179938879,1,6.058182787491064e-06,3.088516894584445e-17,9.538936608133541e-34,1.078844218372793e-33,5.394221091863965e-34
179939017,1,6.058182787491064e-06,3.088512157255362e-17,9.538907345514169e-34,1.0788409087997228e-33,5.39420454399861e-34
179939257,1,6.058182787491064e-06,3.0885039184481347e-17,9.538856454269483e-34,1.0788351530506955e-33,5.3941757652534785e-34
179939647,1,6.058182787491064e-06,3.0884905304567024e-17,9.538773756720723e-34,1.0788258000403934e-33,5.394129000201975e-34
179939803,1,6.058182787491064e-06,3.0884851752845034e-17,9.53874067795215e-34,1.0788220588646548e-33,5.394110294323274e-34
179939827,1,6.058182787491064e-06,3.0884843514130933e-17,9.538735588923557e-34,1.0788214833005971e-33,5.394107416502978e-34
179940067,1,6.058182787491064e-06,3.088476112717127e-17,9.538684698824297e-34,1.0788157276811151e-33,5.394078638405578e-34
179940259,1,6.058182787491064e-06,3.0884695217840896e-17,9.538643986989243e-34,1.0788111232131682e-33,5.39405561606584e-34
179940601,1,6.058182787491064e-06,3.0884577817368773e-17,9.538571469571073e-34,1.0788029215654838e-33,5.3940146078274285e-34
179941303,1,6.058182787491064e-06,3.088433683954951e-17,9.538422620187548e-34,1.0787860868486385e-33,5.393930434243191e-34
179941507,1,6.058182787491064e-06,3.088426681233603e-17,9.538379365355608e-34,1.0787811947702785e-33,5.393905973851393e-34
179941633,1,6.058182787491064e-06,3.088422356035258e-17,9.538352649258375e-34,1.0787781732063217e-33,5.39389086603161e-34
179941831,1,6.058182787491064e-06,3.088415559313358e-17,9.538310667008842e-34,1.078773425055764e-33,5.3938671252788185e-34
179941873,1,6.058182787491064e-06,3.088414117587354e-17,9.538301761712875e-34,1.07877241787567e-33,5.393862089378349e-34
179941921,1,6.058182787491064e-06,3.0884124699017294e-17,9.538291584244501e-34,1.0787712668141464e-33,5.3938563340707276e-34
179942107,1,6.058182787491064e-06,3.0884060851323865e-17,9.538252146682754e-34,1.0787668064652395e-33,5.393834032326191e-34
179942173,1,6.058182787491064e-06,3.0884038195738306e-17,9.538238152758227e-34,1.078765223766329e-33,5.393826118831643e-34
179942251,1,6.058182787491064e-06,3.088401142098751e-17,9.53822161451687e-34,1.0787633533077217e-33,5.393816766538613e-34
179942377,1,6.058182787491064e-06,3.0883968169540556e-17,9.538194898971942e-34,1.0787603318062314e-33,5.393801659031158e-34
179942449,1,6.058182787491064e-06,3.08839434544688e-17,9.538179632988262e-34,1.0787586052386994e-33,5.3937930261935e-34
179942629,1,6.058182787491064e-06,3.08838816669192e-17,9.538141468162679e-34,1.078754288834983e-33,5.393771444174919e-34
179943133,1,6.058182787491064e-06,3.0883708662766775e-17,9.538034607666556e-34,1.0787422030194312e-33,5.393711015097155e-34
179943139,1,6.058182787491064e-06,3.088370660320229e-17,9.538033335526808e-34,1.0787420591416942e-33,5.39371029570847e-34
179943157,1,6.058182787491064e-06,3.0883700424510066e-17,9.538029519108832e-34,1.0787416275086266e-33,5.393708137543133e-34
179943217,1,6.058182787491064e-06,3.08836798288827e-17,9.538016797729362e-34,1.078740188733294e-33,5.39370094366647e-34
179943259,1,6.058182787491064e-06,3.0883665411955807e-17,9.538007892776355e-34,1.0787391815919894e-33,5.393695907959944e-34
179943343,1,6.058182787491064e-06,3.088363657813231e-17,9.53799008290152e-34,1.0787371673129048e-33,5.393685836564522e-34
179943457,1,6.058182787491064e-06,3.0883597446579284e-17,9.537965912423584e-34,1.0787344336559526e-33,5.393672168279761e-34
179943553,1,6.058182787491064e-06,3.088356449375021e-17,9.537945558396286e-34,1.0787321316357623e-33,5.3936606581788065e-34
179943649,1,6.058182787491064e-06,3.088353154097388e-17,9.537925204423285e-34,1.0787298296217123e-33,5.393649148108557e-34
179943703,1,6.058182787491064e-06,3.088351300506037e-17,9.53791375533733e-34,1.0787285347415061e-33,5.393642673707534e-34
179943763,1,6.058182787491064e-06,3.0883492409620485e-17,9.53790103415086e-34,1.0787270959880029e-33,5.393635479940012e-34
179943853,1,6.058182787491064e-06,3.08834615164993e-17,9.537881952410931e-34,1.0787249378622434e-33,5.3936246893112205e-34
179943859,1,6.058182787491064e-06,3.0883459456959525e-17,9.537880680296628e-34,1.0787247939873834e-33,5.393623969936925e-34
179944069,1,6.058182787491064e-06,3.088338737319755e-17,9.537836156429779e-34,1.0787197583824427e-33,5.393598791912213e-34
179944189,1,6.058182787491064e-06,3.088334618258973e-17,9.537810714336797e-34,1.0787168809070964e-33,5.393584404535483e-34
179944213,1,6.058182787491064e-06,3.0883337944478055e-17,9.53780562592838e-34,1.0787163054131789e-33,5.3935815270658935e-34
179944549,1,6.058182787491064e-06,3.088322261126071e-17,9.537734388566847e-34,1.0787082485386264e-33,5.3935412426931276e-34
179944753,1,6.058182787491064e-06,3.088315258783681e-17,9.537691137636114e-34,1.0787033569014887e-33,5.393516784507442e-34
179944771,1,6.058182787491064e-06,3.088314640931084e-17,9.53768732138929e-34,1.0787029252877782e-33,5.39351462643889e-34
179945011,1,6.058182787491064e-06,3.088306402914175e-17,9.537636438280692e-34,1.0786971704589363e-33,5.3934858522946756e-34
179945053,1,6.058182787491064e-06,3.0883049612646056e-17,9.537627533771578e-34,1.0786961633678336e-33,5.393480816839168e-34
179945179,1,6.058182787491064e-06,3.088300636321952e-17,9.537600820306574e-34,1.0786931421015795e-33,5.393465710507899e-34
179945473,1,6.058182787491064e-06,3.0882905448244254e-17,9.537538489251946e-34,1.078686092521457e-33,5.3934304626072825e-34
179945617,1,6.058182787491064e-06,3.088285602068173e-17,9.537507959941576e-34,1.078682639686896e-33,5.393413198434484e-34
179945869,1,6.058182787491064e-06,3.0882769522732844e-17,9.537454533942367e-34,1.0786765972596619e-33,5.393382986298307e-34
179946211,1,6.058182787491064e-06,3.0882652133240605e-17,9.537382027827505e-34,1.0786683968903724e-33,5.3933419844518595e-34
179946451,1,6.058182787491064e-06,3.088256975504922e-17,9.537331146754806e-34,1.0786626422917884e-33,5.393313211458936e-34
179946883,1,6.058182787491064e-06,3.088242147513534e-17,9.537239561679004e-34,1.0786522841110405e-33,5.393261420555202e-34
179946937,1,6.058182787491064e-06,3.08824029402212e-17,9.537228113621828e-34,1.0786509893471886e-33,5.393254946735947e-34
179947051,1,6.058182787491064e-06,3.0882363811012797e-17,9.537203945557528e-34,1.0786482559632173e-33,5.393241279816085e-34
179947381,1,6.058182787491064e-06,3.0882250542670856e-17,9.537133985802944e-34,1.0786403435847364e-33,5.393201717923679e-34
179947681,1,6.058182787491064e-06,3.0882147571991666e-17,9.537070386582708e-34,1.0786331505763453e-33,5.393165752881734e-34
179947717,1,6.058182787491064e-06,3.0882135215544767e-17,9.537062754711903e-34,1.0786322874193684e-33,5.3931614370968454e-34
179947723,1,6.058182787491064e-06,3.088213315613767e-17,9.537061482734176e-34,1.0786321435599555e-33,5.393160717799783e-34
179947741,1,6.058182787491064e-06,3.0882126977917624e-17,9.537057666802275e-34,1.0786317119818636e-33,5.393158559909319e-34
179947927,1,6.058182787491064e-06,3.088206313641903e-17,9.53701823561771e-34,1.0786272523542092e-33,5.393136261771047e-34
179947969,1,6.058182787491064e-06,3.0882048720624154e-17,9.537009331830039e-34,1.0786262453447022e-33,5.393131226723512e-34
179948203,1,6.058182787491064e-06,3.088196840423753e-17,9.536959725203251e-34,1.0786206348846794e-33,5.393103174423396e-34
179948437,1,6.058182787491064e-06,3.0881888088164234e-17,9.536910118899e-34,1.078615024461134e-33,5.3930751223056734e-34
179948581,1,6.058182787491064e-06,3.088183866304409e-17,9.536879592102847e-34,1.0786115719109315e-33,5.393057859554652e-34
179948599,1,6.058182787491064e-06,3.088183248491241e-17,9.536875776261915e-34,1.078611140343126e-33,5.39305570171563e-34
179948611,1,6.058182787491064e-06,3.088182836615899e-17,9.53687323236902e-34,1.078610852631376e-33,5.393054263156882e-34
179948623,1,6.058182787491064e-06,3.0881824247406396e-17,9.536870688476975e-34,1.078610564919723e-33,5.393052824598614e-34
179948647,1,6.058182787491064e-06,3.088181600990368e-17,9.536865600695431e-34,1.078609989496704e-33,5.393049947483518e-34
179948653,1,6.058182787491064e-06,3.088181395052851e-17,9.536864328750575e-34,1.0786098456410077e-33,5.393049228205043e-34
179949457,1,6.058182787491064e-06,3.0881537996119624e-17,9.5366938900578e-34,1.0785905691948132e-33,5.392952845974067e-34
179949487,1,6.058182787491064e-06,3.0881527699384906e-17,9.536687530478772e-34,1.0785898499327676e-33,5.392949249663835e-34
179949859,1,6.058182787491064e-06,3.088140002030223e-17,9.536608672139227e-34,1.0785809311332011e-33,5.392904655666e-34
179950213,1,6.058182787491064e-06,3.0881278519974976e-17,9.536533630282679e-34,1.0785724439740535e-33,5.392862219870273e-34
179950339,1,6.058182787491064e-06,3.088123527426881e-17,9.536506920647445e-34,1.0785694231409443e-33,5.392847115704719e-34
179950471,1,6.058182787491064e-06,3.0881189969340746e-17,9.536478939225115e-34,1.0785662584699806e-33,5.392831292349903e-34
179950747,1,6.058182787491064e-06,3.0881095241176937e-17,9.536420432946409e-34,1.0785596414682006e-33,5.392798207341001e-34
179950867,1,6.058182787491064e-06,3.0881054055154716e-17,9.536394995573875e-34,1.078556764526732e-33,5.392783822633661e-34
179950951,1,6.058182787491064e-06,3.0881025224988186e-17,9.536377189463567e-34,1.0785547506734107e-33,5.39277375336706e-34
179950963,1,6.058182787491064e-06,3.0881021106396263e-17,9.536374645736915e-34,1.0785544629804651e-33,5.392772314902321e-34
179951041,1,6.058182787491064e-06,3.0880994335568845e-17,9.53635811153435e-34,1.0785525929786412e-33,5.3927629648932085e-34
179951113,1,6.058182787491064e-06,3.0880969624066746e-17,9.53634284922533e-34,1.0785508668267105e-33,5.392754334133554e-34
179951179,1,6.058182787491064e-06,3.088094697188254e-17,9.536328858802213e-34,1.0785492845238068e-33,5.392746422619036e-34
179951227,1,6.058182787491064e-06,3.088093049758241e-17,9.536318683965155e-34,1.0785481337598813e-33,5.39274066879941e-34
179951917,1,6.058182787491064e-06,3.088069368097488e-17,9.536172422182019e-34,1.0785315916980583e-33,5.392657958490291e-34
179951929,1,6.058182787491064e-06,3.0880689562449284e-17,9.536169878523642e-34,1.0785313040128332e-33,5.3926565200641616e-34
179952139,1,6.058182787491064e-06,3.088061748838472e-17,9.536125364639324e-34,1.0785262695369049e-33,5.39263134768452e-34
179952247,1,6.058182787491064e-06,3.0880580421821203e-17,9.53610247188567e-34,1.0785236803892938e-33,5.39261840194647e-34
179952499,1,6.058182787491064e-06,3.088049393343251e-17,9.536049055727622e-34,1.0785176390750831e-33,5.392588195375421e-34
179953057,1,6.058182787491064e-06,3.0880302424722027e-17,9.53593077842293e-34,1.078504262029867e-33,5.392521310149335e-34
179953063,1,6.058182787491064e-06,3.088030036549826e-17,9.535929506633921e-34,1.0785041181917962e-33,5.39252059095899e-34
