rows,global_Qpost_max,tail_Qpost_max,Qpp_max,Qpp_tail_max,Qpp_over_denom_max,boundary_local_slack_max,boundary_local_slack_tail_max,projection_leakage_E_abs_max,projection_leakage_response_abs_max,projection_leakage_Q_proxy_max,finite_zone_Qpost_max,finite_zone_rows,C_slack_proxy_max_component,C_slack_proxy_sum_overcount,passes_Cslack_0p25_component,passes_Cslack_0p50_component,passes_total_budget_1_component_plus_O2B_O2C_obs,passes_sum_overcount_0p25,passes_sum_overcount_0p50,passes_sum_overcount_plus_O2B_O2C_obs_le_1,worst_slack_component,worst_slack_block_id,worst_slack_p_star,worst_slack_value
1468,0.03946320129494251,0.03437235322817768,0.0006293709991497,0.0,0.0006293709991497,0.019754849314279888,0.019754849314279888,0.4011668793555976,0.4011668793555976,0.009502682738794031,0.03946320129494251,1326,0.019754849314279888,0.019754849314279888,True,True,True,True,True,True,projection_leak_response_abs,34,127,0.4011668793555976
