candidate_id,block_id,x,y,h,p_star,E_theta_sign,post_P0_flag,finite_zone_flag,E_theta,Q_R2Q,Q_delta_D,Q_exc,epsilon,near_forbidden_flag,forbidden_flag,C_minus_flag,V2,sqrt_V2,V2_source,V2_available_flag,Q_exc_over_sqrt_V2,Q_exc_over_sqrt_V2_global,row_regime,Q_exc_above_0p025_flag,variance_ratio_above_constant_flag,missing_Q_exc_flag,missing_V2_flag,invalid_V2_flag
hexc_00010,11,211,210,1,211,positive,False,True,4.351858133476067,0.1912764152417241,0.1755617761599286,0.0,0.0157146390817954,False,False,False,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.0,0.0,finite_positive,False,False,False,False,False
hexc_00011,12,3279709,3278912,797,3279709,negative,False,True,-166.86828088206357,0.1060058846880691,0.0733688760483797,0.0114062615417102,0.021230747097979,False,False,True,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.5523893799152195,0.5523893799152195,finite_negative,False,False,False,False,False
hexc_00012,13,42899,42898,1,42899,positive,False,True,9.666603794621116,0.0968247715409328,0.0909085751563544,0.0,0.0059161963845783,False,False,False,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.0,0.0,finite_positive,False,False,False,False,False
hexc_00013,14,1195591,1195386,205,1195669,positive,False,True,18.90523282037472,0.0899443884131837,0.0648220454203745,0.0127144572989962,0.0124078856938128,False,False,False,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.615743480689818,0.615743480689818,finite_positive,False,False,False,False,False
hexc_00014,15,43133,43132,1,43133,positive,False,True,9.672043644375696,0.0943896668138165,0.0908636843222885,0.0,0.0035259824915279,False,False,False,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.0,0.0,finite_positive,False,False,False,False,False
hexc_00015,16,58309,58308,1,58309,positive,False,True,9.973511734352114,0.0939517191622745,0.0884432993920433,0.0,0.0055084197702311,False,False,False,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.0,0.0,finite_positive,False,False,False,False,False
hexc_00016,17,59333,59332,1,59333,positive,False,True,9.990920922612805,0.0929815072257821,0.0883074552338765,2.3527838405727803e-16,0.0046740519919053,False,False,False,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,1.1394204858585798e-14,1.1394204858585798e-14,finite_positive,False,False,False,False,False
hexc_00017,18,3241093,3239129,1964,3241093,negative,False,True,-165.06704136906455,0.159654089699117,0.1401120285534746,0.0081749848918229,0.0113670762538194,False,False,True,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.3959031465916453,0.3959031465916453,finite_negative,False,False,False,False,False
hexc_00018,19,1515197,1513853,1344,1515197,negative,False,True,-63.24655312102391,0.1510851987794436,0.1353288100910507,0.0103425912084517,0.0054137974799411,False,False,True,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.5008773052819755,0.5008773052819755,finite_negative,False,False,False,False,False
hexc_00019,20,58511,58510,1,58511,positive,False,True,9.97697004973177,0.0923670994574258,0.0884162808823417,0.0,0.003950818575084,False,False,False,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.0,0.0,finite_positive,False,False,False,False,False
