rows,positive_theta_rows,negative_theta_rows,positive_theta_frac,negative_theta_frac,best_positive_side_coordinate,best_corr_positive_theta,best_abs_corr_abs_theta,best_median_separation,positive_side_Qmax_current_R2Q,negative_side_Qmax_current_R2Q,positive_side_current_R2Q_pass_frac_Q_le_1,positive_side_current_R2Q_pass_frac_Q_le_0p75,transport_positive_rows,transport_has_later_negative_frac,transport_median_lag,transport_median_neg_abs_over_pos,transport_cover_frac_neg_abs_ge_pos
1468,1320,148,0.8991825613079019,0.1008174386920981,k4_sym_comp_norm,0.7151293504980537,-0.20845291390105647,0.0038604065633255384,0.2157084836048593,1.8193520399038576,1.0,1.0,1320,0.0,,,0.0
