candidate_id,block_id,x,y,h,right_endpoint,p_star,source,E_theta,E_theta_normalized,E_theta_sign,Q_R2Q,Q_threshold_0p75_flag,Q_threshold_1p00_flag,near_forbidden_flag,forbidden_flag,positive_harmless_flag,negative_transfer_flag,channel_full,channel_inferred,theta_negative_and_near_forbidden_flag,theta_positive_and_near_forbidden_flag,theta_zero_and_near_forbidden_flag,theta_unknown_and_near_forbidden_flag,theta_negative_and_forbidden_flag,theta_positive_and_forbidden_flag,theta_zero_and_forbidden_flag,theta_unknown_and_forbidden_flag,schur_projection_proxy,schur_projection_sign,spf_class,scale_ratio,post_P0_flag,tail_flag,finite_certificate_flag,valid_scale_flag,coordinate_available_flag,finite_certificate_coordinate_excluded_flag,threshold_negative_transfer_pass_flag,failure_type,status
cand_00263,264.0,31039823,31039822.0,1.0,31039823.0,31039823.0,theta,16.250781550943447,0.05460805408245047,positive,0.0576298658887291,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00264,265.0,33881387,33881386.0,1.0,33881387.0,33881387.0,theta,16.338376365517014,0.05434906088092073,positive,0.0586131860322688,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00265,266.0,40875397,40875396.0,1.0,40875397.0,40875397.0,theta,16.526038899672752,0.05380234786135347,positive,0.0570659692284134,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00266,267.0,359207,359206.0,1.0,359207.0,359207.0,theta,11.791654102970854,0.0720644898643484,positive,0.0800494306768673,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00267,268.0,30796769,30796057.0,712.0,30796769.0,30796769.0,theta,-22.283667759237915,-0.002808827278524607,negative,0.0776137683916326,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00268,269.0,178899467,178898710.0,757.0,178899467.0,178899467.0,theta,-129.92303273409152,-0.013077486763904848,negative,0.0645219433395106,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00269,270.0,17643289,17643288.0,1.0,17643289.0,17643289.0,theta,15.685866042410211,0.05633924159728181,positive,0.0599602263937145,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00270,271.0,187425023,187423758.0,1265.0,187425023.0,187425023.0,theta,-64.92019598792695,-0.005030315640832436,negative,0.0855229588678136,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00271,272.0,39650965,39650618.0,347.0,39650965.0,39651113.0,theta,55.3992965006438,0.009715840178124505,positive,0.0666565964958798,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00272,273.0,30401963,30401962.0,1.0,30401963.0,30401963.0,theta,16.230017736660166,0.05466980759162021,positive,0.0584108084726998,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00273,274.0,109547591,109546815.0,776.0,109547591.0,109547591.0,theta,-109.57283284869368,-0.011478138553813902,negative,0.0689354203592449,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00274,275.0,109494199,109492961.0,1238.0,109494199.0,109494199.0,theta,-108.80604725032116,-0.009024331057296,negative,0.0837417020986148,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00275,276.0,108562160,108561847.0,313.0,108562160.0,108562291.0,theta,-16.954684245508304,-0.0027992455761490956,negative,0.0551202378966553,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00276,277.0,7103683,7103682.0,1.0,7103683.0,7103683.0,theta,14.776123939910772,0.059369023570981214,positive,0.0630902209402763,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00277,278.0,30401417,30401416.0,1.0,30401417.0,30401417.0,theta,16.229999777132257,0.05466986106511579,positive,0.0591615064749945,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00278,279.0,40863643,40862800.0,843.0,40863643.0,40863643.0,theta,-1.7644553033559305,-0.00019785343061961378,negative,0.0829200752976066,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00279,280.0,33913261,33913260.0,1.0,33913261.0,33913261.0,theta,16.339316675800756,0.05434629391837158,positive,0.058191274874661,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00280,281.0,108810601,108810600.0,1.0,108810601.0,108810601.0,theta,17.505119323301336,0.051118875978513605,positive,0.0544870044829864,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00281,282.0,1512877,1512876.0,1.0,1512877.0,1512877.0,theta,13.229523694026316,0.06533764578727576,positive,0.0708017239099497,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00282,283.0,17591999,17591998.0,1.0,17591999.0,17591999.0,theta,15.682954754372712,0.05634844628587787,positive,0.0606328476734683,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00283,284.0,30400757,30400756.0,1.0,30400757.0,30400757.0,theta,16.229978067382206,0.05466992570482828,positive,0.0592359497084479,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00284,285.0,187503637,187502433.0,1204.0,187503637.0,187503637.0,theta,-118.1895832631717,-0.009386582764312326,negative,0.0793621467961531,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00285,286.0,1188899,1188898.0,1.0,1188899.0,1188899.0,theta,12.988538226732649,0.0663766926301531,positive,0.0732650773543473,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00286,287.0,108554851,108554850.0,1.0,108554851.0,108554851.0,theta,17.50276614237342,0.05112500583352532,positive,0.0546923953449301,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00287,288.0,108533473,108533470.0,3.0,108533473.0,108533687.0,theta,34.005138362130026,0.05734819489427019,positive,0.06296609300304,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00288,289.0,187420763,187420762.0,1.0,187420763.0,187420763.0,theta,18.04886671672199,0.049740672385038036,positive,0.0528698455510337,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00289,290.0,1200061,1200060.0,1.0,1200061.0,1200061.0,theta,12.997882946799592,0.06633579014591585,positive,0.0734962713434768,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00290,291.0,22052747,22052746.0,1.0,22052747.0,22052747.0,theta,15.908947732596488,0.055642712318162126,positive,0.0591697378973292,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00291,292.0,1196119,1196118.0,1.0,1196119.0,1196119.0,theta,12.994592706870844,0.06635018604190121,positive,0.072507583675384,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00292,293.0,179406523,179405418.0,1105.0,179406523.0,179406523.0,theta,-97.72642586632604,-0.008139310078765047,negative,0.0771394318911972,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00293,294.0,40836767,40836766.0,1.0,40836767.0,40836767.0,theta,16.525093385541517,0.05380507495028904,positive,0.0575917731273201,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00294,295.0,30775879,30775878.0,1.0,30775879.0,30775879.0,theta,16.242241791771498,0.05463343529331199,positive,0.0597981788803012,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00295,296.0,12422077,12422076.0,1.0,12422077.0,12422077.0,theta,15.334985850761935,0.05747061629031156,positive,0.0608018746772307,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00296,297.0,604724143,604718720.0,5423.0,604724143.0,604724143.0,theta,-287.04929571977755,-0.009533716346228249,negative,0.1444593757832343,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,True,False,False,True,True,False,True,,pass
cand_00297,298.0,30423259,30423255.0,4.0,30423259.0,30423359.0,theta,30.46143587930456,0.05129953890492494,positive,0.0588683256744303,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00298,299.0,39651863,39651244.0,619.0,39651863.0,39651863.0,theta,-24.148225995829307,-0.0031708800815248234,negative,0.0700647985436921,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00299,300.0,108555463,108555462.0,1.0,108555463.0,108555463.0,theta,17.50277178006044,0.05112499114603464,positive,0.0542277324548623,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00300,301.0,604360789,604358714.0,2075.0,604360789.0,604360789.0,theta,-235.00910780034724,-0.012619059989678817,negative,0.0905498237696835,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,True,False,False,True,True,False,True,,pass
cand_00301,302.0,30848879,30848878.0,1.0,30848879.0,30848879.0,theta,16.24461097054039,0.05462639144929827,positive,0.0591459350334649,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00302,303.0,155849,155848.0,1.0,155849.0,155849.0,theta,10.956642868748848,0.07664061674509375,positive,0.0823330539773264,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00303,304.0,604870961,604869251.0,1710.0,604870961.0,604870961.0,theta,-193.460685806944,-0.011442206541425666,negative,0.084228112951883,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,True,False,False,True,True,False,True,,pass
cand_00304,305.0,30386689,30386676.0,13.0,30386689.0,30386821.0,theta,55.9180601763964,0.052243719189010294,positive,0.0656901337841472,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00305,306.0,17997751,17997750.0,1.0,17997751.0,17997751.0,theta,15.705757363609788,0.05627643073898621,positive,0.0614815788836374,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00306,307.0,17642591,17642590.0,1.0,17642591.0,17642591.0,theta,15.68582647984297,0.05633936666312908,positive,0.0615114980157123,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00307,308.0,2275513,2275512.0,1.0,2275513.0,2275513.0,theta,13.637716079452618,0.0636495014821801,positive,0.0691152327817433,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00308,309.0,108834839,108833866.0,973.0,108834839.0,108834839.0,theta,-84.74379677806667,-0.007933361854573872,negative,0.0759633517847871,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00309,310.0,3459473,3459472.0,1.0,3459473.0,3459473.0,theta,14.056626823294508,0.062004861549040544,positive,0.0675533283624984,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00310,311.0,1516759,1516758.0,1.0,1516759.0,1516759.0,theta,13.232086379526844,0.06532676996876811,positive,0.0704701582316363,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00311,312.0,12785933,12785932.0,1.0,12785933.0,12785933.0,theta,15.363856140188712,0.05737582276481048,positive,0.0626516042594357,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00312,313.0,33868273,33868272.0,1.0,33868273.0,33868273.0,theta,16.33798923441809,0.05435020013669195,positive,0.0584495095176475,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00313,314.0,30402367,30402366.0,1.0,30402367.0,30402367.0,theta,16.23003102518748,0.05466976802583619,positive,0.0585071691732537,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00314,315.0,33926353,33926350.0,3.0,33926353.0,33926539.0,theta,31.67940523101436,0.06083210238479296,positive,0.0662381750517639,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00315,316.0,604434563,604433380.0,1183.0,604434563.0,604434563.0,theta,-212.4494583474634,-0.015108083419591904,negative,0.0706267903397897,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,True,False,False,True,True,False,True,,pass
cand_00316,317.0,12783493,12783492.0,1.0,12783493.0,12783493.0,theta,15.36366528725307,0.057376448394925436,positive,0.0614653493746613,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00317,318.0,30820421,30820420.0,1.0,30820421.0,30820421.0,theta,16.24368804772401,0.054629135191123966,positive,0.0586821462517961,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00318,319.0,109684921,109684920.0,1.0,109684921.0,109684921.0,theta,17.51312245909733,0.05109803938230768,positive,0.0544238599579058,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00319,320.0,604702619,604700469.0,2150.0,604702619.0,604702619.0,theta,-249.2969172381811,-0.01314996963727905,negative,0.0924905344982734,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,True,False,False,True,True,False,True,,pass
cand_00320,321.0,109471009,109470995.0,14.0,109471009.0,109471171.0,theta,60.04468101919571,0.04683199961608243,positive,0.0605347509168848,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00321,322.0,39669379,39669378.0,1.0,39669379.0,39669379.0,theta,16.496090138221277,0.053888861206128104,positive,0.0582727770264986,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00322,323.0,179438221,179438217.0,4.0,179438221.0,179438351.0,theta,34.01068305675338,0.04707973054130014,positive,0.0532141645529486,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00323,324.0,109683631,109683630.0,1.0,109683631.0,109683631.0,theta,17.51311069806788,0.051098069990365744,positive,0.055032164231841,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00324,325.0,1190201,1190200.0,1.0,1190201.0,1190201.0,theta,12.989632758387462,0.06637189919991743,positive,0.0715945211420518,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00325,326.0,187501387,187501386.0,1.0,187501387.0,187501387.0,theta,18.04929680068071,0.04973961158848317,positive,0.0525393820764277,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00326,327.0,109497079,109497076.0,3.0,109497079.0,109497203.0,theta,34.02281684386655,0.057323230908800954,positive,0.0638594994842023,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00327,328.0,33488869,33488866.0,3.0,33488869.0,33489013.0,theta,31.65344728612889,0.06087335988565681,positive,0.0671490711147243,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00328,329.0,109452151,109452148.0,3.0,109452151.0,109452269.0,theta,34.021996050826246,0.0573243900613778,positive,0.0627535154340644,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00329,330.0,187419913,187418830.0,1083.0,187419913.0,187419913.0,theta,-73.41046525155639,-0.006147600946629099,negative,0.0766870226372487,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00330,331.0,33415939,33415938.0,1.0,33415939.0,33415939.0,theta,16.324543559684656,0.05438979782149964,positive,0.0587411588277256,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00331,332.0,40835099,40835098.0,1.0,40835099.0,40835099.0,theta,16.525052539162417,0.053805192767221066,positive,0.0578586384299054,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00332,333.0,445001,445000.0,1.0,445001.0,445001.0,theta,12.005831808336865,0.0709767302044906,positive,0.0776707266078231,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00333,334.0,40836461,40836460.0,1.0,40836461.0,40836461.0,theta,16.525085892265995,0.05380509656378772,positive,0.0572224328808061,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00334,335.0,604685377,604682818.0,2559.0,604685377.0,604685377.0,theta,-132.574005324258,-0.006409904087848511,negative,0.103142612325526,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,True,False,False,True,True,False,True,,pass
cand_00335,336.0,12842771,12842770.0,1.0,12842771.0,12842771.0,theta,15.368291642911316,0.05736128668061012,positive,0.0614933608736022,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00336,337.0,3454739,3454738.0,1.0,3454739.0,3454739.0,theta,14.055257469638663,0.06201009996561062,positive,0.0678335682776829,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00337,338.0,108591737,108591025.0,712.0,108591737.0,108591737.0,theta,-45.88831219329336,-0.005023111514206862,negative,0.0670776998596762,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00338,339.0,108529951,108529950.0,1.0,108529951.0,108530069.0,theta,17.50253673893403,0.0511255974816211,positive,0.0549969698681508,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00339,340.0,40882771,40882770.0,1.0,40882771.0,40882771.0,theta,16.526219285319847,0.053801827617266575,positive,0.0576333796617081,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00340,341.0,7102457,7102456.0,1.0,7102457.0,7102457.0,theta,14.775951338485887,0.059369629155683765,positive,0.0646932136535411,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00341,342.0,40863883,40863879.0,4.0,40863883.0,40864051.0,theta,31.05151430036597,0.05054742130535292,positive,0.0574566735917498,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00342,343.0,1518239,1518238.0,1.0,1518239.0,1518239.0,theta,13.233061668549976,0.0653226318701599,positive,0.07170621495335,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00343,344.0,109597217,109596735.0,482.0,109597217.0,109597217.0,theta,-74.72895699034427,-0.009932157204436848,negative,0.0542204176570948,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00344,345.0,31018453,31018450.0,3.0,31018453.0,31018529.0,theta,31.500185622358515,0.06111804987058399,positive,0.0692098295960013,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00345,346.0,40845353,40845352.0,1.0,40845353.0,40845443.0,theta,16.525303615149454,0.05380445504449784,positive,0.0574305097109247,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00346,347.0,177979733,177979051.0,682.0,177979733.0,177979733.0,theta,-55.09311664328777,-0.00584557002628837,negative,0.064256989998171,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00347,348.0,12783283,12783282.0,1.0,12783283.0,12783283.0,theta,15.363648859683163,0.0573765022463558,positive,0.0626209646339798,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00348,349.0,7051327,7051326.0,1.0,7051327.0,7051327.0,theta,14.768726384026335,0.05939498946439276,positive,0.0640096837074059,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00349,350.0,178894801,178894798.0,3.0,178894801.0,178894987.0,theta,35.0046169630778,0.05596956433779495,positive,0.0624748732312566,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00350,351.0,33843569,33843568.0,1.0,33843569.0,33843569.0,theta,16.337259554044127,0.05435234758141367,positive,0.0573142485737193,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00351,352.0,109712341,109712340.0,1.0,109712341.0,109712341.0,theta,17.51337241663912,0.05109738887689234,positive,0.0539020807162376,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00352,353.0,179664509,179664508.0,1.0,179664509.0,179664509.0,theta,18.00660183085661,0.04984513858666646,positive,0.0530489105874725,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00353,354.0,30784619,30784618.0,1.0,30784619.0,30784619.0,theta,16.242525740093644,0.05463259098653026,positive,0.0583295511087164,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00354,355.0,33843947,33843946.0,1.0,33843947.0,33843947.0,theta,16.337270723016555,0.05435231470992509,positive,0.0578346580287957,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00355,356.0,33821509,33821502.0,7.0,33821509.0,33821677.0,theta,45.00982232048878,0.056601741673700384,positive,0.0654611569085146,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00356,357.0,30978317,30978316.0,1.0,30978317.0,30978317.0,theta,16.24879806610611,0.05461394714867216,positive,0.058206963587266,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00357,358.0,2275027,2275026.0,1.0,2275027.0,2275027.0,theta,13.63750247842863,0.06365036219407175,positive,0.0701677034244439,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00358,359.0,109548913,109548912.0,1.0,109548913.0,109548913.0,theta,17.511881701546663,0.051101268653003365,positive,0.0540412935367529,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00359,360.0,33488180,33487676.0,504.0,33488180.0,33488281.0,theta,-1.5258205110753806,-0.0002263894383431751,negative,0.0702213435707402,False,False,False,False,False,True,negative_transferred_repaid,neutral,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
cand_00360,361.0,33862651,33862647.0,4.0,33862651.0,33862799.0,theta,30.67564639008905,0.051023984154930375,positive,0.0585493445209605,False,False,False,False,True,False,positive_harmless,positive_harmless,False,False,False,False,False,False,False,False,,not_available,not_available,,False,False,True,True,True,False,True,,pass
