rows,coordinate_test_rows,finite_certificate_coordinate_excluded_rows,excluded_near_forbidden_rows,post_P0_rows,positive_rows,negative_rows,zero_rows,unknown_sign_rows,positive_Qmax,negative_Qmax,zero_Qmax,unknown_Qmax,positive_tail_Qmax,negative_tail_Qmax,positive_near_forbidden_count,negative_near_forbidden_count,zero_near_forbidden_count,unknown_near_forbidden_count,positive_forbidden_count,negative_forbidden_count,zero_forbidden_count,unknown_forbidden_count,Q_gt_0p75_count,Q_gt_0p75_negative_frac,Q_gt_1_count,Q_gt_1_negative_frac,lowest_clean_threshold,pass_NT_0p75,pass_NT_1p00,pass_threshold_negative_transfer,pass_negative_transfer_coordinate_empirical,inputs_used,optional_inputs_missing
1469,1468,1,1,142,1320,148,0,1,0.2157084836048593,1.8193520399038576,0.0,1.1611207216949435,0.0585344103602869,0.7568596623500748,0,3,0,1,0,1,0,1,3,1.0,1,1.0,0.5,True,True,True,True,prime_mesh_r2q_partial_full_interval_compatibility_rows.csv;prime_mesh_r2q_firstcrossing_covering_localization_windows.csv;prime_mesh_r2q_theta_first_crossing_intervals.csv;prime_mesh_r2q_o1_schur_residual_sign_stability_vectors.csv,
