jump_event_count,jump_covered_count,jump_uncovered_count,prime_jump_covered_count,prime_power_jump_covered_count,upper_candidate_count,upper_jump_represented_count,upper_jump_unrepresented_count,pass_upper_jump_localization,status
120,120,0,,,120,120,0,True,audited_upper_candidates_represented_no_prime_power_exhaustive_scan
