candidate_id,block_id,x,y,h,p_star,post_P0_flag,post_P0_by_pstar,finite_certified_flag,finite_zone_flag,threshold_relevant_flag,forbidden_flag,near_forbidden_flag,positive_harmless_flag,negative_transfer_flag,row_regime,Q_R2Q,Q_delta_D,Q_exc,epsilon,E_theta,epsilon_abs,Q_R2Q_recon,Q_R2Q_reconstruction_error,E_theta_sign,Q_R2Q_gt_0p75,Q_delta_D_gt_0p75,E_theta_positive,E_theta_nonnegative,E_theta_negative,positive_harmless_bound,positive_subthreshold_bound,Q_R2Q_minus_Q_delta_D,Q_exc_plus_abs_epsilon,direct_threshold_sign_counterexample,direct_delta_counterexample,endpoint_sign_bridge_counterexample,positive_harmless_counterexample_0p305,positive_harmless_counterexample_0p75,thresholdtransfer_failure_flag,Q_R2Q_bin,Q_delta_D_bin
hexc_00279,280,33913261,33913260,1,33913261,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.058191274874661,0.0565969031070541,1.5125377444014474e-15,0.0015943717676053,16.339316675800756,0.0015943717676053,0.058191274874660914,8.326672684688674e-17,positive,False,False,True,True,False,True,True,0.0015943717676068989,0.0015943717676068126,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00280,281,108810601,108810600,1,108810601,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0544870044829864,0.0530948456059851,0.0,0.0013921588770013,17.505119323301336,0.0013921588770013,0.0544870044829864,0.0,positive,False,False,True,True,False,True,True,0.0013921588770013024,0.0013921588770013,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00281,282,1512877,1512876,1,1512877,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0708017239099497,0.0686794678208969,0.0,0.0021222560890527,13.229523694026316,0.0021222560890527,0.0708017239099496,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.002122256089052796,0.0021222560890527,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00282,283,17591999,17591998,1,17591999,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0606328476734683,0.0587796318063267,0.0,0.0018532158671416,15.682954754372712,0.0018532158671416,0.0606328476734683,0.0,positive,False,False,True,True,False,True,True,0.0018532158671416,0.0018532158671416,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00283,284,30400757,30400756,1,30400757,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0592359497084479,0.0569491895165871,0.0,0.0022867601918608,16.229978067382206,0.0022867601918608,0.059235949708447894,6.938893903907228e-18,positive,False,False,True,True,False,True,True,0.002286760191860804,0.0022867601918608,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00285,286,1188899,1188898,1,1188899,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0732650773543473,0.0698346479419578,0.0,0.0034304294123894,12.988538226732649,0.0034304294123894,0.0732650773543472,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0034304294123894963,0.0034304294123894,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00286,287,108554851,108554850,1,108554851,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0546923953449301,0.0531014781004076,0.0,0.0015909172445225,17.50276614237342,0.0015909172445225,0.054692395344930096,6.938893903907228e-18,positive,False,False,True,True,False,True,True,0.0015909172445225037,0.0015909172445225,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00287,288,108533473,108533470,3,108533687,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.06296609300304,0.0613169333288047,0.010219488903672,-0.0085703292294367,34.005138362130026,0.0085703292294367,0.06296609300304001,1.3877787807814457e-17,positive,False,False,True,True,False,True,True,0.0016491596742352968,0.0187898181331087,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00288,289,187420763,187420762,1,187420763,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0528698455510337,0.0516054444654362,2.506466400735398e-15,0.001264401085595,18.04886671672199,0.001264401085595,0.0528698455510337,0.0,positive,False,False,True,True,False,True,True,0.0012644010855975066,0.0012644010855975064,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00289,290,1200061,1200060,1,1200061,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0734962713434768,0.0697891300685882,0.0,0.0037071412748886,12.997882946799592,0.0037071412748886,0.07349627134347679,1.3877787807814457e-17,positive,False,False,True,True,False,True,True,0.003707141274888609,0.0037071412748886,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00290,291,22052747,22052746,1,22052747,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0591697378973292,0.058009345127958,0.0,0.0011603927693711,15.908947732596488,0.0011603927693711,0.0591697378973291,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.001160392769371195,0.0011603927693711,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00291,292,1196119,1196118,1,1196119,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.072507583675384,0.0698051499707627,0.0,0.0027024337046212,12.994592706870844,0.0027024337046212,0.0725075836753839,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.002702433704621296,0.0027024337046212,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00293,294,40836767,40836766,1,40836767,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0575917731273201,0.0560082213784741,0.0,0.0015835517488459,16.525093385541517,0.0015835517488459,0.05759177312732,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0015835517488459946,0.0015835517488459,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00294,295,30775879,30775878,1,30775879,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0597981788803012,0.0569094579577928,0.0,0.0028887209225084,16.242241791771498,0.0028887209225084,0.0597981788803012,0.0,positive,False,False,True,True,False,True,True,0.0028887209225084004,0.0028887209225084,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00295,296,12422077,12422076,1,12422077,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0608018746772307,0.0600064835650318,2.556371173032396e-15,0.0007953911121963,15.334985850761935,0.0007953911121963,0.06080187467723065,4.85722573273506e-17,positive,False,False,True,True,False,True,True,0.0007953911121989024,0.0007953911121988563,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00297,298,30423259,30423255,4,30423359,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0588683256744303,0.0567047477261971,0.0144182081956392,-0.012254630247406,30.46143587930456,0.012254630247406,0.0588683256744303,0.0,positive,False,False,True,True,False,True,True,0.0021635779482332,0.0266728384430452,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00299,300,108555463,108555462,1,108555463,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0542277324548623,0.0531014622084794,0.0,0.0011262702463828,17.50277178006044,0.0011262702463828,0.054227732454862204,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0011262702463828989,0.0011262702463828,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00301,302,30848879,30848878,1,30848879,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0591459350334649,0.0569017887666288,1.5291967807111497e-15,0.0022441462668345,16.24461097054039,0.0022441462668345,0.059145935033464825,7.632783294297951e-17,positive,False,False,True,True,False,True,True,0.0022441462668361042,0.002244146266836029,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00302,303,155849,155848,1,155849,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0823330539773264,0.081373715100142,0.0,0.0009593388771843,10.956642868748848,0.0009593388771843,0.0823330539773263,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0009593388771843986,0.0009593388771843,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00304,305,30386689,30386676,13,30386821,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0656901337841472,0.0619776393332608,0.0172880108593613,-0.0135755164084748,55.9180601763964,0.0135755164084748,0.0656901337841473,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0037124944508864013,0.030863527267836102,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00305,306,17997751,17997750,1,17997751,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0614815788836374,0.058700983870679,0.0,0.0027805950129584,15.705757363609788,0.0027805950129584,0.0614815788836374,0.0,positive,False,False,True,True,False,True,True,0.002780595012958402,0.0027805950129584,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00306,307,17642591,17642590,1,17642591,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0615114980157123,0.0587697154139291,0.0,0.0027417826017831,15.68582647984297,0.0027417826017831,0.0615114980157122,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.002741782601783198,0.0027417826017831,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00307,308,2275513,2275512,1,2275513,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0691152327817433,0.0668075398802362,0.0,0.002307692901507,13.637716079452618,0.002307692901507,0.0691152327817432,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0023076929015070913,0.002307692901507,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00309,310,3459473,3459472,1,3459473,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0675533283624984,0.0649896164311518,0.0,0.0025637119313466,14.056626823294508,0.0025637119313466,0.06755332836249839,1.3877787807814457e-17,positive,False,False,True,True,False,True,True,0.0025637119313466072,0.0025637119313466,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00310,311,1516759,1516758,1,1516759,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0704701582316363,0.0686673886274796,0.0,0.0018027696041566,13.232086379526844,0.0018027696041566,0.0704701582316362,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0018027696041566926,0.0018027696041566,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00311,312,12785933,12785932,1,12785933,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0626516042594357,0.0599027500147229,2.5473588631481777e-15,0.0027488542447102,15.363856140188712,0.0027488542447102,0.06265160425943565,4.163336342344337e-17,positive,False,False,True,True,False,True,True,0.0027488542447127937,0.0027488542447127473,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00312,313,33868273,33868272,1,33868273,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0584495095176475,0.0566011539635097,0.0,0.0018483555541378,16.33798923441809,0.0018483555541378,0.0584495095176475,0.0,positive,False,False,True,True,False,True,True,0.001848355554137801,0.0018483555541378,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00313,314,30402367,30402366,1,30402367,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0585071691732537,0.0569490178266376,0.0,0.001558151346616,16.23003102518748,0.001558151346616,0.058507169173253604,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0015581513466160976,0.001558151346616,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00314,315,33926353,33926350,3,33926539,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0662381750517639,0.0653510059939369,0.0108918343889229,-0.0100046653310959,31.67940523101436,0.0100046653310959,0.0662381750517639,0.0,positive,False,False,True,True,False,True,True,0.0008871690578270003,0.0208964997200188,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00316,317,12783493,12783492,1,12783493,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0614653493746613,0.0599034345893696,8.49139428093181e-16,0.0015619147852908,15.36366528725307,0.0015619147852908,0.06146534937466125,4.85722573273506e-17,positive,False,False,True,True,False,True,True,0.0015619147852916973,0.0015619147852916492,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00317,318,30820421,30820420,1,30820421,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0586821462517961,0.0569047760842253,0.0,0.0017773701675708,16.24368804772401,0.0017773701675708,0.058682146251796095,6.938893903907228e-18,positive,False,False,True,True,False,True,True,0.0017773701675708048,0.0017773701675708,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00318,319,109684921,109684920,1,109684921,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0544238599579058,0.0530723009742895,0.0,0.0013515589836163,17.51312245909733,0.0013515589836163,0.0544238599579058,0.0,positive,False,False,True,True,False,True,True,0.0013515589836163022,0.0013515589836163,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00320,321,109471009,109470995,14,109471171,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0605347509168848,0.0555864061262656,0.0102675552005105,-0.0053192104098912,60.04468101919571,0.0053192104098912,0.06053475091688489,9.020562075079397e-17,positive,False,False,True,True,False,True,True,0.004948344790619202,0.0155867656104017,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00321,322,39669379,39669378,1,39669379,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0582727770264986,0.0560993179947859,0.0,0.0021734590317126,16.496090138221277,0.0021734590317126,0.0582727770264985,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0021734590317126976,0.0021734590317126,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00322,323,179438221,179438217,4,179438351,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0532141645529486,0.0515226455014222,0.0130795953907561,-0.0113880763392297,34.01068305675338,0.0113880763392297,0.05321416455294861,1.3877787807814457e-17,positive,False,False,True,True,False,True,True,0.0016915190515263967,0.0244676717299858,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00323,324,109683631,109683630,1,109683631,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.055032164231841,0.0530723340907695,0.0,0.0019598301410714,17.51311069806788,0.0019598301410714,0.0550321642318409,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0019598301410714974,0.0019598301410714,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00324,325,1190201,1190200,1,1190201,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0715945211420518,0.0698293134405508,0.0,0.001765207701501,12.989632758387462,0.001765207701501,0.0715945211420518,0.0,positive,False,False,True,True,False,True,True,0.001765207701501001,0.001765207701501,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00325,326,187501387,187501386,1,187501387,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0525393820764277,0.0516042994663513,0.0,0.0009350826100764,18.04929680068071,0.0009350826100764,0.0525393820764277,0.0,positive,False,False,True,True,False,True,True,0.0009350826100764029,0.0009350826100764,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00326,327,109497079,109497076,3,109497203,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0638594994842023,0.0612881804444233,0.0102146967561249,-0.0076433777163458,34.02281684386655,0.0076433777163458,0.0638594994842024,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.002571319039779002,0.0178580744724707,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00327,328,33488869,33488866,3,33489013,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0671490711147243,0.0653990366187609,0.0108998394938855,-0.009149804997922,31.65344728612889,0.009149804997922,0.0671490711147244,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0017500344959634068,0.0200496444918075,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00328,329,109452151,109452148,3,109452269,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0627535154340644,0.0612895154313816,0.0102149192539583,-0.0087509192512754,34.021996050826246,0.0087509192512754,0.0627535154340645,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0014640000026828054,0.0189658385052337,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00330,331,33415939,33415938,1,33415939,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0587411588277256,0.0566442469597574,1.51511840953764e-15,0.0020969118679666,16.324543559684656,0.0020969118679666,0.058741158827725515,8.326672684688674e-17,positive,False,False,True,True,False,True,True,0.0020969118679681972,0.0020969118679681153,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00331,332,40835099,40835098,1,40835099,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0578586384299054,0.05600834946535,0.0,0.0018502889645553,16.525052539162417,0.0018502889645553,0.0578586384299053,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0018502889645553994,0.0018502889645553,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00332,333,445001,445000,1,445001,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0776707266078231,0.0749769861339492,0.0,0.0026937404738739,12.005831808336865,0.0026937404738739,0.07767072660782309,1.3877787807814457e-17,positive,False,False,True,True,False,True,True,0.0026937404738739124,0.0026937404738739,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00333,334,40836461,40836460,1,40836461,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0572224328808061,0.0560082448759908,0.0,0.0012141880048152,16.525085892265995,0.0012141880048152,0.057222432880806,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.001214188004815299,0.0012141880048152,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00335,336,12842771,12842770,1,12842771,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0614933608736022,0.0598868446154668,1.6973189842787913e-15,0.0016065162581337,15.368291642911316,0.0016065162581337,0.061493360873602194,6.938893903907228e-18,positive,False,False,True,True,False,True,True,0.0016065162581354042,0.0016065162581353975,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00336,337,3454739,3454738,1,3454739,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0678335682776829,0.0649953978302506,5.015726099020225e-16,0.0028381704474317,14.055257469638663,0.0028381704474317,0.0678335682776828,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0028381704474323005,0.0028381704474322016,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00338,339,108529951,108529950,1,108530069,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0549969698681508,0.0531021185270431,0.0,0.0018948513411077,17.50253673893403,0.0018948513411077,0.0549969698681508,0.0,positive,False,False,True,True,False,True,True,0.0018948513411077006,0.0018948513411077,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00339,340,40882771,40882770,1,40882771,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0576333796617081,0.0560046909904061,0.0,0.001628688671302,16.526219285319847,0.001628688671302,0.0576333796617081,0.0,positive,False,False,True,True,False,True,True,0.0016286886713020032,0.001628688671302,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00340,341,7102457,7102456,1,7102457,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0646932136535411,0.0620884020312099,0.0,0.0026048116223311,14.775951338485887,0.0026048116223311,0.064693213653541,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.002604811622331199,0.0026048116223311,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00341,342,40863883,40863879,4,40864051,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0574566735917498,0.0557721724135561,0.014176984271913,-0.0124924830937192,31.05151430036597,0.0124924830937192,0.0574566735917499,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0016845011781937008,0.0266694673656322,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00342,343,1518239,1518238,1,1518239,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.07170621495335,0.0686627927275693,0.0,0.0030434222257807,13.233061668549976,0.0030434222257807,0.07170621495335,0.0,positive,False,False,True,True,False,True,True,0.0030434222257807036,0.0030434222257807,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00344,345,31018453,31018450,3,31018529,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0692098295960013,0.0656840261013088,0.0109473377461031,-0.0074215342514105,31.500185622358515,0.0074215342514105,0.0692098295960014,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.003525803494692503,0.018368871997513598,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00345,346,40845353,40845352,1,40845443,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0574305097109247,0.0560075480621169,0.0,0.0014229616488077,16.525303615149454,0.0014229616488077,0.0574305097109246,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0014229616488077995,0.0014229616488077,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00347,348,12783283,12783282,1,12783283,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0626209646339798,0.0599034935145176,1.6982822660137025e-15,0.0027174711194605,15.363648859683163,0.0027174711194605,0.0626209646339798,0.0,positive,False,False,True,True,False,True,True,0.002717471119462203,0.0027174711194621983,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00348,349,7051327,7051326,1,7051327,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0640096837074059,0.0621162542989741,9.144225917840625e-16,0.0018934294084308,14.768726384026335,0.0018934294084308,0.06400968370740581,8.326672684688674e-17,positive,False,False,True,True,False,True,True,0.0018934294084317974,0.0018934294084317145,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00349,350,178894801,178894798,3,178894987,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0624748732312566,0.0597323013681423,0.0099553835702951,-0.0072128117071808,35.0046169630778,0.0072128117071808,0.0624748732312566,0.0,positive,False,False,True,True,False,True,True,0.0027425718631142945,0.0171681952774759,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00350,351,33843569,33843568,1,33843569,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0573142485737193,0.0566034908858585,0.0,0.0007107576878608,16.337259554044127,0.0007107576878608,0.0573142485737193,0.0,positive,False,False,True,True,False,True,True,0.0007107576878608024,0.0007107576878608,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00351,352,109712341,109712340,1,109712341,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0539020807162376,0.0530715971584078,0.0,0.0008304835578298,17.51337241663912,0.0008304835578298,0.0539020807162376,0.0,positive,False,False,True,True,False,True,True,0.0008304835578298031,0.0008304835578298,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00352,353,179664509,179664508,1,179664509,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0530489105874725,0.0517182132568102,0.0,0.0013306973306623,18.00660183085661,0.0013306973306623,0.0530489105874725,0.0,positive,False,False,True,True,False,True,True,0.0013306973306623018,0.0013306973306623,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00353,354,30784619,30784618,1,30784619,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0583295511087164,0.0569085386889664,0.0,0.0014210124197499,16.242525740093644,0.0014210124197499,0.0583295511087163,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.001421012419749998,0.0014210124197499,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00354,355,33843947,33843946,1,33843947,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0578346580287957,0.056603455113919,1.5128947513897902e-15,0.0012312029148751,16.337270723016555,0.0012312029148751,0.057834658028795616,8.326672684688674e-17,positive,False,False,True,True,False,True,True,0.001231202914876696,0.0012312029148766129,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00355,356,33821509,33821502,7,33821677,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0654611569085146,0.0635973076915966,0.0155337822934355,-0.0136699330765175,45.00982232048878,0.0136699330765175,0.0654611569085146,0.0,positive,False,False,True,True,False,True,True,0.0018638492169179982,0.029203715369952997,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00356,357,30978317,30978316,1,30978317,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.058206963587266,0.0568882399079218,0.0,0.0013187236793441,16.24879806610611,0.0013187236793441,0.0582069635872659,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0013187236793441998,0.0013187236793441,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00357,358,2275027,2275026,1,2275027,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0701677034244439,0.0668084927615614,0.0,0.0033592106628825,13.63750247842863,0.0033592106628825,0.0701677034244439,0.0,positive,False,False,True,True,False,True,True,0.0033592106628825003,0.0033592106628825,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00358,359,109548913,109548912,1,109548913,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0540412935367529,0.0530757949033395,0.0,0.0009654986334134,17.511881701546663,0.0009654986334134,0.0540412935367529,0.0,positive,False,False,True,True,False,True,True,0.0009654986334134003,0.0009654986334134,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00360,361,33862651,33862647,4,33862799,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0585493445209605,0.05636261671122,0.0143296944521975,-0.0121429666424569,30.67564639008905,0.0121429666424569,0.0585493445209606,9.71445146547012e-17,positive,False,False,True,True,False,True,True,0.0021867278097405032,0.0264726610946544,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00361,362,3441017,3441016,1,3441017,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0664152882950914,0.0650122065361843,5.018378956711261e-16,0.0014030817589066,14.051277625191709,0.0014030817589066,0.0664152882950914,0.0,positive,False,False,True,True,False,True,True,0.0014030817589071043,0.0014030817589071017,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
hexc_00362,363,17998027,17998026,1,17998027,False,False,True,True,False,False,False,True,False,sign_inconsistent_positive_harmless,0.0607228067308972,0.0587009310494316,3.258870007946012e-15,0.0020218756814623,15.70577269874159,0.0020218756814623,0.060722806730897166,3.469446951953614e-17,positive,False,False,True,True,False,True,True,0.0020218756814655986,0.0020218756814655587,False,False,False,False,False,False,"(-inf, 0.305]","(-inf, 0.25]"
