rows,post_P0_rows,used_files,missing_expected_files,negative_subthreshold_count,negative_subthreshold_post_P0_count,negative_subthreshold_Q_R2Q_max,negative_subthreshold_Q_R2Q_min,negative_subthreshold_E_theta_max,negative_subthreshold_E_theta_min,negative_subthreshold_repaid_count,negative_subthreshold_finite_certified_count,negative_subthreshold_non_surviving_count,negative_subthreshold_harmless_count,negative_subthreshold_unrepaid_count,negative_subthreshold_surviving_unrepaid_count,pass_negative_subthreshold_repayment,post_P0_negative_subthreshold_count,post_P0_negative_subthreshold_repaid_count,post_P0_negative_subthreshold_unrepaid_count,post_P0_negative_subthreshold_surviving_unrepaid_count,pass_post_P0_O2_repayment,O2_available_rows,O2_missing_rows,O2_balance_min,O2_balance_negative_count,O2_margin_min,O2_cap_max,O2_cap_failures,pass_O2_numeric_repayment,O2_cap_sum,O2_cap_target,O2_cap_margin,O2_cap_margin_min,O2_cap_above_target_count,pass_O2_cap,threshold_rows_count,threshold_rows_repaid_count,threshold_rows_finite_certified_count,threshold_rows_classification,forbidden_count,forbidden_repaid_count,forbidden_finite_certified_count,forbidden_surviving_unrepaid_count,forbidden_O2_balance_min,pass_forbidden_O2_safety,finite_zone_count,finite_zone_negative_subthreshold_count,finite_zone_negative_subthreshold_certified_count,finite_zone_negative_subthreshold_uncertified_count,neutral_1e_minus_8_count,neutral_1e_minus_8_Q_R2Q_max,O2_repayment_failures,pass_o2_repayment_closure_empirical,accumulation_available_rows,negative_subthreshold_accumulation_risk_count,negative_subthreshold_accumulation_risk_repaid_count,negative_subthreshold_accumulation_risk_unrepaid_count,pass_no_unrepaid_accumulation_proxy,best_O2_closure_form,recommended_next_file
1468,142,prime_mesh_r2q_rawr2q_primitive_decomposition_rows_v3.csv;prime_mesh_r2q_o2_local_repayment_assembly_rows.csv;prime_mesh_r2q_o2_local_repayment_assembly_summary.csv;prime_mesh_r2q_firstcrossing_threshold_relevance_rows.csv;prime_mesh_r2q_endpointmotion_thresholdtransfer_rows.csv;prime_mesh_r2q_endpointmotion_thresholdtransfer_summary.csv;prime_mesh_r2q_finite_certificate_rows.csv;prime_mesh_r2q_b3_no_accumulation_rows.csv;prime_mesh_r2q_negative_transfer_coordinate_rows.csv;prime_mesh_r2q_channel_compatibility_rows.csv;prime_mesh_r2q_residual_epsilon_bound_rows.csv;prime_mesh_r2q_hexc_bridge_energy_export_rows_v1.csv,prime_mesh_r2q_o2_repayment_rows.csv;prime_mesh_r2q_o2_closure_rows.csv;prime_mesh_r2q_o2_component_cap_rows.csv,145,21,0.6812241515207513,0.0508464536997485,-1.5258205110753806,-1758.548029879923,145,124,145,137,0,0,True,21,21,0,0,True,1468,0,9.404501539370114e-05,0,9.404501539370114e-05,0.0499059549846063,0,True,0.0499059549846063,0.05,9.404501539370114e-05,9.404501539370114e-05,0,True,3,3,2,threshold_negative_not_O2_target,1,1,1,0,9.404501539370114e-05,True,1326,124,124,0,0,,0,True,145,0,0,0,True,O2_numeric_repayment,Prime_Mesh_R2Q_O2_Repayment_Theorem_Target_v1.md
