block_id,y,h,p_star,E_theta,Q_R2Q,channel,post_P0_flag,finite_zone_flag,row_status
376,15936,1,15937,8.676398728859631,0.1034376505744083,positive_harmless,False,True,instrumentation_gap
378,108563562,1,108563563,17.502846393512364,0.054274460944475,positive_harmless,False,True,instrumentation_gap
380,3280746,1,3280747,14.00358169833306,0.0681975726185681,positive_harmless,False,True,instrumentation_gap
381,22053060,1,22053061,15.908961971084082,0.0603424434897043,positive_harmless,False,True,instrumentation_gap
383,31019392,1,31019393,16.250123147500577,0.0578361073290868,positive_harmless,False,True,instrumentation_gap
384,30977830,1,30977831,16.248782377590423,0.0578287310274751,positive_harmless,False,True,instrumentation_gap
385,7048858,1,7048859,14.76837631771867,0.0650198321388196,positive_harmless,False,True,instrumentation_gap
386,4995778,1,4995779,14.42410391386088,0.0665766157119201,positive_harmless,False,True,instrumentation_gap
387,12802552,1,12802553,15.365155162126715,0.061787082836556,positive_harmless,False,True,instrumentation_gap
388,30333336,1,30333337,16.22775789669213,0.0585540342059468,positive_harmless,False,True,instrumentation_gap
389,12783646,1,12783647,15.363677333966155,0.0620305679197299,positive_harmless,False,True,instrumentation_gap
390,179409772,1,179409773,18.00518298213642,0.0528986214654153,positive_harmless,False,True,instrumentation_gap
391,12807942,1,12807943,15.36557608330525,0.0627475897600344,positive_harmless,False,True,instrumentation_gap
392,3439378,1,3439379,14.050801489797482,0.0675932165846349,positive_harmless,False,True,instrumentation_gap
393,30801246,1,30801247,16.243065734137215,0.0584941961271208,positive_harmless,False,True,instrumentation_gap
394,3277456,1,3277457,14.002578374778016,0.0667620359967211,positive_harmless,False,True,instrumentation_gap
395,33870358,1,33870359,16.33805082408824,0.0592817646450739,positive_harmless,False,True,instrumentation_gap
396,1196398,1,1196399,12.994826769896724,0.073189163234131,positive_harmless,False,True,instrumentation_gap
397,7049758,1,7049759,14.76850398980699,0.0639775221679599,positive_harmless,False,True,instrumentation_gap
398,39691852,1,39691853,16.49665651049233,0.0570431336777607,positive_harmless,False,True,instrumentation_gap
399,3266670,1,3266671,13.999281981502422,0.0678918946863361,positive_harmless,False,True,instrumentation_gap
400,31019925,4,31019993,30.5002807892536,0.058517488803213,positive_harmless,False,True,instrumentation_gap
401,617428,1,617429,12.333319361116503,0.0738358982563811,positive_harmless,False,True,instrumentation_gap
402,1518622,1,1518623,13.233314561175357,0.0714560474941763,positive_harmless,False,True,instrumentation_gap
403,30418938,1,30418939,16.230575965817664,0.0579128565004976,positive_harmless,False,True,instrumentation_gap
405,33844780,1,33844781,16.337295365228773,0.059041266201577,positive_harmless,False,True,instrumentation_gap
406,1189150,1,1189151,12.988750165086293,0.0720468489481977,positive_harmless,False,True,instrumentation_gap
407,3439062,1,3439063,14.050709608525468,0.0681046044048134,positive_harmless,False,True,instrumentation_gap
408,910276,1,910277,12.721504227778484,0.0749287563478817,positive_harmless,False,True,instrumentation_gap
409,40841362,1,40841363,16.52520592484683,0.0586737489929136,positive_harmless,False,True,instrumentation_gap
410,1517916,1,1517917,13.232849558236008,0.0705537248388434,positive_harmless,False,True,instrumentation_gap
411,179435746,3,179436077,35.010655503905085,0.0608113493141144,positive_harmless,False,True,instrumentation_gap
412,1511562,1,1511563,13.228654772782928,0.0706974408897726,positive_harmless,False,True,instrumentation_gap
413,108593346,1,108593347,17.503120702077418,0.0546182774138054,positive_harmless,False,True,instrumentation_gap
415,17640598,1,17640599,15.685713564882494,0.0611881261978987,positive_harmless,False,True,instrumentation_gap
416,30371022,1,30371023,16.228999521011747,0.0596340487654195,positive_harmless,False,True,instrumentation_gap
417,4991236,1,4991237,14.4231943327982,0.0657125416893429,positive_harmless,False,True,instrumentation_gap
418,30400030,1,30400031,16.22995418611277,0.0580098213946896,positive_harmless,False,True,instrumentation_gap
419,109592158,1,109592159,17.512276387948138,0.0538415692856274,positive_harmless,False,True,instrumentation_gap
420,1512516,1,1512517,13.229285708493393,0.0708371017721546,positive_harmless,False,True,instrumentation_gap
421,179641800,1,179641801,18.006475431740324,0.0535518097468465,positive_harmless,False,True,instrumentation_gap
422,187430752,1,187430753,18.04892001782697,0.0533821363327469,positive_harmless,False,True,instrumentation_gap
423,1197102,1,1197103,12.995415029292625,0.0725973533181587,positive_harmless,False,True,instrumentation_gap
424,178906839,4,178907011,34.004751585154295,0.0537613436683464,positive_harmless,False,True,instrumentation_gap
426,1198102,1,1198103,12.996250030589469,0.0716439824546732,positive_harmless,False,True,instrumentation_gap
427,108829176,1,108829177,17.5052900273906,0.0544294247853158,positive_harmless,False,True,instrumentation_gap
428,109588770,1,109588771,17.51224547284982,0.0537769958239419,positive_harmless,False,True,instrumentation_gap
429,108831195,4,108831299,33.01061719521155,0.055060010476967,positive_harmless,False,True,instrumentation_gap
430,1190982,1,1190983,12.990289574516003,0.072546546180588,positive_harmless,False,True,instrumentation_gap
431,39691186,1,39691187,16.496639731089576,0.0580269088590896,positive_harmless,False,True,instrumentation_gap
433,40864660,1,40864661,16.52577621329047,0.0575819322666712,positive_harmless,False,True,instrumentation_gap
434,30360430,1,30360431,16.22865070670187,0.0588814400924941,positive_harmless,False,True,instrumentation_gap
435,30360046,1,30360047,16.228638058580096,0.0581421661772224,positive_harmless,False,True,instrumentation_gap
436,109496868,1,109496869,17.51140651320472,0.0551035992031224,positive_harmless,False,True,instrumentation_gap
437,187505316,1,187505317,18.04931776030601,0.0530690201586509,positive_harmless,False,True,instrumentation_gap
438,12837336,1,12837337,15.367868435962098,0.0612899637796794,positive_harmless,False,True,instrumentation_gap
439,12830436,1,12830437,15.367330796806776,0.0626960586435312,positive_harmless,False,True,instrumentation_gap
440,39623958,1,39623959,16.494944518523248,0.0579331348020495,positive_harmless,False,True,instrumentation_gap
441,17992690,1,17992691,15.705476177842002,0.0612759643063083,positive_harmless,False,True,instrumentation_gap
442,39646072,1,39646073,16.49550245952606,0.0571023960704463,positive_harmless,False,True,instrumentation_gap
444,178895308,1,178895413,18.00231132678245,0.0530953390628619,positive_harmless,False,True,instrumentation_gap
