rows,post_P0_rows,post_P0_K_prime_max,post_P0_K_prime_above_65_count,post_P0_product_margin_min,post_P0_corr_rho_W,post_P0_corr_logrho_logW,post_P0_spearman_rho_W,post_P0_corr_K_rho,post_P0_corr_K_W,post_P0_W_large_rows,post_P0_W_large_rho_max,post_P0_W_large_K_max,post_P0_rho_large_rows,post_P0_rho_large_W_max,post_P0_rho_large_K_max,post_P0_W_max,post_P0_rho_max,post_P0_K_q99,threshold_relevant_rows,threshold_relevant_K_max,forbidden_rows,forbidden_K_max,regime_split_candidate,best_theorem_form_recommended,pass_direct_product_bound,pass_rayleighcoupling_empirical
1468,142,64.24988591171059,0,0.7501140882894077,-0.022268635156078374,-0.9713786595637668,0.6479036094678277,0.5102820764757124,0.024306871493267962,22,0.0044902565189875,64.24988591171059,1,817.7394705925482,51.108716920391565,3033676.629773508,0.06250000001022,55.90383333592884,3,5.2493680971415095,1,4.242257262838288,two_regime,two_regime_coupling,True,True
