row_id,candidate_id,block_id,source,x,y,h,right_endpoint,p_star,post_P0_flag,finite_zone_flag,finite_certificate_flag,coordinate_available_flag,finite_certificate_coordinate_excluded_flag,E_theta,E_theta_sign,E_theta_normalized,Q_R2Q,Q_exc,Q_O2,accumulation_proxy,positive_harmless_flag,negative_transfer_flag,channel_compatible_flag,O2_applicable_flag,B3_applicable_flag,endpoint_repaid_flag,near_forbidden_flag,forbidden_flag,known_pstar_110312593_flag,finite_certification_mode,finite_certification_pass_flag,failure_type,status
finite_00193,cand_00193,194.0,theta,33878263.0,33877658.0,605.0,33878263.0,33878389.0,False,True,True,True,False,1.8396280710575184,positive,0.0002487940109059,0.0805833243274027,0.0037853230281918,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00194,cand_00194,195.0,theta,33865589.0,33865210.0,379.0,33865589.0,33865589.0,False,True,True,True,False,-66.91772891101186,negative,-0.0114347875630419,0.057783925386995,0.005601889555006,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00195,cand_00195,196.0,theta,39648137.0,39647291.0,846.0,39648137.0,39648137.0,False,True,True,True,False,-58.70055013602325,negative,-0.0065932807062891,0.0817237377621316,0.0056067813907826,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00196,cand_00196,197.0,theta,30786463.0,30786460.0,3.0,30786463.0,30786629.0,False,True,True,True,False,31.48517121172168,positive,0.0611421036523717,0.06834819426233,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00197,cand_00197,198.0,theta,40839499.0,40839496.0,3.0,40839499.0,40839853.0,False,True,True,True,False,32.05032051862896,positive,0.0602486503662876,0.0664294699592638,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00198,cand_00198,199.0,theta,39635782.0,39635564.0,218.0,39635782.0,39635819.0,False,True,True,True,False,26.93335827774129,positive,0.0059596707112021,0.0588053295328899,0.0085391222223537,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00199,cand_00199,200.0,theta,17590933.0,17590930.0,3.0,17590933.0,17591099.0,False,True,True,True,False,30.365788199920942,positive,0.0629913115465854,0.0690704028270101,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00200,cand_00200,201.0,theta,7051567.0,7051566.0,1.0,7051567.0,7051567.0,False,True,True,True,False,14.768760419593791,positive,0.0593948699456424,0.0648470887681662,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00201,cand_00201,202.0,theta,673.0,672.0,1.0,673.0,673.0,False,True,True,True,False,5.511745329644728,positive,0.1299853261832927,0.1551610461475472,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00202,cand_00202,203.0,theta,12784609.0,12784608.0,1.0,12784609.0,12784609.0,False,True,True,True,False,15.363752583525644,positive,0.0573761622295676,0.0615986076879811,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00203,cand_00203,204.0,theta,445141.0,445140.0,1.0,445141.0,445141.0,False,True,True,True,False,12.006146364893356,positive,0.0709751565924715,0.078849161619478,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00204,cand_00204,205.0,theta,12807857.0,12807856.0,1.0,12807857.0,12807857.0,False,True,True,True,False,15.365569368699422,positive,0.0573702072822844,0.0621526059796389,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00205,cand_00205,206.0,theta,180640297.0,180639336.0,961.0,180640297.0,180640297.0,False,True,True,True,False,-238.54340509111228,negative,-0.0212887064267581,0.0697019970406704,0.0037910451931427,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00206,cand_00206,207.0,theta,1518191.0,1518190.0,1.0,1518191.0,1518191.0,False,True,True,True,False,13.233030052474517,positive,0.0653227660072921,0.0719532466962552,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00208,cand_00208,209.0,theta,40865926.0,40865652.0,274.0,40865926.0,40866037.0,False,True,True,True,False,23.938660520016867,positive,0.0047083460199858,0.0613874169888523,0.0048335818541216,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00209,cand_00209,210.0,theta,30339269.0,30339268.0,1.0,30339269.0,30339269.0,False,True,True,True,False,16.227953437988603,positive,0.0546759546082353,0.058274726799016,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00210,cand_00210,211.0,theta,1507291.0,1507290.0,1.0,1507291.0,1507291.0,False,True,True,True,False,13.225824557839376,positive,0.0653533509504995,0.071217737590593,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00211,cand_00211,212.0,theta,338609.0,338608.0,1.0,338609.0,338609.0,False,True,True,True,False,11.73260132836337,positive,0.0723702431147862,0.0799255305017518,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00212,cand_00212,213.0,theta,17594719.0,17594718.0,1.0,17594719.0,17594719.0,False,True,True,True,False,15.683109358164144,positive,0.0563479573961253,0.0598206042552528,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00213,cand_00213,214.0,theta,231107.0,231106.0,1.0,231107.0,231107.0,False,True,True,True,False,11.350636085721526,positive,0.0744117553076697,0.081042286548022,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00215,cand_00215,216.0,theta,12837191.0,12837190.0,1.0,12837191.0,12837191.0,False,True,True,True,False,15.367857062822154,positive,0.0573627105679347,0.062888385067126,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00216,cand_00216,217.0,theta,3236683.0,3236682.0,1.0,3236683.0,3236683.0,False,True,True,True,False,13.99005959793064,positive,0.0622605346145852,0.0666226148249239,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00217,cand_00217,218.0,theta,12784091.0,12784090.0,1.0,12784091.0,12784091.0,False,True,True,True,False,15.3637120652357,positive,0.0573762950519638,0.0613983378884961,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00219,cand_00219,220.0,theta,1513319.0,1513318.0,1.0,1513319.0,1513319.0,False,True,True,True,False,13.229815809938929,positive,0.0653364058906387,0.0718988838707155,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00220,cand_00220,221.0,theta,3452881.0,3452880.0,1.0,3452881.0,3452881.0,False,True,True,True,False,14.05471951299229,positive,0.062012158141505,0.0679598564990468,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00221,cand_00221,222.0,theta,3281627.0,3281626.0,1.0,3281627.0,3281627.0,False,True,True,True,False,14.003849893960211,positive,0.0622073965135036,0.0684583966021968,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00223,cand_00223,224.0,theta,30417889.0,30417888.0,1.0,30417889.0,30417889.0,False,True,True,True,False,16.230541447252687,positive,0.0546682483182569,0.0595665514274872,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00224,cand_00224,225.0,theta,30422683.0,30422680.0,3.0,30422683.0,30422863.0,False,True,True,True,False,31.461398013179057,positive,0.0611802570819427,0.0672912160005141,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00225,cand_00225,226.0,theta,39648883.0,39648882.0,1.0,39648883.0,39648883.0,False,True,True,True,False,16.495573334147675,positive,0.0538903565361072,0.0582681497791033,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00226,cand_00226,227.0,theta,17642329.0,17642326.0,3.0,17642329.0,17642453.0,False,True,True,True,False,30.371623145248783,positive,0.062981403794995,0.0713316310686374,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00228,cand_00228,229.0,theta,12421837.0,12421836.0,1.0,12421837.0,12421837.0,False,True,True,True,False,15.334966530134755,positive,0.0574706798325747,0.0618751942454069,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00229,cand_00229,230.0,theta,30405923.0,30405922.0,1.0,30405923.0,30405923.0,False,True,True,True,False,16.23014798292479,positive,0.0546694197937272,0.0593788171181867,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00230,cand_00230,231.0,theta,17591797.0,17591796.0,1.0,17591797.0,17591797.0,False,True,True,True,False,15.682943271814093,positive,0.0563484825964836,0.0608439203610845,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00231,cand_00231,232.0,theta,7103281.0,7103277.0,4.0,7103281.0,7103387.0,False,True,True,True,False,27.552134414332773,positive,0.0553511856398291,0.0636678531151053,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00232,cand_00232,233.0,theta,108545317.0,108544444.0,873.0,108545317.0,108545317.0,False,True,True,True,False,-132.8930425093655,negative,-0.0131378992210281,0.072593883103974,0.0084071568650214,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00233,cand_00233,234.0,theta,33928207.0,33928206.0,1.0,33928207.0,33928207.0,False,True,True,True,False,16.33975729127334,positive,0.0543449974572264,0.0577100468058422,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00234,cand_00234,235.0,theta,12805417.0,12804850.0,567.0,12805417.0,12805417.0,False,True,True,True,False,-26.94325242094044,negative,-0.0042248020373668,0.0752600730877132,0.0051852383941086,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00235,cand_00235,236.0,theta,7114039.0,7114038.0,1.0,7114039.0,7114039.0,False,True,True,True,False,14.777580713623388,positive,0.059363912863566,0.0641316326651891,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00236,cand_00236,237.0,theta,1189109.0,1189108.0,1.0,1189109.0,1189109.0,False,True,True,True,False,12.988714845146502,positive,0.0663759190947688,0.0718770358244725,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00237,cand_00237,238.0,theta,109610882.0,109610360.0,522.0,109610882.0,109610987.0,False,True,True,True,False,-77.7013201168142,negative,-0.0099235128053833,0.0613897943072523,0.0082632311922063,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00238,cand_00238,239.0,theta,1185979.0,1185978.0,1.0,1185979.0,1185979.0,False,True,True,True,False,12.986079151806315,positive,0.0663874644969639,0.0720020312883792,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00239,cand_00239,240.0,theta,3458053.0,3458052.0,1.0,3458053.0,3458053.0,False,True,True,True,False,14.056216271886404,positive,0.062006432007354,0.0681051918998026,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00240,cand_00240,241.0,theta,40846425.0,40846297.0,128.0,40846425.0,40846543.0,False,True,True,True,False,64.7786110793472,positive,0.0186420686144074,0.0576405602980837,0.0057913343016973,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00241,cand_00241,242.0,theta,30338299.0,30338298.0,1.0,30338299.0,30338299.0,False,True,True,True,False,16.227921465711795,positive,0.0546760498253001,0.0582182910904303,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00242,cand_00242,243.0,theta,30781189.0,30781182.0,7.0,30781189.0,30781319.0,False,True,True,True,False,44.727242683927344,positive,0.0568626034847033,0.0666639054628127,0.0156184300412248,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00243,cand_00243,244.0,theta,7108399.0,7108398.0,1.0,7108399.0,7108399.0,False,True,True,True,False,14.776787600614824,positive,0.0593666951834059,0.0646375517059872,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00244,cand_00244,245.0,theta,7114351.0,7114350.0,1.0,7114351.0,7114351.0,False,True,True,True,False,14.77762456960429,positive,0.0593637590199632,0.0631548657549673,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00245,cand_00245,246.0,theta,12808387.0,12808371.0,16.0,12808387.0,12808469.0,False,True,True,True,False,49.4624408087016,positive,0.0461690329162983,0.0624388750646292,0.011422400501544,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00246,cand_00246,247.0,theta,30364069.0,30364068.0,1.0,30364069.0,30364069.0,False,True,True,True,False,16.22877052654409,positive,0.0546735213379358,0.0580503951554774,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00247,cand_00247,248.0,theta,22048823.0,22048822.0,1.0,22048823.0,22048823.0,False,True,True,True,False,15.90876977974763,positive,0.0556432611084996,0.0588375187079942,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00248,cand_00248,249.0,theta,1197167.0,1197166.0,1.0,1197167.0,1197167.0,False,True,True,True,False,12.99546849026404,positive,0.066346353591798,0.0733451964419051,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00249,cand_00249,250.0,theta,12777763.0,12777762.0,1.0,12777763.0,12777763.0,False,True,True,True,False,15.363216952468896,positive,0.0573779181230985,0.0613798520197853,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00250,cand_00250,251.0,theta,12802759.0,12802758.0,1.0,12802759.0,12802759.0,False,True,True,True,False,15.365171252537955,positive,0.0573715120978332,0.0619768263150305,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00251,cand_00251,252.0,theta,39640132.0,39639838.0,294.0,39640132.0,39640253.0,False,True,True,True,False,38.41162530909082,positive,0.0073188604745127,0.0623250464295579,0.0073904639568024,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00252,cand_00252,253.0,theta,153059.0,153058.0,1.0,153059.0,153059.0,False,True,True,True,False,10.938578746956969,positive,0.0767459808386534,0.0867976721097067,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00253,cand_00253,254.0,theta,109611739.0,109611738.0,1.0,109611739.0,109611739.0,False,True,True,True,False,17.51245503440681,positive,0.0510997764116622,0.0542307354806207,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00254,cand_00254,255.0,theta,33472333.0,33472329.0,4.0,33472333.0,33472553.0,False,True,True,True,False,30.652459490191177,positive,0.0510536577711306,0.0583129230101737,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00255,cand_00255,256.0,theta,33913801.0,33913800.0,1.0,33913801.0,33913801.0,False,True,True,True,False,16.339332598648777,positive,0.0543462470661212,0.0584800149533509,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00256,cand_00256,257.0,theta,7103077.0,7103076.0,1.0,7103077.0,7103077.0,False,True,True,True,False,14.776038628411124,positive,0.0593693228910712,0.0630835742905236,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00257,cand_00257,258.0,theta,179145961.0,179143998.0,1963.0,179145961.0,179145961.0,False,True,True,True,False,-157.64794417599842,negative,-0.0098526103236026,0.0992292790633997,0.0064071073075682,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00258,cand_00258,259.0,theta,1512751.0,1512750.0,1.0,1512751.0,1512751.0,False,True,True,True,False,13.22944040553211,positive,0.0653379993168888,0.0718102487098728,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00259,cand_00259,260.0,theta,108586733.0,108586732.0,1.0,108586733.0,108586733.0,False,True,True,True,False,17.503059794097258,positive,0.0511242408134253,0.0543474529340776,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00260,cand_00260,261.0,theta,3284137.0,3284136.0,1.0,3284137.0,3284137.0,False,True,True,True,False,14.004614466102092,positive,0.0622044530282987,0.0686459109048948,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00261,cand_00261,262.0,theta,7118317.0,7118316.0,1.0,7118317.0,7118317.0,False,True,True,True,False,14.77818187904236,positive,0.0593618040879245,0.0645287401420676,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00262,cand_00262,263.0,theta,39693439.0,39693438.0,1.0,39693439.0,39693439.0,False,True,True,True,False,16.496696467516113,positive,0.0538871069476497,0.0588645021490785,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00263,cand_00263,264.0,theta,31039823.0,31039822.0,1.0,31039823.0,31039823.0,False,True,True,True,False,16.250781550943447,positive,0.0546080540824504,0.0576298658887291,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00264,cand_00264,265.0,theta,33881387.0,33881386.0,1.0,33881387.0,33881387.0,False,True,True,True,False,16.338376365517014,positive,0.0543490608809207,0.0586131860322688,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00265,cand_00265,266.0,theta,40875397.0,40875396.0,1.0,40875397.0,40875397.0,False,True,True,True,False,16.526038899672752,positive,0.0538023478613534,0.0570659692284134,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00266,cand_00266,267.0,theta,359207.0,359206.0,1.0,359207.0,359207.0,False,True,True,True,False,11.791654102970854,positive,0.0720644898643484,0.0800494306768673,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00267,cand_00267,268.0,theta,30796769.0,30796057.0,712.0,30796769.0,30796769.0,False,True,True,True,False,-22.283667759237915,negative,-0.0028088272785246,0.0776137683916326,0.0048481858744813,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00268,cand_00268,269.0,theta,178899467.0,178898710.0,757.0,178899467.0,178899467.0,False,True,True,True,False,-129.92303273409152,negative,-0.0130774867639048,0.0645219433395106,0.003270137559218,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00269,cand_00269,270.0,theta,17643289.0,17643288.0,1.0,17643289.0,17643289.0,False,True,True,True,False,15.685866042410211,positive,0.0563392415972818,0.0599602263937145,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00270,cand_00270,271.0,theta,187425023.0,187423758.0,1265.0,187425023.0,187425023.0,False,True,True,True,False,-64.92019598792695,negative,-0.0050303156408324,0.0855229588678136,0.0080795888060062,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00271,cand_00271,272.0,theta,39650965.0,39650618.0,347.0,39650965.0,39651113.0,False,True,True,True,False,55.3992965006438,positive,0.0097158401781245,0.0666565964958798,0.0069916062564718,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00272,cand_00272,273.0,theta,30401963.0,30401962.0,1.0,30401963.0,30401963.0,False,True,True,True,False,16.230017736660166,positive,0.0546698075916202,0.0584108084726998,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00273,cand_00273,274.0,theta,109547591.0,109546815.0,776.0,109547591.0,109547591.0,False,True,True,True,False,-109.57283284869368,negative,-0.0114781385538139,0.0689354203592449,0.0068967990800009,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00274,cand_00274,275.0,theta,109494199.0,109492961.0,1238.0,109494199.0,109494199.0,False,True,True,True,False,-108.80604725032116,negative,-0.009024331057296,0.0837417020986148,0.0052280124558904,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00275,cand_00275,276.0,theta,108562160.0,108561847.0,313.0,108562160.0,108562291.0,False,True,True,True,False,-16.954684245508304,negative,-0.002799245576149,0.0551202378966553,0.0091059828634137,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00276,cand_00276,277.0,theta,7103683.0,7103682.0,1.0,7103683.0,7103683.0,False,True,True,True,False,14.776123939910772,positive,0.0593690235709812,0.0630902209402763,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00277,cand_00277,278.0,theta,30401417.0,30401416.0,1.0,30401417.0,30401417.0,False,True,True,True,False,16.229999777132257,positive,0.0546698610651157,0.0591615064749945,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00278,cand_00278,279.0,theta,40863643.0,40862800.0,843.0,40863643.0,40863643.0,False,True,True,True,False,-1.7644553033559305,negative,-0.0001978534306196,0.0829200752976066,0.0054947698464153,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00279,cand_00279,280.0,theta,33913261.0,33913260.0,1.0,33913261.0,33913261.0,False,True,True,True,False,16.339316675800756,positive,0.0543462939183715,0.058191274874661,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00280,cand_00280,281.0,theta,108810601.0,108810600.0,1.0,108810601.0,108810601.0,False,True,True,True,False,17.505119323301336,positive,0.0511188759785136,0.0544870044829864,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00281,cand_00281,282.0,theta,1512877.0,1512876.0,1.0,1512877.0,1512877.0,False,True,True,True,False,13.229523694026316,positive,0.0653376457872757,0.0708017239099497,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00282,cand_00282,283.0,theta,17591999.0,17591998.0,1.0,17591999.0,17591999.0,False,True,True,True,False,15.682954754372712,positive,0.0563484462858778,0.0606328476734683,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00283,cand_00283,284.0,theta,30400757.0,30400756.0,1.0,30400757.0,30400757.0,False,True,True,True,False,16.229978067382206,positive,0.0546699257048282,0.0592359497084479,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00284,cand_00284,285.0,theta,187503637.0,187502433.0,1204.0,187503637.0,187503637.0,False,True,True,True,False,-118.1895832631717,negative,-0.0093865827643123,0.0793621467961531,0.0052601195003006,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00285,cand_00285,286.0,theta,1188899.0,1188898.0,1.0,1188899.0,1188899.0,False,True,True,True,False,12.988538226732649,positive,0.0663766926301531,0.0732650773543473,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00286,cand_00286,287.0,theta,108554851.0,108554850.0,1.0,108554851.0,108554851.0,False,True,True,True,False,17.50276614237342,positive,0.0511250058335253,0.0546923953449301,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00287,cand_00287,288.0,theta,108533473.0,108533470.0,3.0,108533473.0,108533687.0,False,True,True,True,False,34.005138362130026,positive,0.0573481948942701,0.06296609300304,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00288,cand_00288,289.0,theta,187420763.0,187420762.0,1.0,187420763.0,187420763.0,False,True,True,True,False,18.04886671672199,positive,0.049740672385038,0.0528698455510337,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00289,cand_00289,290.0,theta,1200061.0,1200060.0,1.0,1200061.0,1200061.0,False,True,True,True,False,12.997882946799592,positive,0.0663357901459158,0.0734962713434768,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00290,cand_00290,291.0,theta,22052747.0,22052746.0,1.0,22052747.0,22052747.0,False,True,True,True,False,15.908947732596488,positive,0.0556427123181621,0.0591697378973292,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00291,cand_00291,292.0,theta,1196119.0,1196118.0,1.0,1196119.0,1196119.0,False,True,True,True,False,12.994592706870844,positive,0.0663501860419012,0.072507583675384,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
finite_00292,cand_00292,293.0,theta,179406523.0,179405418.0,1105.0,179406523.0,179406523.0,False,True,True,True,False,-97.72642586632604,negative,-0.008139310078765,0.0771394318911972,0.0039139147599851,0.0499059549846063,0.0,False,True,True,True,True,True,False,False,False,negative_channel_repaid,True,,pass
finite_00293,cand_00293,294.0,theta,40836767.0,40836766.0,1.0,40836767.0,40836767.0,False,True,True,True,False,16.525093385541517,positive,0.053805074950289,0.0575917731273201,0.0205672364492246,0.0499059549846063,0.0,True,False,True,True,True,True,False,False,False,positive_harmless_cap,True,,pass
