rows,global_neg_max,global_neg_frac,tail_neg_max,tail_neg_frac,longa_neg_max,non_longa_neg_max,delayed_risk_rows,delayed_risk_neg_max,delayed_risk_neg_frac,late_recovery_rows,late_recovery_neg_max,late_recovery_neg_frac,long_window_rows,long_window_neg_max,long_window_neg_frac,corr_negQ_h,corr_negQ_recovery_position,corr_negQ_cp_ratio,corr_negQ_R_eff_over_P,corr_negQ_response_over_obstruction,pass_global_Q_le_1,pass_global_Q_le_0p1,pass_global_Q_le_0p05,worst_block_id,worst_p_star,worst_h,worst_recovery_position,worst_delayed_risk_proxy,worst_is_longa,worst_Qpp_over_denom
1468,0.03946320129494251,0.09264305177111716,0.03437235322817768,0.1619718309859155,0.03946320129494251,0.019754849314279888,1286,0.03437235322817768,0.02177293934681182,1265,0.01874942984978795,0.013438735177865613,21,0.03437235322817768,0.5238095238095238,0.07378444313182034,-0.6184559763762357,0.19229990934623273,0.5275336216804812,-0.5211196216518925,1.0,1.0,1.0,272,39651113,347,0.1885245901639344,False,True,0.0
