candidate_id,block_id,x,y,h,p_star,E_theta,E_theta_sign,Q_R2Q,Q_delta_D,Q_exc,epsilon,D_start,D_end,DeltaD,bridge_excursion_raw,bridge_excursion_argmax,bridge_path_n_samples_existing,scale_denominator,scale_denominator_recomputed,threshold_relevant_flag,forbidden_flag,finite_zone_flag,post_P0_flag,row_regime,__row_id,bridge_path_n_samples,bridge_sample_grid_type,bridge_energy_L2_raw,bridge_energy_L2_normalized,bridge_energy_RMS_raw,bridge_energy_max,bridge_excursion_recomputed,bridge_excursion_argmax_recomputed,Q_exc_recomputed,Q_energy_L2,Q_energy_RMS,Q_exc_over_Q_energy_L2,Q_exc_over_Q_energy_RMS,energy_available_flag,failure_type,status,Q_exc_above_0p025_flag,energy_failure_flag,conc_ratio,energy_L2_above_0p025_flag,energy_L2_above_0p03_flag,energy_L2_above_0p04_flag,near_forbidden_flag,positive_harmless_flag,negative_channel_flag,finite_certified_flag,h_bin,p_star_bin,channel_compatible_flag,O2_repaid_flag,B3_no_accumulation_flag,subthreshold_non_surviving_flag,finite_candidate_certified_flag,repaid_or_harmless_flag,high_energy_surviving_unrepaid_flag,harmful_high_energy_flag,kappa_L2,kappa_RMS,bridge_samples_available_flag,bridge_sample_count,bridge_argmax_t,bridge_argmax_location_fraction,endpoint_repaid_flag,threshold_relevance_non_surviving_flag,exc_above_0p025_flag,high_energy_harmless_flag,harmful_concentration_flag,maximal_concentration_pass_flag,P0,post_P0_by_pstar,post_P0_by_x,post_P0_by_y,high_energy_flag,very_high_energy_flag,non_surviving_flag,channel,h_over_x,rho_proxy,log_pstar,surviving_proxy_flag,log2_pstar,log2_P0,C_cutoff_0p025_log2P0,C_bridge,C_exc,C_rms,C_bridge_margin_to_10,high_energy,very_high_energy,threshold_relevant,forbidden,sqrt_h_over_sqrt_x
hexc_00010,11,211,210,1,211,4.351858133476067,positive,0.1912764152417241,0.1755617761599286,0.0,,-6.690759694963868,-11.719267763439934,-5.028508068476066,0.0,210,2,28.642385480853928,28.642385480853928,False,False,True,False,finite_positive,10,2,sr11_realpath_offsets_plus_left_endpoint,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,,,True,,pass,False,False,,False,False,False,False,True,False,True,h=1,p<1M,False,False,False,True,False,True,False,False,,,True,2,210.0,0.0,False,True,False,False,False,True,500000000,False,False,False,False,False,True,positive,0.0047393364928909,0.0047393364928909,5.351858133476067,False,28.642385480853928,401.2056533889212,10.03014133472303,0.0,0.0,0.0,10.0,False,False,False,False,0.06884283908215143
hexc_00011,12,3279709,3278912,797,3279709,-166.86828088206357,negative,0.1060058846880691,0.0733688760483797,0.0114062615417102,,-1129.0381509763808,-1595.281448924815,-466.2432979484343,72.48431875885103,3279010,37,6354.78315956471,6354.78315956471,False,False,True,False,finite_negative,11,37,sr11_realpath_offsets_plus_left_endpoint,26098.06357534061,705.3530696038002,26.55848394776705,72.48431875885103,72.48431875885103,3279010.0,0.0114062615417102,0.0254216307563309,0.0041792903519915,0.4486833142625837,2.7292340519664644,True,,pass,False,False,0.4486833142625844,True,False,False,False,False,True,True,101<=h<=1k,1M<=p<10M,False,False,False,True,False,True,False,False,0.4486833142625844,2.7292340519664853,True,37,3279010.0,0.1229611041405269,False,True,False,True,False,True,500000000,False,False,False,True,False,True,negative,0.0002430093645503,0.0002430093645503,15.003265256912323,False,225.0979683692724,401.2056533889212,10.03014133472303,5.722357435883896,2.5675262997275308,0.9407497674585878,4.277642564116104,True,False,False,False,0.01558875763331801
hexc_00012,13,42899,42898,1,42899,9.666603794621116,positive,0.0968247715409328,0.0909085751563544,0.0,,-121.0460264651359,-131.38928019475702,-10.343253729621123,0.0,42898,2,113.7764365114256,113.7764365114256,False,False,True,False,finite_positive,12,2,sr11_realpath_offsets_plus_left_endpoint,0.0,0.0,0.0,0.0,0.0,42898.0,0.0,0.0,0.0,,,True,,pass,False,False,,False,False,False,False,True,False,True,h=1,p<1M,False,False,False,True,False,True,False,False,,,True,2,42898.0,0.0,False,True,False,False,False,True,500000000,False,False,False,False,False,True,positive,2.3310566679875983e-05,2.3310566679875983e-05,10.666603794621116,False,113.77643651142559,401.2056533889212,10.03014133472303,0.0,0.0,0.0,10.0,False,False,False,False,0.004828101767762978
hexc_00013,14,1195591,1195386,205,1195669,18.90523282037472,positive,0.0899443884131837,0.0648220454203745,0.0127144572989962,,-686.8422426041038,-868.601622871141,-181.7593802670372,35.651017552909366,1195534,32,2803.974775684992,2803.974775684992,False,False,True,False,finite_positive,13,32,sr11_realpath_offsets_plus_left_endpoint,6983.050006579011,218.2203127055941,14.772281905839534,35.651017552909366,35.651017552909366,1195534.0,0.0127144572989962,0.0298022102047381,0.0052683362325293,0.4266279987842899,2.41337240787534,True,,pass,False,False,0.4266279987842912,True,False,False,False,True,False,True,101<=h<=1k,1M<=p<10M,False,False,False,True,False,True,False,False,0.4266279987842912,2.4133724078753525,True,32,1195534.0,0.7219512195121951,False,True,False,True,False,True,500000000,False,False,False,True,False,True,positive,0.0001714633181414,0.0001714633181414,13.994216419335903,False,195.83809319121056,401.2056533889212,10.03014133472303,5.8364080193795465,2.489975073396485,1.0317409220687042,4.1635919806204535,True,False,False,False,0.013094400258942923
hexc_00014,15,43133,43132,1,43133,9.672043644375696,positive,0.0943896668138165,0.0908636843222885,0.0,,-145.4789301390939,-155.82762371846962,-10.34869357937572,0.0,43132,2,113.8925155474597,113.8925155474597,False,False,True,False,finite_positive,14,2,sr11_realpath_offsets_plus_left_endpoint,0.0,0.0,0.0,0.0,0.0,43132.0,0.0,0.0,0.0,,,True,,pass,False,False,,False,False,False,False,True,False,True,h=1,p<1M,False,False,False,True,False,True,False,False,,,True,2,43132.0,0.0,False,True,False,False,False,True,500000000,False,False,False,False,False,True,positive,2.318410497762734e-05,2.318410497762734e-05,10.672043644375696,False,113.8925155474597,401.2056533889212,10.03014133472303,0.0,0.0,0.0,10.0,False,False,False,False,0.004814987536601454
hexc_00015,16,58309,58308,1,58309,9.973511734352114,positive,0.0939517191622745,0.0884432993920433,0.0,,-142.77574764669592,-153.42590931604803,-10.650161669352116,0.0,58308,2,120.41795978396352,120.41795978396352,False,False,True,False,finite_positive,15,2,sr11_realpath_offsets_plus_left_endpoint,0.0,0.0,0.0,0.0,0.0,58308.0,0.0,0.0,0.0,,,True,,pass,False,False,,False,False,False,False,True,False,True,h=1,p<1M,False,False,False,True,False,True,False,False,,,True,2,58308.0,0.0,False,True,False,False,False,True,500000000,False,False,False,False,False,True,positive,1.7150011147507247e-05,1.7150011147507247e-05,10.973511734352114,False,120.41795978396352,401.2056533889212,10.03014133472303,0.0,0.0,0.0,10.0,False,False,False,False,0.004141257194078538
hexc_00016,17,59333,59332,1,59333,9.990920922612805,positive,0.0929815072257821,0.0883074552338765,2.3527838405727803e-16,,-160.6996955654813,-171.36726642309412,-10.667570857612787,2.8421709430404014e-14,59333,2,120.80034272712788,120.80034272712788,False,False,True,False,finite_positive,16,2,sr11_realpath_offsets_plus_left_endpoint,0.0,0.0,0.0,0.0,0.0,59332.0,0.0,0.0,0.0,,,True,,pass,False,False,,False,False,False,False,True,False,True,h=1,p<1M,False,False,False,True,False,True,False,False,,,True,2,59332.0,0.0,False,True,False,False,False,True,500000000,False,False,False,False,False,True,positive,1.6854027269816123e-05,1.6854027269816123e-05,10.990920922612803,False,120.80034272712787,401.2056533889212,10.03014133472303,0.0,2.8421709430404004e-14,0.0,10.0,False,False,False,False,0.004105365668222031
hexc_00017,18,3241093,3239129,1964,3241093,-165.06704136906455,negative,0.159654089699117,0.1401120285534746,0.0081749848918229,,-1080.182066429391,-2475.688277714416,-1395.5062112850246,81.42228980252094,3240710,39,9959.931532590872,9959.931532590872,False,False,True,False,finite_negative,17,39,sr11_realpath_offsets_plus_left_endpoint,21741.601825910824,557.4769698951493,23.610950211610486,81.42228980252094,81.42228980252094,3240710.0,0.0081749848918229,0.014804352452555,0.0023705936265074,0.5522014500817977,3.4484969504735203,True,,pass,False,False,0.5522014500817984,False,False,False,False,False,True,True,1k<h<=10k,1M<=p<10M,False,False,False,True,False,True,False,False,0.5522014500817984,3.448496950473591,True,39,3240710.0,0.804989816700611,False,True,False,False,False,True,500000000,False,False,False,False,False,True,negative,0.0006059684186785,0.0006059684186785,14.991421176559264,False,224.74270889298955,401.2056533889212,10.03014133472303,3.3271702735937843,1.8372682497475417,0.532773633305729,6.672829726406215,False,False,False,False,0.02461642579007996
hexc_00018,19,1515197,1513853,1344,1515197,-63.24655312102391,negative,0.1510851987794436,0.1353288100910507,0.0103425912084517,,-753.3241327486062,-1758.088336176791,-1004.7642034281848,76.78974942550394,1514743,37,7424.614187859693,7424.614187859693,False,False,True,False,finite_negative,18,37,sr11_realpath_offsets_plus_left_endpoint,17775.95349584469,480.43117556337,21.91874028231025,76.78974942550394,76.78974942550394,1514743.0,0.0103425912084517,0.0179573629992226,0.0029521722917468,0.5759526723884476,3.503383334829575,True,,pass,False,False,0.5759526723884484,False,False,False,False,False,True,True,1k<h<=10k,1M<=p<10M,False,False,False,True,False,True,False,False,0.5759526723884484,3.5033833348296857,True,37,1514743.0,0.6622023809523809,False,True,False,False,False,True,500000000,False,False,False,False,False,True,negative,0.0008870133718585,0.0008870133718585,14.231056021475348,False,202.52295548636977,401.2056533889212,10.03014133472303,3.6367782273441422,2.094612138922983,0.5978826576295314,6.363221772655858,False,False,False,False,0.029782769714359624
hexc_00019,20,58511,58510,1,58511,9.97697004973177,positive,0.0923670994574258,0.0884162808823417,0.0,,-153.79246668300976,-164.44608666774153,-10.653619984731762,0.0,58510,2,120.4938714727083,120.4938714727083,False,False,True,False,finite_positive,19,2,sr11_realpath_offsets_plus_left_endpoint,0.0,0.0,0.0,0.0,0.0,58510.0,0.0,0.0,0.0,,,True,,pass,False,False,,False,False,False,False,True,False,True,h=1,p<1M,False,False,False,True,False,True,False,False,,,True,2,58510.0,0.0,False,True,False,False,False,True,500000000,False,False,False,False,False,True,positive,1.7090803438669653e-05,1.7090803438669653e-05,10.97697004973177,False,120.4938714727083,401.2056533889212,10.03014133472303,0.0,0.0,0.0,10.0,False,False,False,False,0.004134102494940063
hexc_00020,21,30847123,30831334,15789,30847123,-424.33160930738086,negative,0.338124053326903,0.3244066291128366,0.0060303868534807,,-3291.774805658332,-15413.68237434975,-12121.907568691418,225.3338417937175,30843312,40,37366.399083278666,37366.399083278666,False,False,True,False,finite_negative,20,40,sr11_realpath_offsets_plus_left_endpoint,99311.34940644228,2482.783735161057,49.82753992684224,225.3338417937175,225.3338417937175,30843312.0,0.0060303868534807,0.0084337008776589,0.0013334851938981,0.7150344719309778,4.5222750736752495,True,,pass,False,False,0.7150344719309831,False,False,False,False,False,True,True,10k<h<=100k,10M<=p<100M,False,False,False,True,False,True,False,False,0.7150344719309831,4.522275073675486,True,40,30843312.0,0.7586294255494331,False,True,False,False,False,True,500000000,False,False,False,False,False,True,negative,0.0005118467612036,0.0005118467612036,17.24455404626836,False,297.37464425467044,401.2056533889212,10.03014133472303,2.507968798244117,1.7932841452718646,0.39654468515431773,7.492031201755883,False,False,False,False,0.02262403061356729
hexc_00021,22,60209,60208,1,60209,10.005577121783782,positive,0.0940510554686493,0.0881934154907322,0.0,,-135.82731565956084,-146.5095427163446,-10.682227056783772,0.0,60208,2,121.1227277835306,121.1227277835306,False,False,True,False,finite_positive,21,2,sr11_realpath_offsets_plus_left_endpoint,0.0,0.0,0.0,0.0,0.0,60208.0,0.0,0.0,0.0,,,True,,pass,False,False,,False,False,False,False,True,False,True,h=1,p<1M,False,False,False,True,False,True,False,False,,,True,2,60208.0,0.0,False,True,False,False,False,True,500000000,False,False,False,False,False,True,positive,1.6608812635984655e-05,1.6608812635984655e-05,11.005577121783782,False,121.12272778353059,401.2056533889212,10.03014133472303,0.0,0.0,0.0,10.0,False,False,False,False,0.004075391102211499
hexc_00022,23,354553,354550,3,354619,22.55722059933116,positive,0.0920232096308952,0.088072855820278,0.0146788192753852,,-358.86430389081664,-383.77482436010666,-24.91052046929002,4.1517562320296975,354552,4,282.8399310693702,282.8399310693702,False,False,True,False,finite_positive,22,4,sr11_realpath_offsets_plus_left_endpoint,34.47411278096493,8.618528195241232,2.935732991135473,4.1517562320296975,4.1517562320296975,354552.0,0.0146788192753852,0.0207589711964358,0.0103794855982179,0.7071072615537645,1.414214523107529,True,,pass,False,False,0.7071072615537649,False,False,False,False,True,False,True,2<=h<=10,p<1M,False,False,False,True,False,True,False,False,0.7071072615537649,1.4142145231075298,True,4,354552.0,0.6666666666666666,False,True,False,False,False,True,500000000,False,False,False,False,False,True,positive,8.461358386475366e-06,8.461358386475366e-06,12.778799252687088,False,163.2977103404761,401.2056533889212,10.03014133472303,3.38989246540186,2.3970175781720497,1.69494623270093,6.61010753459814,False,False,False,False,0.0029088414165222834
hexc_00023,24,180619079,180557417,61662,180619079,-1166.673386312199,negative,0.5459231094474968,0.5329138719787416,0.0051149881925594,,-7832.904115998194,-55664.72449150575,-47831.82037550756,459.0970686143192,180574899,41,89755.2548180161,89755.2548180161,False,False,True,False,finite_negative,23,41,sr11_realpath_offsets_plus_left_endpoint,917884.65427707,22387.43059212366,149.6242981341054,459.0970686143192,459.0970686143192,180574899.0,0.0051149881925594,0.0106741713544671,0.0016670254954707,0.4791929998780432,3.068332311927255,True,,pass,False,False,0.4791929998780465,False,False,False,False,False,True,True,10k<h<=100k,100M<=p<500M,False,False,False,True,False,True,False,False,0.4791929998780465,3.0683323119273207,True,41,180574899.0,0.2835133469559858,False,True,False,False,False,True,500000000,False,False,False,False,False,True,negative,0.0003413925059378,0.0003413925059378,19.011900835670836,False,361.45237338538146,401.2056533889212,10.03014133472303,3.858204569994385,1.8488246220387976,0.602550321831826,6.141795430005615,False,False,False,False,0.01847680995025574
hexc_00024,25,109813367,109790208,23159,109813367,-719.8064293124298,negative,0.3557665519303423,0.3389837450779626,0.0045682420338709,,-6243.548424860049,-23926.429705648483,-17682.881280788435,238.2995725304463,109799994,41,52164.39294669296,52164.39294669296,False,False,True,False,finite_negative,24,41,sr11_realpath_offsets_plus_left_endpoint,199974.4053595296,4877.424520964137,69.83856041589156,238.2995725304463,238.2995725304463,109799994.0,0.0045682420338709,0.0085726096604516,0.0013388166998753,0.5328881419791888,3.4121489777475014,True,,pass,False,False,0.5328881419791891,False,False,False,False,False,True,True,10k<h<=100k,100M<=p<500M,False,False,False,True,False,True,False,False,0.5328881419791891,3.4121489777475853,True,41,109799994.0,0.4225571052290686,False,True,False,False,False,True,500000000,False,False,False,False,False,True,negative,0.0002108941801228,0.0002108941801228,18.514292819156463,False,342.77903859346856,401.2056533889212,10.03014133472303,2.9385108976466805,1.5658976124325386,0.45891830123613564,7.0614891023533195,False,False,False,False,0.014522196119144612
hexc_00025,26,230563,230560,3,230647,21.69655017143579,positive,0.0944180902326222,0.0910569767225814,0.0151761792087925,,-368.1857577200088,-392.2356077613473,-24.04985004133846,4.00831267749993,230562,4,264.11869696278075,264.11869696278075,False,False,True,False,finite_positive,25,4,sr11_realpath_offsets_plus_left_endpoint,32.13307150142228,8.03326787535557,2.834302008494432,4.00831267749993,4.00831267749993,230562.0,0.0151761792087925,0.0214623352385676,0.0107311676192838,0.7071075463177471,1.4142150926354942,True,,pass,False,False,0.7071075463177493,False,False,False,False,True,False,True,2<=h<=10,p<1M,False,False,False,True,False,True,False,False,0.7071075463177493,1.4142150926354986,True,4,230562.0,0.6666666666666666,False,True,False,False,False,True,500000000,False,False,False,False,False,True,positive,1.3011628058274744e-05,1.3011628058274744e-05,12.34864368218124,False,152.48900078947466,401.2056533889212,10.03014133472303,3.2727700551379044,2.3142004033507684,1.6363850275689522,6.727229944862096,False,False,False,False,0.0036071634365904106
