candidate_id,block_id,x,y,h,p_star,post_P0_flag,sample_count,sample_count_over_h,L_total,lambda_event_count,prime_event_count,prime_power_event_count,lambda_event_weight_sum,lambda_event_weight_sq_sum,lambda_event_weight_max,first_lambda_event_offset,last_lambda_event_offset,lambda_event_span,max_lambda_gap,mean_lambda_gap,min_lambda_gap,K_prime,E_prime,C_prime,B_prime_abs_max,B_prime_abs_mean,B_prime_abs_q95,B_prime_abs_q99,B_prime_effective_support,B_prime_effective_support_frac,B_prime_peak_offset,B_prime_peak_position_fraction,linear_mass_slope,lambda_density,prime_density,single_shock_bound_K,event_l2_bound_K,total_mass_bound_K,event_count_log_bound_K,single_shock_bound_pass_flag,event_l2_bound_pass_flag,total_mass_bound_pass_flag,event_count_log_bound_pass_flag,K_prime_above_65_flag,K_prime_component,E_prime_component,C_prime_component,B_prime_abs_max_component,K_comp,K_total,post_P0_flag_component,component_proof_source,Q_R2Q,Q_delta_D,Q_exc,E_theta,E_theta_sign,threshold_relevant_flag,forbidden_flag,finite_zone_flag,positive_harmless_flag,negative_transfer_flag,O2_B3_repaid_flag,row_status,K_prime_component_delta
hexc_00335,336,12842771,12842770,1,12842771,False,2,2.0,16.368291642911316,1,1,0,16.368291642911316,267.92097130740046,16.368291642911316,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.368291642911316,1.0,1.0,535.8419426148009,535.8419426148009,535.8419426148009,535.8419426148009,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0614933608736022,0.0598868446154668,1.6973189842787913e-15,15.368291642911316,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00336,337,3454739,3454738,1,3454739,False,2,2.0,15.055257469638663,1,1,0,15.055257469638663,226.66077747711077,15.055257469638663,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.055257469638663,1.0,1.0,453.32155495422154,453.32155495422154,453.32155495422154,453.32155495422154,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0678335682776829,0.0649953978302506,5.015726099020225e-16,14.055257469638663,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00337,338,108591737,108591025,712,108591737,False,36,0.05056179775280899,666.1116878067066,36,36,0,666.1116878067069,12325.132795352909,18.503105876013212,4,712,708,60,20.228571428571428,2,18.801579329553245,13386.72448264191,4.336078796511111,42.93132706678617,15.436567020746597,31.600792058034557,40.166256213818734,7.263161456743471,0.20175448490954084,231,0.324438202247191,0.9355501233240262,0.05056179775280899,0.05056179775280899,17.310586199610068,623.180871675147,22434.511380305044,623.1811031859625,True,False,False,False,False,18.801579329553245,13386.72448264191,4.336078796511111,42.93132706678617,0.0004076606379915,18.778652225756996,False,smallness_driven,0.0670776998596762,0.0568920636044594,0.0047116498114509,-45.88831219329336,negative,False,False,True,False,True,True,primitive_full_verified,0.0
hexc_00338,339,108530069,108529950,1,108530069,False,2,2.0,18.50253673893403,1,1,0,18.50253673893403,342.3438657756035,18.50253673893403,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.50253673893403,1.0,1.0,684.687731551207,684.687731551207,684.687731551207,684.6878120192506,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0549969698681508,0.0531021185270431,0.0,17.50253673893403,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00339,340,40882771,40882770,1,40882771,False,2,2.0,17.526219285319847,1,1,0,17.526219285319847,307.1683624371173,17.526219285319847,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.526219285319847,1.0,1.0,614.3367248742346,614.3367248742346,614.3367248742346,614.3367248742346,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0576333796617081,0.0560046909904061,0.0,16.526219285319847,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00340,341,7102457,7102456,1,7102457,False,2,2.0,15.775951338485887,1,1,0,15.775951338485887,248.88064063427467,15.775951338485887,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.775951338485887,1.0,1.0,497.76128126854934,497.76128126854934,497.76128126854934,497.76128126854934,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0646932136535411,0.0620884020312099,0.0,14.775951338485887,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00341,342,40864051,40863879,4,40864051,False,5,1.25,35.051514300365966,2,2,0,35.051514300365966,614.3043273743798,17.52575717465447,2,4,2,2,2.0,2,38.39402056811909,153.57608227247636,6.196290871813483,8.762878599562981,3.5051514398251924,8.762878594668683,8.762878598584122,1.999999994414737,0.3999999988829474,3,0.75,8.762878575091491,0.5,0.5,383.9402056811907,767.8804092179747,1535.7608184359497,767.8807716220147,False,False,False,False,False,38.39402056811909,153.57608227247636,6.196290871813483,8.762878599562981,0.0059699765244037,37.6129135004166,False,smallness_driven,0.0574566735917498,0.0557721724135561,0.014176984271913,31.05151430036597,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00342,343,1518239,1518238,1,1518239,False,2,2.0,14.233061668549976,1,1,0,14.233061668549976,202.58004446074662,14.233061668549976,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.233061668549976,1.0,1.0,405.16008892149324,405.16008892149324,405.16008892149324,405.16008892149324,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.07170621495335,0.0686627927275693,0.0,13.233061668549976,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00343,344,109597217,109596735,482,109597217,False,36,0.07468879668049792,407.2710430096557,22,22,0,407.2710430096557,7539.531930644249,18.512322539820033,2,482,480,60,22.857142857142858,2,28.360015092336585,13669.527274506234,5.325412199289045,46.78008784297418,15.401325496358258,38.17684948096203,44.25288622392906,6.246423562720128,0.17351176563111467,339,0.7033195020746889,0.8449606701445139,0.04564315352697095,0.04564315352697095,25.59630516485444,563.1185674340103,12388.60848354818,563.1187136267976,True,False,False,False,False,28.360015092336585,13669.527274506234,5.325412199289045,46.78008784297418,0.0006606854786377,28.43325342673487,False,smallness_driven,0.0542204176570948,0.0409556604771101,0.0062528487522781,-74.72895699034427,negative,False,False,True,False,True,True,primitive_full_verified,0.0
hexc_00344,345,31018529,31018450,3,31018529,False,4,1.3333333333333333,34.500185622358515,2,2,0,34.500185622358515,595.1314039885965,17.25009284341813,1,3,2,2,2.0,2,22.0419038514295,66.1257115542885,4.694880600337936,5.750030969298628,2.875015468529876,5.750030959626965,5.750030967364295,1.999999977573077,0.49999999439326925,2,0.6666666666666666,11.500061874119504,0.6666666666666666,0.6666666666666666,396.7542708087272,793.508538651462,1587.0170773029242,793.5087670326151,False,False,False,False,False,22.0419038514295,66.1257115542885,4.694880600337936,5.750030969298628,0.007744834410037,21.22330518483943,False,smallness_driven,0.0692098295960013,0.0656840261013088,0.0109473377461031,31.500185622358515,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00345,346,40845443,40845352,1,40845443,False,2,2.0,17.525303615149454,1,1,0,17.525303615149454,307.13626680317054,17.525303615149454,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.525303615149454,1.0,1.0,614.2725336063411,614.2725336063411,614.2725336063411,614.2726880695121,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0574305097109247,0.0560075480621169,0.0,16.525303615149454,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00346,347,177979733,177979051,682,177979733,False,36,0.05278592375366569,626.9068833567122,33,33,0,626.9068833567122,11909.461830303871,18.99718024222331,6,682,676,54,21.125,2,12.294896876800372,8385.119669977854,3.5064079735250964,33.091849200766816,12.213684417171116,28.57236103492913,32.23391315913319,7.657150654793023,0.2126986292998062,88,0.12903225806451613,0.9192183040421,0.04838709677419355,0.04838709677419355,19.050062841053823,628.651944121612,20745.514156013123,628.6520737547761,True,False,False,False,False,12.294896876800372,8385.119669977854,3.5064079735250964,33.091849200766816,0.0004351953836645,12.282071983901949,False,smallness_driven,0.064256989998171,0.051670881830267,0.0034968755719729,-55.09311664328777,negative,False,False,True,False,True,True,primitive_full_verified,0.0
hexc_00347,348,12783283,12783282,1,12783283,False,2,2.0,16.363648859683163,1,1,0,16.363648859683163,267.7690040030101,16.363648859683163,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.363648859683163,1.0,1.0,535.5380080060202,535.5380080060202,535.5380080060202,535.5380080060202,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0626209646339798,0.0599034935145176,1.6982822660137025e-15,15.363648859683163,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00348,349,7051327,7051326,1,7051327,False,2,2.0,15.768726384026337,1,1,0,15.768726384026337,248.65273177428833,15.768726384026337,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.768726384026337,1.0,1.0,497.30546354857665,497.30546354857665,497.30546354857665,497.30546354857665,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0640096837074059,0.0621162542989741,9.144225917840625e-16,14.768726384026335,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00349,350,178894987,178894798,3,178894987,False,4,1.3333333333333333,38.0046169630778,2,2,0,38.0046169630778,722.1754552551305,19.00230848712878,1,3,2,2,2.0,2,26.747239083523343,80.24171725057003,5.171773301636813,6.33410283276951,3.1670514135898165,6.3341028310925465,6.334102832434117,1.9999999964699802,0.49999999911749504,2,0.6666666666666666,12.668205654359268,0.6666666666666666,0.6666666666666666,481.45030378667525,962.9006070068407,1925.8012140136814,962.9007129441082,False,False,False,False,False,26.747239083523343,80.24171725057003,5.171773301636813,6.33410283276951,0.0077448344100373,25.844702779762184,False,smallness_driven,0.0624748732312566,0.0597323013681423,0.0099553835702951,35.0046169630778,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00350,351,33843569,33843568,1,33843569,False,2,2.0,17.337259554044127,1,1,0,17.337259554044127,300.58056884429436,17.337259554044127,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.337259554044127,1.0,1.0,601.1611376885887,601.1611376885887,601.1611376885887,601.1611376885887,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0573142485737193,0.0566034908858585,0.0,16.337259554044127,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00351,352,109712341,109712340,1,109712341,False,2,2.0,18.513372416639122,1,1,0,18.513372416639122,342.7449582371743,18.513372416639122,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.513372416639122,1.0,1.0,685.4899164743485,685.4899164743485,685.4899164743485,685.4899164743485,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0539020807162376,0.0530715971584078,0.0,17.51337241663912,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00352,353,179664509,179664508,1,179664509,False,2,2.0,19.00660183085661,1,1,0,19.00660183085661,361.2509131567218,19.00660183085661,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.00660183085661,1.0,1.0,722.5018263134436,722.5018263134436,722.5018263134436,722.5018263134436,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0530489105874725,0.0517182132568102,0.0,18.00660183085661,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00353,354,30784619,30784618,1,30784619,False,2,2.0,17.242525740093644,1,1,0,17.242525740093644,297.3046938977919,17.242525740093644,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.242525740093644,1.0,1.0,594.6093877955838,594.6093877955838,594.6093877955838,594.6093877955838,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0583295511087164,0.0569085386889664,0.0,16.242525740093644,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00354,355,33843947,33843946,1,33843947,False,2,2.0,17.337270723016555,1,1,0,17.337270723016555,300.58095612316697,17.337270723016555,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.337270723016555,1.0,1.0,601.1619122463339,601.1619122463339,601.1619122463339,601.1619122463339,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0578346580287957,0.056603455113919,1.5128947513897902e-15,16.337270723016555,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00355,356,33821677,33821502,7,33821677,False,8,1.1428571428571428,52.00982232048878,3,3,0,52.00982232048878,901.6738726029379,17.336607519008222,1,7,6,4,3.0,2,55.20452323086655,386.43166261606586,7.429974645371716,12.383291127244423,5.2628987069036395,11.51646074833731,12.209925051463,2.519999978988665,0.31499999737358314,4,0.5714285714285714,7.429974617212683,0.42857142857142855,0.42857142857142855,343.4948117350085,1030.484425831929,3091.4532774957866,1030.4850257086937,False,False,False,False,False,55.20452323086655,386.43166261606586,7.429974645371716,12.383291127244425,0.0064276857008471,54.60079656107757,False,smallness_driven,0.0654611569085146,0.0635973076915966,0.0155337822934355,45.00982232048878,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00356,357,30978317,30978316,1,30978317,False,2,2.0,17.24879806610611,1,1,0,17.24879806610611,297.5210347253059,17.24879806610611,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.24879806610611,1.0,1.0,595.0420694506118,595.0420694506118,595.0420694506118,595.0420694506118,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.058206963587266,0.0568882399079218,0.0,16.24879806610611,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00357,358,2275027,2275026,1,2275027,False,2,2.0,14.63750247842863,1,1,0,14.63750247842863,214.25647880600428,14.63750247842863,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.63750247842863,1.0,1.0,428.51295761200856,428.51295761200856,428.51295761200856,428.51295761200856,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0701677034244439,0.0668084927615614,0.0,13.63750247842863,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00358,359,109548913,109548912,1,109548913,False,2,2.0,18.511881701546663,1,1,0,18.511881701546663,342.6897641320582,18.511881701546663,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.511881701546663,1.0,1.0,685.3795282641164,685.3795282641164,685.3795282641164,685.3795282641164,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0540412935367529,0.0530757949033395,0.0,17.511881701546663,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00359,360,33488281,33487676,504,33488281,False,35,0.06944444444444445,502.4741794889246,29,29,0,502.4741794889246,8706.217277692522,17.32670271051645,5,491,486,56,17.357142857142858,2,13.19336038699594,6649.453635045954,3.6322665633177227,30.218636355332478,11.255485626874716,25.220006530640926,29.762775659765136,7.281757925235441,0.2080502264352983,291,0.5773809523809523,0.9969725783510409,0.057539682539682536,0.057539682539682536,20.848237973515147,604.5984220619806,17533.35423979639,604.5991388033644,True,False,False,False,False,13.19336038699594,6649.453635045954,3.6322665633177222,30.21863635533248,0.0008914489343357,13.267080347225692,False,smallness_driven,0.0702213435707402,0.0592280253357018,0.0045249017385928,-1.5258205110753806,negative,False,False,True,False,True,True,primitive_full_verified,0.0
hexc_00360,361,33862799,33862647,4,33862799,False,5,1.25,34.67564639008905,2,2,0,34.67564639008905,601.2002262852478,17.337823224575587,2,4,2,2,2.0,2,37.57501427082908,150.30005708331632,6.129846186555506,8.668911627053326,3.4675646508213305,8.668911621147114,8.668911625872084,1.999999993186904,0.3999999986373808,3,0.75,8.668911597522262,0.5,0.5,375.7501427082907,751.5002828565598,1503.0005657131196,751.5006642989898,False,False,False,False,False,37.57501427082908,150.30005708331632,6.129846186555506,8.668911627053326,0.0059699765244036,36.80234726640828,False,smallness_driven,0.0585493445209605,0.05636261671122,0.0143296944521975,30.67564639008905,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00361,362,3441017,3441016,1,3441017,False,2,2.0,15.051277625191709,1,1,0,15.051277625191709,226.54095815059657,15.051277625191709,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.051277625191709,1.0,1.0,453.08191630119313,453.08191630119313,453.08191630119313,453.08191630119313,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0664152882950914,0.0650122065361843,5.018378956711261e-16,14.051277625191709,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00362,363,17998027,17998026,1,17998027,False,2,2.0,16.70577269874159,1,1,0,16.70577269874159,279.08284146201987,16.70577269874159,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.70577269874159,1.0,1.0,558.1656829240397,558.1656829240397,558.1656829240397,558.1656829240397,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0607228067308972,0.0587009310494316,3.258870007946012e-15,15.70577269874159,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00363,364,12783557,12783556,1,12783557,False,2,2.0,16.36367029369691,1,1,0,16.36367029369691,267.7697054808187,16.36367029369691,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.36367029369691,1.0,1.0,535.5394109616374,535.5394109616374,535.5394109616374,535.5394109616374,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0625314742892232,0.059903416631445,0.0,15.36367029369691,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00364,365,1196653,1196652,1,1196653,False,2,2.0,13.995039051118322,1,1,0,13.995039051118322,195.86111804232684,13.995039051118322,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.995039051118322,1.0,1.0,391.7222360846537,391.7222360846537,391.7222360846537,391.7222360846537,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.071617662491785,0.0698029763271531,0.0,12.995039051118322,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00365,366,178000301,178000300,1,178000301,False,2,2.0,18.997295799266166,1,1,0,18.997295799266166,360.8972476848159,18.997295799266166,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.997295799266166,1.0,1.0,721.7944953696318,721.7944953696318,721.7944953696318,721.7944953696318,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0530150818740687,0.0517431093034384,0.0,17.99729579926617,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00366,367,444929,444928,1,444929,False,2,2.0,13.005669997857035,1,1,0,13.005669997857035,169.14745209315862,13.005669997857035,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.005669997857035,1.0,1.0,338.29490418631724,338.29490418631724,338.29490418631724,338.29490418631724,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0781852146270972,0.0749778951791259,0.0,12.005669997857035,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00367,368,108530371,108530370,1,108530371,False,2,2.0,18.50254060882601,1,1,0,18.50254060882601,342.34400898125557,18.50254060882601,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.50254060882601,1.0,1.0,684.6880179625111,684.6880179625111,684.6880179625111,684.6880179625111,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0550780849806609,0.053102113858876,0.0,17.50254060882601,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00368,369,33877069,33877068,1,33877069,False,2,2.0,17.33824891278976,1,1,0,17.33824891278976,300.61487536185524,17.33824891278976,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.33824891278976,1.0,1.0,601.2297507237105,601.2297507237105,601.2297507237105,601.2297507237105,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0580315698450999,0.0566003223470189,0.0,16.33824891278976,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00369,370,179411909,179411668,3,179411909,False,4,1.3333333333333333,38.01038711128105,2,2,0,38.01038711128105,722.3947641747202,19.0051935612143,1,3,2,2,2.0,2,26.755361636100748,80.26608490830225,5.172558519350047,6.3350645241206145,3.1675322592734205,6.335064522448483,6.335064523786188,1.9999999964806843,0.49999999912017107,2,0.6666666666666666,12.670129037093682,0.6666666666666666,0.6666666666666666,481.59650973229526,963.193018899627,1926.386037799254,963.1931539258013,False,False,False,False,False,26.755361636100748,80.26608490830225,5.172558519350047,6.335064524120615,0.0077448344100373,25.852687126576868,False,smallness_driven,0.0609062405598658,0.0597233888789916,0.0099538981554082,35.01038711128105,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00370,371,30801703,30801702,1,30801703,False,2,2.0,17.243080538623037,1,1,0,17.243080538623037,297.3238264614405,17.243080538623037,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.243080538623037,1.0,1.0,594.647652922881,594.647652922881,594.647652922881,594.647652922881,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0590182314704876,0.0569067426414861,0.0,16.243080538623037,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00371,372,179380241,179380240,1,179380241,False,2,2.0,19.005018362169785,1,1,0,19.005018362169785,361.1907229464107,19.005018362169785,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19.005018362169785,1.0,1.0,722.3814458928214,722.3814458928214,722.3814458928214,722.3814458928214,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0524959052411155,0.0517224477549528,0.0,18.005018362169785,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00372,373,1198289,1198288,1,1198289,False,2,2.0,13.996405263957273,1,1,0,13.996405263957273,195.89936031293087,13.996405263957273,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.996405263957273,1.0,1.0,391.79872062586173,391.79872062586173,391.79872062586173,391.79872062586173,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0723746919761434,0.0697963238732166,0.0,12.996405263957271,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00373,374,30339893,30339892,1,30339893,False,2,2.0,17.22797400518101,1,1,0,17.22797400518101,296.80308832319264,17.22797400518101,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.22797400518101,1.0,1.0,593.6061766463853,593.6061766463853,593.6061766463853,593.6061766463853,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0584872273607094,0.0569556874751023,0.0,16.22797400518101,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00374,375,33866071,33866070,1,33866071,False,2,2.0,17.337924215703186,1,1,0,17.337924215703186,300.60361610946694,17.337924215703186,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.337924215703186,1.0,1.0,601.2072322189339,601.2072322189339,601.2072322189339,601.2072322189339,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.0578606794756717,0.0566013621888936,0.0,16.337924215703186,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00375,376,15937,15936,1,15937,False,2,2.0,9.676398728859633,1,1,0,9.676398728859633,93.63269235987632,9.676398728859633,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.676398728859633,1.0,1.0,187.26538471975263,187.26538471975263,187.26538471975263,187.26538471975263,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.1034376505744083,0.0998908439790589,1.5177236024125767e-16,8.676398728859631,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00376,377,187427707,187426768,939,187427707,False,38,0.04046858359957402,914.3472535466526,48,48,0,914.3472535466525,17417.310418089823,19.048903766359675,9,939,930,64,19.78723404255319,2,26.403364649971515,24792.759406323254,5.138420443090611,79.54282703971023,17.09499841452535,61.01426861502588,77.98909322209533,3.9185268009293783,0.1031191263402468,290,0.308839190628328,0.9737457439261477,0.051118210862619806,0.051118210862619806,14.684459977211088,704.8538827341994,33832.98637124137,704.8540789061321,True,False,False,False,False,26.403364649971515,24792.759406323254,5.138420443090611,79.54282703971023,0.0004834138225847,26.432421949401284,False,smallness_driven,0.0744485929586305,0.0648749065102214,0.0071608480192961,-24.65274645334739,negative,False,False,True,False,True,True,primitive_full_verified,0.0
hexc_00377,378,108563563,108563562,1,108563563,False,2,2.0,18.502846393512364,1,1,0,18.502846393512364,342.35532466191347,18.502846393512364,1,1,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18.502846393512364,1.0,1.0,684.7106493238269,684.7106493238269,684.7106493238269,684.7106493238269,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,smallness_driven,0.054274460944475,0.0531012518834482,0.0,17.502846393512364,positive,False,False,True,True,False,False,sign_inconsistent_positive_harmless,0.0
hexc_00378,379,604681513,604678930,2583,604681513,True,39,0.015098722415795587,2385.984815618951,118,118,0,2385.984815618952,48245.11474884936,20.220212452591547,1,2583,2582,82,22.068376068376068,2,9.352282794866214,24156.94645913943,3.058150224378491,54.789454668436974,20.78343510637708,47.268124134133764,54.48010735567054,8.047260886835621,0.2063400227393749,2064,0.7990708478513356,0.9237262158803526,0.045683313975996905,0.045683313975996905,6.1732182243475,728.4395955110821,85955.87227030739,728.439750473005,True,False,False,False,False,9.352282794866214,24156.94645913943,3.058150224378491,54.789454668436974,0.0001737512988995,9.38584108892131,True,smallness_driven,0.1005708971627918,0.0892902943009101,0.0026467580587345,-197.01518438104904,negative,False,False,False,False,True,True,primitive_full_verified,0.0
