scope,rows,Q_pp_max,Q_pp_mean,Q_pp_median,Q_pp_q95,Q_pp_q99,Q_bdy_max,Q_bdy_mean,Q_bdy_median,Q_bdy_q95,Q_bdy_q99,Q_leak_plus_max,Q_leak_plus_mean,Q_leak_plus_median,Q_leak_plus_q95,Q_leak_plus_q99,Q_o2p4_max,Q_o2p4_mean,Q_o2p4_median,Q_o2p4_q95,Q_o2p4_q99,O2_subtotal_before_o2p4,O2_total_with_o2p4_max,O2_margin_remaining,worst_block_id,worst_p_star,worst_h,worst_component,pass_Q_o2p4_le_0p05_frac,pass_Q_o2p4_le_0p10_frac,pass_Q_o2p4_le_0p25_frac,pass_Q_o2p4_le_1_frac,pass_O2_total_le_1,O2_margin_before_o2p4,projection_leakage_diagnostic_max_not_counted,boundary_rows,prime_power_nonzero_rows,leakage_plus_counted_rows
global,1468,0.0006293709991497,9.183325536469182e-07,0.0,0.0,0.0,0.019754849314279888,0.00036718774860855833,0.0,0.0,0.016536754278555357,0.0,0.0,0.0,0.0,0.0,0.019754849314279888,0.0003681060811622053,0.0,0.0,0.016536754278555357,0.0301511056,0.04990595491427989,0.9500940450857202,680,604865039,3,bdy,1.0,1.0,1.0,1.0,True,0.9698488944,0.4011668793555976,1305,5,0
