candidate_points,post_P0_candidate_points,covered_points,uncovered_points,coverage_frac,theta_candidates,theta_covered,theta_uncovered,B3_candidates,B3_covered,B3_uncovered,B3_tail_candidates,B3_tail_covered,B3_tail_uncovered,sign_match_frac,negative_transfer_frac,positive_harmless_frac,scale_compatibility_min,scale_compatibility_max,scale_compatibility_q95,scale_compatibility_failures,finite_certificate_candidates,post_P0_failures,positive_Q_R2Q_max,positive_tail_Q_R2Q_max,negative_Q_R2Q_max,near_forbidden_negative_count,near_forbidden_positive_count,forbidden_negative_count,forbidden_positive_count,pass_covering_localization_empirical
1469,142,1469,0,1.0,1468,1468,0,1,1,0,0,0,0,1.0,1.0,1.0,4.0659668423964146e-05,0.08873565094161139,0.006601895332031715,0,1327,0,0.2157084836048593,0.0585344103602869,1.8193520399038576,4,0,2,0,True
