rows_all,rows_longa,longa_frac,longa_neg_rows,longa_neg_frac,longa_mean_z,longa_std_z,longa_neg_max,longa_q01_z,longa_q05_z,tail_longa_rows,tail_longa_neg_rows,tail_longa_neg_frac,tail_longa_neg_max,all_pass_Q_le_1_frac,all_pass_Q_le_0p1_frac,all_pass_Q_le_0p05_frac,p_scale_negmax_loglog_slope,p_scale_negmax_loglog_r2,p_scale_fit_n,h_bin_negmax_loglog_slope,h_bin_negmax_loglog_r2,h_bin_fit_n,worst_block_id,worst_p_star,worst_h,worst_is_tail,worst_z,worst_neg_Q,worst_scale_bin,worst_depth_bin,worst_mu_bin
1468,166,0.11307901907356949,99,0.5963855421686747,-0.0006614780943134137,0.021036015411020313,0.03946320129494251,-0.033995162698547035,-0.022874347860466764,22,21,0.9545454545454546,0.03437235322817768,1.0,1.0,1.0,-0.04031637255069652,0.23862337868082906,3,0.06559555078392537,0.35135309563942696,6,272,39651113,347,False,-0.03946320129494251,0.03946320129494251,p<100M,0.50-0.55,0.25-0.50
