block_id,p_star,y,h,t,offset,offset_frac,D_t,line_t,diff,abs_diff,residual_slope_prev,Q_exc_interval,shape_class
36,39707851,39704004,3847,39704006,2.0,0.0005198856251624642,-3589.8853149840447,-3591.769490273067,1.884175289022096,1.884175289022096,0.8838846328112595,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704007,3.0,0.0007798284377436964,-3589.561964919045,-3592.446430864278,2.884465945233387,2.884465945233387,1.0002906562112912,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704008,4.0,0.0010397712503249284,-3589.418253779045,-3593.123371455489,3.705117676444388,3.705117676444388,0.8206517312110009,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704009,5.0,0.0012997140629061607,-3589.094903714045,-3593.8003120467,4.7054083326552245,4.7054083326552245,1.0002906562108365,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704011,7.0,0.001819599688068625,-3588.771046482979,-3595.154193229122,6.383146746143211,6.383146746143211,0.8388692067439933,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704012,8.0,0.002079542500649857,-3588.771046128624,-3595.8311338203334,7.060087691709214,7.060087691709214,0.6769409455660025,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704014,10.0,0.0025994281258123215,-3588.3039849236234,-3597.1850150027553,8.88103007913196,8.88103007913196,0.9104711937113734,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704015,11.0,0.0028593709383935534,-3587.9806348586235,-3597.8619555939663,9.881320735342797,9.881320735342797,1.0002906562108365,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704017,13.0,0.0033792565635560176,-3604.947303676441,-3599.215836776388,-5.731466900052965,5.731466900052965,-7.806393817697881,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704020,16.0,0.004159085001299714,-3604.480242471441,-3601.2466585500215,-3.233583921419722,3.233583921419722,0.8326276595444142,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704021,17.0,0.004419027813880946,-3604.156892406441,-3601.9235991412324,-2.233293265208431,2.233293265208431,1.0002906562112912,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704025,21.0,0.005458799064205874,-3620.901571657284,-3604.6313615060767,-16.270210151207266,16.270210151207266,-3.5092292214997087,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704031,27.0,0.0070184559396932675,-3619.744858565682,-3608.693005053343,-11.051853512339221,11.051853512339221,0.8697261064780074,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704036,32.0,0.008318170002599427,-3636.244466581482,-3612.077708009398,-24.166758572083836,24.166758572083836,-2.622981011948923,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704038,34.0,0.008838055627761892,-3635.777405376482,-3613.43158919182,-22.345816184662,22.345816184662,0.9104711937109187,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704048,44.0,0.011437483753574213,-3651.276346816675,-3620.2009951039304,-31.075351712744578,31.075351712744578,-0.8729535528082579,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704059,55.0,0.014296854691967767,-3649.033599273824,-3627.6473416072517,-21.38625766657242,21.38625766657242,0.8808267314701962,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704068,64.0,0.016636340005198855,-3647.140248111926,-3633.739806928151,-13.400441183775001,13.400441183775001,0.8873129425330464,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704074,70.0,0.01819599688068625,-3645.983728048392,-3637.8014504754174,-8.182277572974726,8.182277572974726,0.8696939351333791,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704092,88.0,0.022874967507148427,-3642.324201844856,-3649.9863811172163,7.66217927236039,7.66217927236039,0.8802476025186176,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704116,112.0,0.029113595009098,-3672.40170587772,-3666.232955306281,-6.168750571438977,6.168750571438977,-0.5762887434916403,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704132,128.0,0.03327268001039771,-3686.692505084746,-3677.0640047656575,-9.628500319088289,9.628500319088289,-0.21623435922808198,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704146,142.0,0.036911879386534965,-3683.7360981149,-3686.541173042612,2.8050749277122122,2.8050749277122122,0.8881125176286072,0.011040709334800693,small_absolute_excursion
