drift_interval_count,drift_interval_bracketed_count,drift_interval_unbracketed_count,max_unbracketed_interval,lower_candidate_count,lower_drift_bracketed_count,lower_drift_unbracketed_count,pass_lower_drift_bracketing,status
,,,,22,22,0,True,audited_lower_candidates_bracketed_but_all_drift_intervals_not_enumerated
