negative_subthreshold_count,negative_subthreshold_accumulation_risk_count,negative_subthreshold_accumulation_risk_repaid_count,negative_subthreshold_accumulation_risk_surviving_unrepaid_count,pass_O2_B3_consistency
145,21,21,0,True
