scope,rows,basis,C_shells,G_CC_condition_number,G_CC_rank1_fraction,G_CC_delta_full,a_1,a_direct_signs,a_schur_signs,target_signs,pass_schur_signs,schur_margin_min,schur_margin_normalized,schur_distance_to_chamber_boundary,cos_schur_to_target,cos_schur_to_can_amp,Q_diag,Q_diag_classification,Q_diag_counted_in_O2,Q_diag_repayment_side,O2_budget_clean,O2_budget_with_diag,O2_clean_margin,O2_diag_inclusive_margin,pass_clean_classification,ridge,a_direct,a_schur
global,1468,sym_all,"0,2,3,4",100530434.05360726,0.999999654383076,0.9999997620428832,29.07642633083056,+++-,+-+-,+-+-,True,0.1359042109222659,0.05469331899090342,0.1359042109222659,0.7418870163028932,0.9980706943195704,0.4011668793555976,repayment_side,False,True,0.04990595491427989,0.4510728342698775,0.9500940450857202,0.5489271657301226,True,8.31575283338249,"[12.505485612899065, 0.840624364092946, 59.51740747503936, -21.980567328166217]","[0.4177662612488078, -0.1359042109222659, 2.299008780408493, -0.8342635552207134]"
