metric,rank,candidate_id,block_id,p_star,h,post_P0_flag,value,K_prime,spectral_bound_over_h,spectral_tightness,rayleigh_over_h,top_eigenvalue_over_h,top_eigenvector_alignment,effective_rank,event_count,sample_count
spectral_bound_over_h,9,hexc_00104,105,604432601,22162,True,19656.29175764504,8.953720835599164,19656.29175764504,2195.321042341799,2.06217770804309e-05,0.045271421155151786,0.010896319816364998,2.8947390398506014,1062,41
spectral_bound_over_h,10,hexc_00183,184,604356173,20686,True,19242.934486961145,10.34327835039494,19242.934486961145,1860.4289505779748,2.5173556665508988e-05,0.04683361360952806,0.00017665237002760991,2.9511358509762413,1005,40
spectral_bound_over_h,11,hexc_00020,21,30847123,15789,False,14493.752420627487,6.281871907446504,14493.752420627487,2307.234632315036,2.3709390930342185e-05,0.05470312786558149,0.0052707345707387766,2.988620055555712,891,40
spectral_bound_over_h,12,hexc_00048,49,33902159,13400,False,12649.352663942938,4.8687061662641105,12649.352663942938,2598.0932576280584,2.1421708405269826e-05,0.055655596174605845,0.008425003678300126,2.924010951756581,756,41
spectral_bound_over_h,13,hexc_00074,75,113195507,12848,False,11840.685647591501,15.294287511442286,11840.685647591501,774.1900784023444,6.586142262327108e-05,0.050989259944400185,0.016582974853866755,3.086895104005637,676,41
spectral_bound_over_h,14,hexc_00008,9,12883477,11482,False,10899.023978355784,3.4598590865423064,10899.023978355784,3150.135223931327,1.9210479624522343e-05,0.06051560853382289,0.0015364630149832135,2.9467607046174784,672,39
spectral_bound_over_h,15,hexc_00061,62,113166227,11734,False,10576.12952773595,6.659239168363888,10576.12952773595,1588.1888696804992,3.216669824117494e-05,0.05108679212100533,0.0036948170456929585,2.8215084023074852,602,40
spectral_bound_over_h,16,hexc_00078,79,109546081,10586,False,9725.696621149966,14.29696289203924,9725.696621149966,680.2631226360235,7.530717556786893e-05,0.051228694408697775,0.02438707434165212,2.9543041673454935,554,40
spectral_bound_over_h,17,hexc_00089,90,179641471,10782,False,9666.681888869758,15.782038821551295,9666.681888869758,612.5116024723841,8.045657907736666e-05,0.049280588180123944,0.019041687204897368,2.927870267572004,543,40
spectral_bound_over_h,18,hexc_00043,44,109588091,10737,False,9591.650870190271,15.650024564874343,9591.650870190271,612.884077621081,8.36386109735821e-05,0.05126077294005229,0.021662922429603746,2.9760069687997732,546,40
spectral_bound_over_h,19,hexc_00127,128,187449539,9358,False,8751.704382582742,11.353153142896916,8751.704382582742,770.861123110828,6.639280241488409e-05,0.05117963023601284,0.014097124042961992,2.9312975955566456,472,39
spectral_bound_over_h,20,hexc_00039,40,30417481,8327,False,8657.89631061927,15.415499961309067,8657.89631061927,561.6357777788254,0.00011047644240935063,0.06204752265881325,0.03449627874474104,2.9247572373529542,470,39
spectral_tightness,1,hexc_00000,1,180530237,684790,False,114838.53541857497,4.2422572628382875,487174.61093316163,114838.53541857497,3.2735856737309205e-07,0.03759337843384879,0.0007916058342474636,2.7265104566765035,35864,41
spectral_tightness,2,hexc_00040,41,604672261,151650,True,55577.29324731847,2.1504475741786093,119516.0554431092,55577.29324731847,7.088585359010924e-07,0.03939643872063984,0.0010590006559566651,2.7725612146368874,7420,41
spectral_tightness,3,hexc_00002,3,30974597,64413,False,25529.91629544947,2.123480173174438,54212.27107618995,25529.91629544947,1.9422371715622123e-06,0.049585152415893806,0.0010245321873973518,2.861639985536571,3676,41
spectral_tightness,4,hexc_00063,64,604810421,53021,True,20983.438652579865,2.1420864345912927,44948.33928876992,20983.438652579865,2.0377749152049087e-06,0.04275952492096834,0.0029406780682611116,2.8327384666763575,2571,41
