metric,rank,candidate_id,block_id,p_star,h,post_P0_flag,value,K_prime,spectral_bound_over_h,spectral_tightness,rayleigh_over_h,top_eigenvalue_over_h,top_eigenvector_alignment,effective_rank,event_count,sample_count
effective_rank,18,hexc_01441,1442,179433103,1,False,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
effective_rank,19,hexc_01442,1443,30799499,1,False,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
effective_rank,20,hexc_01443,1444,604685981,1,True,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,1,hexc_00016,17,59333,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,2,hexc_01241,1242,33915443,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,3,hexc_01242,1243,180643423,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,4,hexc_00019,20,58511,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,5,hexc_01243,1244,108531719,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,6,hexc_00021,22,60209,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,7,hexc_01244,1245,108835757,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,8,hexc_01245,1246,109496897,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,9,hexc_01246,1247,108555593,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,10,hexc_01247,1248,109683107,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,11,hexc_01248,1249,30348053,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,12,hexc_01249,1250,30650057,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,13,hexc_01250,1251,30422963,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,14,hexc_01251,1252,108804461,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,15,hexc_01252,1253,604828963,1,True,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,16,hexc_01253,1254,604838293,1,True,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,17,hexc_01440,1441,178013243,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,18,hexc_01441,1442,179433103,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,19,hexc_01442,1443,30799499,1,False,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
event_weight_effective_support,20,hexc_01443,1444,604685981,1,True,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,1,2
