block_id,p_star,y,h,t,offset,D_t,line_t,diff,abs_diff,Q_delayed_proxy
9,12883477,12871995,11482,12873765,1770.0,-3751.434284776942,-3744.8981632468717,-6.536121530070432,6.536121530070432,0.304863580784703
9,12883477,12871995,11482,12874307,2312.0,-4147.661480531868,-4152.889971997953,5.228491466084961,5.228491466084961,0.304863580784703
9,12883477,12871995,11482,12875015,3020.0,-4689.856179020781,-4685.838681584237,-4.017497436544545,4.017497436544545,0.304863580784703
9,12883477,12871995,11482,12875940,3945.0,-5302.234231660271,-5382.134665153887,79.90043349361622,79.90043349361622,0.304863580784703
9,12883477,12871995,11482,12877147,5152.0,-6380.123685757366,-6290.706829660447,-89.41685609691922,89.41685609691922,0.304863580784703
9,12883477,12871995,11482,12878725,6730.0,-7365.99236207375,-7478.550140009537,112.55777793578727,112.55777793578727,0.304863580784703
9,12883477,12871995,11482,12880786,8791.0,-9054.539951036031,-9029.972866644184,-24.567084391846947,24.567084391846947,0.304863580784703
9,12883477,12871995,11482,12883477,11482.0,-11055.629614520863,-11055.629614520865,1.8189894035458565e-12,1.8189894035458565e-12,0.304863580784703
40,30417481,30409154,8327,30409154,0.0,-3185.022130148648,-3185.022130148648,0.0,0.0,0.24432422829038658
40,30417481,30409154,8327,30409155,1.0,-3184.698780083648,-3185.7892745645136,1.0904944808653454,1.0904944808653454,0.24432422829038658
40,30417481,30409154,8327,30409156,2.0,-3184.555068943648,-3186.5564189803786,2.0013500367304005,2.0013500367304005,0.24432422829038658
