site_rows_shell3,interval_rows_longa,W2_anchor,C_N_est,rebuild_R3_abs_max,rebuild_R3_mean_abs,q3_count_frac,q3_sumW_frac,q3_sumW2_frac,q3_meanW_over_shell2,aggregate_M3_over_M2,aggregate_R3_R2_rms,target_R3_R2,rms_deviation_from_1over3,aggregate_M3_over_M2_target_1over9,M_deviation_from_1over9,M3_q3_component_over_M2,M3_non3_component_over_M2,M3_cross_component_over_M2,q3_rms_component_over_R2,q3_anchor_deviation_from_1over3,non3_signed_mean_R3_over_R2,observed_abs_rms_dev,observed_abs_M_dev,O1_sign_margin,rms_dev_over_sign_margin,M_dev_over_sign_margin,passes_rms_dev_within_sign_margin,passes_M_dev_within_sign_margin
165066,166,1.57450285,6.2980114,2.015363648000008,0.6284267129459494,0.5009269019664861,0.6713453502774136,0.6278811044898558,0.4444444444444443,0.1096497357575763,0.33113401480001464,0.3333333333333333,-0.0021993185333186727,0.1111111111111111,-0.0014613753535347995,0.04939828912370418,0.01185548819885712,0.04839872273717689,0.2222572588774193,-0.11107607445591403,0.10605675876936549,0.0021993185333186727,0.0014613753535347995,0.148198888171,0.014840317363116641,0.009860906323727507,True,True
